doi,study_title,publication_type,study_journal,prescreen_decisions,retained_for_extraction_candidate,prescreen_decision,prescreen_action,prescreen_reason,deterministic_matched_terms
10.1016/b978-0-323-58131-8.00008-2,Pharmacological Treatment of Major Depressive Disorder,book-chapter,Major Depressive Disorder,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1016/b978-0-444-64125-0.00049-9,Classic psychedelics as therapeutics for psychiatric disorders,book-chapter,Handbook of behavioral neuroscience,retain,True,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1016/j.eurpsy.2016.01.1060,The “Endless Trip”: Psychopathology and psychopharmacology in the Hallucinogen Persisting Perception Disorder (HPPD),article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in conference proceedings rather than an eligible source article or review.,conference_abstract | Crossref supplement or single-page European Psychiatry congress metadata
10.1016/j.eurpsy.2016.01.1528,Oral ketamine for treatment resistant major depression – A double blind randomized controlled trial,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in conference proceedings rather than an eligible source article or review.,conference_abstract | Crossref supplement or single-page European Psychiatry congress metadata
10.1016/j.eurpsy.2016.01.798,Can ecstasy treat the agony of PTSD?,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in conference proceedings rather than an eligible source article or review.,conference_abstract | Crossref supplement or single-page European Psychiatry congress metadata
10.1016/j.eurpsy.2016.01.799,Treatment of heroin dependence with ibogaine,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in conference proceedings rather than an eligible source article or review.,conference_abstract | Crossref supplement or single-page European Psychiatry congress metadata
10.1016/j.eurpsy.2017.02.132,"The Link Between Sleep, Stress and BDNF",journal-article,European Psychiatry,retain,False,exclude,exclude_non_evidence_artifact,This record is an item in conference proceedings rather than an eligible source article or review.,conference_abstract | Crossref supplement or single-page European Psychiatry congress metadata
10.1016/s0924-9338(02)80848-3,The relationship between personality and post traumatic stress disorder,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in conference proceedings rather than an eligible source article or review.,conference_abstract | Crossref supplement or single-page European Psychiatry congress metadata
10.1016/s0924-9338(09)70667-4,Serotonin Transporter Concentration is Decreased in Cerebral Cortex but not in Striatum of Chronic MDMA (ecstasy) Users,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in conference proceedings rather than an eligible source article or review.,conference_abstract | Crossref supplement or single-page European Psychiatry congress metadata
10.1016/s0924-9338(11)73311-9,A preliminary naturalistic study of low-dose ketamine for depression and suicide ideation in the emergency department,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in conference proceedings rather than an eligible source article or review.,conference_abstract | Crossref supplement or single-page European Psychiatry congress metadata
10.1016/s0924-9338(12)75452-4,P-1285 - Delusions in schizophrenia interpreted as cognitive hallucinations according to a neurocomputational model of the thalamus,article,European Psychiatry,retain,False,exclude,exclude_non_evidence_artifact,This record is an item in conference proceedings rather than an eligible source article or review.,conference_abstract | Crossref supplement or single-page European Psychiatry congress metadata
10.1016/s0924-9338(14)78804-2,EPA-1659 – Repeated S-ketamine infusions in treatment-resistant depression,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in conference proceedings rather than an eligible source article or review.,conference_abstract | Crossref supplement or single-page European Psychiatry congress metadata
10.1016/s0924-9338(15)30017-1,"The Effect of 5-HT2A/1a Agonist Treatment On Social Cognition, Empathy, and Social Decision-making",journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in conference proceedings rather than an eligible source article or review.,conference_abstract | Crossref supplement or single-page European Psychiatry congress metadata
10.1016/s0924-9338(15)30027-4,5HT2a Receptors – a New Target for Depression?,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in conference proceedings rather than an eligible source article or review.,conference_abstract | Crossref supplement or single-page European Psychiatry congress metadata
10.1016/s0924-9338(15)30573-3,Temporal Dynamics of Antidepressant Ketamine Effects On Glutamine Cycling Follow Regional Fingerprints of Ampa and Nmda Receptor Densities,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in conference proceedings rather than an eligible source article or review.,conference_abstract | Crossref supplement or single-page European Psychiatry congress metadata
10.1016/s1569-7339(10)70103-x,Serotonin and Serotonin Receptors in Hallucinogen Action,book-chapter,Handbook of behavioral neuroscience,retain,True,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1017/cbo9780511729935.001,Experimental Models in Serotonin Transporter Research: Preface: Focus on the serotonin transporter,book-chapter,Experimental Models in Serotonin Transporter Research,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1017/cbo9781139175869.027,Ketamine in treatment-resistant depression,book-chapter,Cambridge University Press eBooks,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1039/9781839166631-00204,"Amphetamine, Methylamphetamine and MDMA",book-chapter,Forensic Chemistry of Substance Misuse,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/9780197675212.003.0027,The Potential of Psychedelics in the Treatment of Eating Disorders,book-chapter,The Handbook of the Neurobiology of Eating Disorders,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/9780197762622.003.0001,INTRODUCTION: A New Approach for the Whole Person,book-chapter,EMBARK Psychedelic Therapy for Depression,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/9780197762622.003.0002,An Overview of Psychedelic-Assisted Therapy,book-chapter,EMBARK Psychedelic Therapy for Depression,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/9780197762622.003.0003,Introduction to the EMBARK Approach,book-chapter,EMBARK Psychedelic Therapy for Depression,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/9780197762622.003.0004,EMBARK Mechanisms of Change in the Treatment of Depression,book-chapter,EMBARK Psychedelic Therapy for Depression,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/9780197762622.003.0005,Considerations Prior to Meeting With a Participant,book-chapter,EMBARK Psychedelic Therapy for Depression,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/9780197762622.003.0006,Preparation Sessions,book-chapter,EMBARK Psychedelic Therapy for Depression,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/9780197762622.003.0007,Medicine Sessions,book-chapter,EMBARK Psychedelic Therapy for Depression,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/9780197762622.003.0008,Integration Sessions,book-chapter,EMBARK Psychedelic Therapy for Depression,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/9780197762622.003.0009,Bringing It Home and Carrying It Forward,book-chapter,EMBARK Psychedelic Therapy for Depression,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/ijnp/pyae059.031,SUBGROUP ANALYSIS IN CHANGES IN QUALITY OF LIFE AND DEPRESSION SEVERITY SCORES BY LINE OF THERAPY IN PATIENTS TREATED WITH ESKETAMINE IN A REAL-WORLD SETTING ACROSS ANZ,article,The International Journal of Neuropsychopharmacology,retain,True,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.1093/ijnp/pyae059.037,ROLE OF KLOTHO ON ANTIDEPRESSANT AND ANTISUICIDAL EFFECTS OF LOW-DOSE KETAMINE INFUSION AMONG PATIENTS WITH TREATMENT-RESISTANT DEPRESSION AND SUICIDAL IDEATION,article,The International Journal of Neuropsychopharmacology,retain,True,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.1093/ijnp/pyae059.084,"SLOW BUT STEADY: ORAL KETAMINE AS AN EFFECTIVE ADJUNCT IN DEPRESSION, ANXIETY AND PTSD.",journal-article,International Journal of Neuropsychopharmacology,retain,True,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.1093/ijnp/pyae059.087,NEW DEVELOPMENTS IN THE MULTI-OMICS PREDICTION OF TREATMENT RESPONSE PREDICTION IN PSYCHIATRY,article,The International Journal of Neuropsychopharmacology,retain,False,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.1093/ijnp/pyae059.125,BEHAVIORAL AND ELECTROPHYSIOLOGICAL EFFECTS OF LYSERGIC ACID DIETHYLAMIDE (LSD) IN A MOUSE MODEL OF ALCOHOL USE DISORDER (AUD).,journal-article,International Journal of Neuropsychopharmacology,retain,True,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.1093/ijnp/pyae059.134,PSILOCYBIN MITIGATES BEHAVIORAL DESPAIR AND COGNITIVE RECOGNITION IMPAIRMENTS BY REGULATING THE HYPOTHALAMIC- PITUITARY-ADRENAL (HPA) AXIS VIA THE BRAIN-DERIVED NEUROTROPHIC FACTOR (BDNF) SIGNALING PATHWAY MEDIATED BY THE ENDOCANNABINOID SYSTEM (ECS).,journal-article,International Journal of Neuropsychopharmacology,retain,True,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.1093/ijnp/pyae059.135,ADIPONECTIN ELICITS RAPID-ANTIDEPRESSANT EFFECTS IN CHRONICALLY STRESSED MICE IN ASSOCIATION WITH INCREASED GLUTAMATERGIC ACTIVITY IN THE MPFC,article,The International Journal of Neuropsychopharmacology,retain,False,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.1093/ijnp/pyae059.161,EXPLORING THE NEUROBIOLOGICAL AND PSYCHOLOGICAL MECHANISMS OF KETAMINE IN PROBLEMATIC GAMBLING: A MECHANISTIC STUDY,article,The International Journal of Neuropsychopharmacology,retain,True,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.1093/ijnp/pyae059.237,ASSOCIATIONS BETWEEN ESCITALOPRAM AND PSILOCYBIN THERAPY AND BRAIN RESTING-STATE FUNCTIONAL CONNECTIVITY IN MAJOR DEPRESSIVE DISORDER,article,The International Journal of Neuropsychopharmacology,retain,True,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.1093/ijnp/pyae059.240,MAGNETIC SUBCORTICAL SUSCEPTIBILITY IS ASSOCIATED WITH THE TREATMENT OUTCOME OF REPEATED KETAMINE INFUSION FOR PATIENTS WITH TREATMENT-RESISTANT DEPRESSION,article,The International Journal of Neuropsychopharmacology,retain,True,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.1093/ijnp/pyae059.262,CONTRIBUTION OF 5-HT2AR TO THE ANTI-ANHEDONIC AND NEUROPLASTICITY EFFECTS OF PSYCHEDELICS.,journal-article,International Journal of Neuropsychopharmacology,retain,True,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.1093/ijnp/pyae059.263,EFFECTS OF SODIUM BENZOATE ON BEHAVIORAL AND SYNAPTIC DEFICITS INDUCED BY SUBCHRONIC KETAMINE EXPOSURE IN MICE,article,The International Journal of Neuropsychopharmacology,retain,True,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.1093/ijnp/pyae059.264,THE PROTOTYPICAL PSYCHEDELIC AGENT LSD PRODUCES RAPID ANTIDEPRESSANT EFFECTS VIA 5-HT2B RECEPTOR ACTIVATION,article,The International Journal of Neuropsychopharmacology,retain,True,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.1093/ijnp/pyae059.305,ARIPIPRAZOLE'S POTENTIAL ROLE IN SKIN CANCER: INVESTIGATING PYROPTOSIS AND IMMUNE PATHWAYS.,journal-article,International Journal of Neuropsychopharmacology,retain,False,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.1093/ijnp/pyae059.322,"PSYCHIATRIC SYMPTOM IN ANTI N-METHYL D-ASPARTATE RECEPTOR (NMDAR) ENCEPHALITIS, HOW TO ASSES?",article,The International Journal of Neuropsychopharmacology,retain,False,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.1093/ijnp/pyae059.336,PREVALENCE AND BURDEN OF ANHEDONIA IN KOREAN PATIENTS WITH MAJOR DEPRESSIVE DISORDER,article,The International Journal of Neuropsychopharmacology,retain,False,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.1093/ijnp/pyae059.518,"N,N-DIMETHYLTRYPTAMINE, A NATURAL HALLUCINOGEN, AMELIORATES ALZHEIMER’ S DISEASE BY RESTORING NEURONAL SIGMA-1 RECEPTOR- MEDIATED ENDOPLASMIC RETICULUM-MITOCHONDRIA CROSSTALK.",journal-article,International Journal of Neuropsychopharmacology,retain,True,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.1093/ijnp/pyae059.560,ASSOCIATION OF NEUROFILAMENT LIGHT CHAIN WITH THE ANTIDEPRESSANT EFFECTS OF LOW-DOSE KETAMINE INFUSION AMONG PATIENTS WITH TREATMENT-RESISTANT DEPRESSION,article,The International Journal of Neuropsychopharmacology,retain,True,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.1093/ijnp/pyae059.561,"MODULATION OF THE ANTIDEPRESSANT RESPONSE OF KETAMINE BY AN IMMUNOSUPPRESSANT RAPAMYCIN: A PROSPECTIVE RANDOMIZED, DOUBLE-BLIND, PLACEBO CONTROLLED STUDY IN THE PATIENTS WITH REFRACTORY DEPRESSION.",journal-article,International Journal of Neuropsychopharmacology,retain,True,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.1093/ijnp/pyae059.566,EXPLORING VORTIOXETINE COMBINATION WITH INTRANASAL ESKETAMINE: A PROMISING ALTERNATIVE TO SSRI/SNRI - INSIGHTS FROM THE REAL-ESK STUDY,article,The International Journal of Neuropsychopharmacology,retain,True,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.1093/ijnp/pyae059.567,"EFFICACY AND SAFETY OF INTRAVENOUS KETAMINE TREATMENT IN JAPANESE PATIENTS WITH TREATMENT-RESISTANT DEPRESSION: A DOUBLE-BLIND, RANDOMIZED, PLACEBO-CONTROLLED TRIAL",article,The International Journal of Neuropsychopharmacology,retain,True,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.1093/ijnp/pyae059.583,"DIFFERENCE IN TREATMENT-RESPONSE OF IPSC-DERIVED NEURONS TO REELIN AND (2R,6R)-HNK FROM PARTICIPANTS WITH TREATMENT- RESISTANT DEPRESSION",journal-article,International Journal of Neuropsychopharmacology,retain,True,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.1093/ijnp/pyae059.584,BEHAVIORAL ANALYSES OF ANTIDEPRESSANT-LIKE EFFECT OF SEROTONERGIC PSYCHEDELICS IN MICE,article,The International Journal of Neuropsychopharmacology,retain,True,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.1093/ijnp/pyae059.595,EPIDEMIOLOGY AND BURDEN OF DISEASE OF MAJOR DEPRESSIVE DISORDER (MDD) WITH ANHEDONIA IN ASIA PACIFIC,article,The International Journal of Neuropsychopharmacology,retain,False,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.1093/ijnp/pyae059.612,IMPACT OF ANTIPSYCHOTICS ON PROLACTIN LEVELS IN PEDIATRIC AND ADOLESCENT PATIENTS WITH PSYCHIATRIC DISORDERS IN REAL-WORLD PSYCHIATRIC CLINICAL PRACTICE,journal-article,International Journal of Neuropsychopharmacology,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",conference_abstract | 10.1093/ijnp/pyae059.612
10.1093/ijnp/pyae059.626,"REMARKABLE EFFICACY OF EVENAMIDE, A GLUTAMATE ANTAGONIST, AS AN ADD-ON TO ANTIPSYCHOTICS IN PATIENTS WITH TREATMENT RESISTANT SCHIZOPHRENIA (TRS): RESULTS FROM A ONE-YEAR, OPEN- LABEL, DOSE-COMPARATIVE, RANDOMIZED, TREATMENT TRIAL",journal-article,International Journal of Neuropsychopharmacology,retain,False,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.1093/ijnp/pyw041.503,PM503. Spatial components of magnetic mismatch negativity and the cortical thickness of its structural correlates in schizophrenia,article,The International Journal of Neuropsychopharmacology,retain,True,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.1093/ijnp/pyw041.504,PM504. Theory of Mind in Clinical high risk as trait marker of conversion to psychosis: review,article,The International Journal of Neuropsychopharmacology,retain,True,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.1093/ijnp/pyw042.062,"Speaker 1: Barbara Sahakian, UK",article,The International Journal of Neuropsychopharmacology,retain,True,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,symposium_contribution | publication-form audit: individual_symposium_contribution
10.1093/ijnp/pyw043.101,PS101. Oral Ketamine for Treatment Resistant Major Depression – A double blind randomized controlled trial,article,The International Journal of Neuropsychopharmacology,retain,False,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.1093/ijnp/pyw043.142,PS142. Ketamine is effective in an animal model of treatment resistant depression,article,International Journal of Neuropsychopharmacology,retain,False,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.1093/ijnp/pyw043.222,PS222. Ketamine Exerts a Prolonged Reduction in Suicidal Ideation Independent of its Antidepressant Effects,journal-article,International Journal of Neuropsychopharmacology,retain,True,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,conference_abstract | publication-form audit: individual_conference_abstract
10.1093/med/9780190929565.003.0013,Rapid-Acting Antidepressants,book-chapter,Depression,retain,True,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/med/9780192863607.003.0003,Psilocybin,book-chapter,Psychedelics as Psychiatric Medications,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/med/9780192863607.003.0004,MDMA,book-chapter,Psychedelics as Psychiatric Medications,retain,True,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/med/9780192863607.003.0005,Lysergic acid diethylamide: In search of the wonder drug,book-chapter,Psychedelics as Psychiatric Medications,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/med/9780192863607.003.0007,Ibogaine: Ibogaine therapy as a method of care treatment for opioid dependence,book-chapter,Psychedelics as Psychiatric Medications,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/med/9780197542873.003.0012,Ketamine as an Analgesic Adjuvant in Palliative Care,book-chapter,Pain,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/med/9780197549469.003.0070,Excitatory Transmission in Status Epilepticus,book-chapter,Jasper's Basic Mechanisms of the Epilepsies,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/med/9780197760864.003.0003,MDMA,book-chapter,Psychedelics in Palliative Care,retain,True,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/med/9780197760864.003.0007,5-MeO-DMT,book-chapter,Psychedelics in Palliative Care,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/med/9780197760864.003.0008,Ibogaine,book-chapter,Psychedelics in Palliative Care,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/med/9780197770337.003.0038,Psilocybin for Depression and Anxiety in Cancer Patients,book-chapter,50 Pharmacotherapy Studies Every Palliative Practitioner Should Know,retain,True,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/med/9780198714750.003.0015,Hallucinogens and dissociative drugs,book-chapter,Oxford University Press eBooks,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/med/9780198843122.003.0003,The phenomenology of psychedelic therapy,book-chapter,Philosophy of Psychedelics,retain,True,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/med/9780198843122.003.0004,The mechanisms of psychedelic therapy,book-chapter,Philosophy of Psychedelics,retain,True,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/med/9780199300532.003.0022,Pharmacological Treatment Bipolar Depression,book-chapter,Oxford University Press eBooks,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/med/9780199563678.003.0013,Ketamine and other NMDA receptor antagonists,book-chapter,Neuropathic Pain,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/oso/9780192898371.003.0005,Psychedelics: a window into perceptual processing,book-chapter,Philosophical Perspectives on Psychedelic Psychiatry,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/oso/9780192898371.003.0006,Psychedelic visuals in context,book-chapter,Philosophical Perspectives on Psychedelic Psychiatry,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
