doi,classification,relation_or_failure_subtype,confidence,requested_title,identity_status,identity_basis,document_doi,document_title,title_similarity_header,title_coverage_front,target_title_score_full_artifact,target_title_exact_in_artifact,target_doi_literal_in_artifact,best_backend,fulltext_source,artifact_path,artifact_pdf_path,artifact_pdf_exists,current_candidate_pdf_path,current_candidate_pdf_exists,manual_import_reports,local_correct_text_status,exact_doi_pmcid,direct_xml_availability,openalex_is_oa,openalex_pdf_url,openalex_landing_url,remote_correct_text_status,current_kg_finding_count,repair_method,availability_caveat
10.1093/ijnp/pyae059.561,proceedings_container,proceedings_or_multi_abstract_container,high,"MODULATION OF THE ANTIDEPRESSANT RESPONSE OF KETAMINE BY AN IMMUNOSUPPRESSANT RAPAMYCIN: A PROSPECTIVE RANDOMIZED, DOUBLE-BLIND, PLACEBO CONTROLLED STUDY IN THE PATIENTS WITH REFRACTORY DEPRESSION.",verified_title_only,no document DOI recovered; strong title agreement,,"MODULATION OF THE ANTIDEPRESSANT RESPONSE OF KETAMINE BY AN IMMUNOSUPPRESSANT RAPAMYCIN: A PROSPECTIVE RANDOMIZED, DOUBLE-BLIND, PLACEBO CONTROLLED STUDY IN THE PATIENTS WITH REFRACTORY DEPRESSION",1.0,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyae059_561.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1093_ijnp_pyae059.561__ae54afd570.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyae059.561__ae54afd570.pdf,True,,target_present_in_container_needs_segmentation,PMC11814895,not_needed,True,https://academic.oup.com/ijnp/article-pdf/28/Supplement_1/i315/61855699/pyae059.561.pdf,https://doi.org/10.1093/ijnp/pyae059.561,exact_pmc_record_available_xml_needs_probe,4,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/ijnp/pyae059.566,proceedings_container,proceedings_or_multi_abstract_container,high,EXPLORING VORTIOXETINE COMBINATION WITH INTRANASAL ESKETAMINE: A PROMISING ALTERNATIVE TO SSRI/SNRI - INSIGHTS FROM THE REAL-ESK STUDY.,identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.1016/j.jad.2022.09.043,EFFECTS OF ANTIDEPRESSANTS ON DECELERATION CAPACITY AND ITS RELATION TO QT INTERVAL IN PATIENTS WITH MOOD DISORDER,0.1928,0.0833,1.0,True,True,europepmc_fulltext_xml,europepmc_fulltext_xml,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyae059_566.json,,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyae059.566__559bdc3e0e.pdf,True,,target_present_in_container_needs_segmentation,PMC11814820,europepmc_fulltext_xml,True,,https://doi.org/10.1093/ijnp/pyae059.566,exact_jats_available,8,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/ijnp/pyae059.567,proceedings_container,proceedings_or_multi_abstract_container,high,"EFFICACY AND SAFETY OF INTRAVENOUS KETAMINE TREATMENT IN JAPANESE PATIENTS WITH TREATMENT-RESISTANT DEPRESSION: A DOUBLE-BLIND, RANDOMIZED, PLACEBO-CONTROLLED TRIAL",target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.4088/jcp.8133su1c.02,"EFFICACY AND SAFETY OF INTRAVENOUS KETAMINE TREATMENT IN JAPANESE PATIENTS WITH TREATMENT-RESISTANT DEPRESSION: A DOUBLE-BLIND, RANDOMIZED, PLACEBO-CONTROLLED TRIAL",1.0,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyae059_567.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1093_ijnp_pyae059.567__7070ad11b8.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyae059.567__7070ad11b8.pdf,True,,target_present_in_container_needs_segmentation,PMC11814947,not_needed,True,,https://doi.org/10.1093/ijnp/pyae059.567,exact_pmc_record_available_xml_needs_probe,11,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/ijnp/pyae059.583,proceedings_container,proceedings_or_multi_abstract_container,high,"DIFFERENCE IN TREATMENT-RESPONSE OF IPSC-DERIVED NEURONS TO REELIN AND (2R,6R)-HNK FROM PARTICIPANTS WITH TREATMENT- RESISTANT DEPRESSION",verified_title_only,no document DOI recovered; strong title agreement,,"DIFFERENCE IN TREATMENT-RESPONSE OF IPSC-DERIVED NEURONS TO REELIN AND (2R,6R)-HNK FROM PARTICIPANTS WITH TREATMENT-RESISTANT DEPRESSION",1.0,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyae059_583.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1093_ijnp_pyae059.583__2d8a7c6d2b.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyae059.583__2d8a7c6d2b.pdf,True,,target_present_in_container_needs_segmentation,PMC11814622,not_needed,True,,https://doi.org/10.1093/ijnp/pyae059.583,exact_pmc_record_available_xml_needs_probe,4,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/ijnp/pyae059.584,proceedings_container,proceedings_or_multi_abstract_container,high,BEHAVIORAL ANALYSES OF ANTIDEPRESSANT-LIKE EFFECT OF SEROTONERGIC PSYCHEDELICS IN MICE.,identity_unverified,insufficient document-level identifier or title evidence,,"DIFFERENCE IN TREATMENT-RESPONSE OF IPSC-DERIVED NEURONS TO REELIN AND (2R,6R)-HNK FROM PARTICIPANTS WITH TREATMENT-RESISTANT DEPRESSION",0.2152,0.0,1.0,True,True,europepmc_fulltext_xml,europepmc_fulltext_xml,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyae059_584.json,,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyae059.584__02f7209b3b.pdf,True,,target_present_in_container_needs_segmentation,PMC11814762,europepmc_fulltext_xml,True,,https://doi.org/10.1093/ijnp/pyae059.584,exact_jats_available,5,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/ijnp/pyae059.595,proceedings_container,proceedings_or_multi_abstract_container,high,EPIDEMIOLOGY AND BURDEN OF DISEASE OF MAJOR DEPRESSIVE DISORDER (MDD) WITH ANHEDONIA IN ASIA PACIFIC,identity_unverified,insufficient document-level identifier or title evidence,,INCIDENCE OF DEPRESSIVE AND ANXIETY SYMPTOMS AMONG ELDERLY FILIPINOS DURING THE COVID-19 PANDEMIC: A DESCRIPTIVE CROSS-SECTIONAL STUDY,0.3333,1.0,1.0,True,True,europepmc_fulltext_xml,europepmc_fulltext_xml,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyae059_595.json,,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyae059.595__91fb9e4b0d.pdf,True,,target_present_in_container_needs_segmentation,PMC11814561,europepmc_fulltext_xml,True,,https://doi.org/10.1093/ijnp/pyae059.595,exact_jats_available,0,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/ijnp/pyae059.605,proceedings_container,proceedings_or_multi_abstract_container,high,A PRELIMINARY EXAMINATION ON TREATMENT EFFECTIVENESS OF AUGMENTATION WITH ATTENTION DEFICIT HYPERACTIVITY DISORDER (ADHD) AGENTS IN PATIENTS WITH OBSESSIVE-COMPULSIVE DISORDER AND COMORBID ADHD,verified_title_only,no document DOI recovered; strong title agreement,,A SIGNIFICANT EFFECT OF INVOLVEMENT BEHAVIORS ON LONG-TERM TREATMENT OUTCOMES IN JAPANESE PATIENTS WITH OBSESSIVE COMPULSIVE DISORDER (OCD),0.4639,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyae059_605.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1093_ijnp_pyae059.605__88c9d138f5.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyae059.605__88c9d138f5.pdf,True,,target_present_in_container_needs_segmentation,PMC11815247,not_needed,True,,https://doi.org/10.1093/ijnp/pyae059.605,exact_pmc_record_available_xml_needs_probe,0,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/ijnp/pyae059.625,proceedings_container,proceedings_or_multi_abstract_container,high,"EVENAMIDE AS ADD-ON TREATMENT FOR PATIENTS WITH CHRONIC SCHIZOPHRENIA NOT RESPONDING ADEQUATELY TO THEIR CURRENT ANTIPSYCHOTIC MEDICATION: RESULTS OF A POTENTIALLY PIVOTAL, PHASE II/III, INTERNATIONAL, RANDOMIZED, DOUBLE BLIND, PLACEBO- CONTROLLED TRIAL",identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.1177/10600280221113572,A NATURALISTIC RETROSPECTIVE STUDY OF ARIPIPRAZOLE ONCE-MONTHLY 400 MG USED FOR SCHIZOPHRENIA,0.1792,0.9583,1.0,True,True,europepmc_fulltext_xml,europepmc_fulltext_xml,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyae059_625.json,,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyae059.625__be5eaeddf2.pdf,True,,target_present_in_container_needs_segmentation,PMC11814629,europepmc_fulltext_xml,True,,https://doi.org/10.1093/ijnp/pyae059.625,exact_jats_available,0,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/ijnp/pyae059.626,proceedings_container,proceedings_or_multi_abstract_container,high,"REMARKABLE EFFICACY OF EVENAMIDE, A GLUTAMATE ANTAGONIST, AS AN ADD-ON TO ANTIPSYCHOTICS IN PATIENTS WITH TREATMENT RESISTANT SCHIZOPHRENIA (TRS): RESULTS FROM A ONE-YEAR, OPEN- LABEL, DOSE-COMPARATIVE, RANDOMIZED, TREATMENT TRIAL",verified_title_only,no document DOI recovered; strong title agreement,,"EVENAMIDE, AS AN ADD-ON TO ANTIPSYCHOTICS, PRODUCES LONG-LASTING CLINICALLY MEANINGFUL BENEFIT AND CONVERTS TREATMENT-RESISTANT SCHIZOPHRENIA (TRS) PATIENTS INTO A RESPONSIVE STATE: 6-MONTH RESULTS FROM AN ONGOING INTERNATIONAL RANDOMIZED STUDY",0.4545,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyae059_626.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1093_ijnp_pyae059.626__76fae611f9.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyae059.626__76fae611f9.pdf,True,,target_present_in_container_needs_segmentation,PMC11814610,not_needed,True,,https://doi.org/10.1093/ijnp/pyae059.626,exact_pmc_record_available_xml_needs_probe,0,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/ijnp/pyaf052.011,proceedings_container,proceedings_or_multi_abstract_container,high,169. THERAPEUTIC MEMORY RECONSOLIDATION AS A TREATMENT FOR SUBSTANCE USE DISORDERS AND HOW PSYCHEDELICS ARE FACILITATING THIS INTERVENTION: THE UNITY STUDY.,verified_title_only,no document DOI recovered; strong title agreement,,69. THERAPEUTIC MEMORY RECONSOLIDATION AS A TREATMENT FOR SUBSTANCE USE DISORDERS AND HOW PSYCHEDELICS ARE FACILITATING THIS INTERVENTION: THE UNITY STUDY,0.9935,0.9286,1.0,False,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyaf052_011.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1093_ijnp_pyaf052.011__17a19e47f0.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyaf052.011__17a19e47f0.pdf,True,,target_present_in_container_needs_segmentation,PMC12359327,not_needed,True,https://academic.oup.com/ijnp/article-pdf/28/Supplement_2/ii6/64072343/pyaf052.011.pdf,https://doi.org/10.1093/ijnp/pyaf052.011,exact_pmc_record_available_xml_needs_probe,0,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/ijnp/pyaf052.015,proceedings_container,proceedings_or_multi_abstract_container,high,182. ELUCIDATING NMDA RECEPTOR HYPOFUNCTION USING SIMULTANEOUS EEG-FMRI MEASURES OF KETAMINE-INDUCED NEURAL DYNAMICS,verified_title_only,no document DOI recovered; strong title agreement,,82. ELUCIDATING NMDA RECEPTOR HYPOFUNCTION USING SIMULTANEOUS EEG-FMRI MEASURES OF KETAMINE-INDUCED NEURAL DYNAMICS,0.9957,0.9231,1.0,False,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyaf052_015.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1093_ijnp_pyaf052.015__60ad55f237.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyaf052.015__60ad55f237.pdf,True,,target_present_in_container_needs_segmentation,PMC12359756,not_needed,True,https://academic.oup.com/ijnp/article-pdf/28/Supplement_2/ii9/64072635/pyaf052.015.pdf,https://doi.org/10.1093/ijnp/pyaf052.015,exact_pmc_record_available_xml_needs_probe,6,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/ijnp/pyaf052.019,proceedings_container,proceedings_or_multi_abstract_container,high,"204. A NOVEL, NON-HALLUCINOGENIC PSYCHEDELIC FOR THE TREATMENT OF OCD AND TIC DISORDER.",verified_title_only,no document DOI recovered; strong title agreement,,"204. A NOVEL, NON-HALLUCINOGENIC PSYCHEDELIC FOR THE TREATMENT OF OCD AND TIC DISORDER",1.0,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyaf052_019.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1093_ijnp_pyaf052.019__8c42b6936e.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyaf052.019__8c42b6936e.pdf,True,,target_present_in_container_needs_segmentation,PMC12359753,not_needed,True,https://academic.oup.com/ijnp/article-pdf/28/Supplement_2/ii11/64072609/pyaf052.019.pdf,https://doi.org/10.1093/ijnp/pyaf052.019,exact_pmc_record_available_xml_needs_probe,0,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/ijnp/pyaf052.026,proceedings_container,proceedings_or_multi_abstract_container,high,229. PSILOCYBIN WITH PSYCHOTHERAPEUTIC SUPPORT FOR TREATMENT-RESISTANT DEPRESSION: A PILOT CLINICAL TRIAL.,verified_title_only,no document DOI recovered; strong title agreement,,229. PSILOCYBIN WITH PSYCHOTHERAPEUTIC SUPPORT FOR TREATMENT-RESISTANT DEPRESSION: A PILOT CLINICAL TRIAL,1.0,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyaf052_026.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1093_ijnp_pyaf052.026__962e814630.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyaf052.026__962e814630.pdf,True,,target_present_in_container_needs_segmentation,PMC12359778,not_needed,True,https://academic.oup.com/ijnp/article-pdf/28/Supplement_2/ii14/64072378/pyaf052.026.pdf,https://doi.org/10.1093/ijnp/pyaf052.026,exact_pmc_record_available_xml_needs_probe,10,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/ijnp/pyaf052.032,proceedings_container,proceedings_or_multi_abstract_container,high,245. USING CLASSIFICATION AND REGRESSION TREE MODELLING TO INVESTIGATE LOW-DOSE KETAMINE’S EFFECT ON REMISSION OF SUICIDAL SYMPTOMS AMONG PATIENTS WITH TREATMENT-RESISTANT DEPRESSION AND STRONG SUICIDAL THOUGHT.,verified_title_only,no document DOI recovered; strong title agreement,,245. USING CLASSIFICATION AND REGRESSION TREE MODELLING TO INVESTIGATE LOW-DOSE KETAMINE'S EFFECT ON REMISSION OF SUICIDAL SYMPTOMS AMONG PATIENTS WITH TREATMENT-RESISTANT DEPRESSION AND STRONG SUICIDAL THOUGHT,1.0,1.0,1.0,False,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyaf052_032.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1093_ijnp_pyaf052.032__836e59c3cd.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyaf052.032__836e59c3cd.pdf,True,,target_present_in_container_needs_segmentation,PMC12359668,not_needed,True,https://academic.oup.com/ijnp/article-pdf/28/Supplement_2/ii17/64072629/pyaf052.032.pdf,https://doi.org/10.1093/ijnp/pyaf052.032,exact_pmc_record_available_xml_needs_probe,1,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/ijnp/pyaf052.075,proceedings_container,proceedings_or_multi_abstract_container,high,476. ACUTE AND CHRONIC PSILOCYBIN IN MOUSE MODELS OF PSYCHIATRIC DISORDERS.,verified_title_only,no document DOI recovered; strong title agreement,,476. ACUTE AND CHRONIC PSILOCYBIN IN MOUSE MODELS OF PSYCHIATRIC DISORDERS,1.0,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyaf052_075.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1093_ijnp_pyaf052.075__f463a9c54e.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyaf052.075__f463a9c54e.pdf,True,,target_present_in_container_needs_segmentation,PMC12359791,not_needed,True,https://academic.oup.com/ijnp/article-pdf/28/Supplement_2/ii38/64072902/pyaf052.075.pdf,https://doi.org/10.1093/ijnp/pyaf052.075,exact_pmc_record_available_xml_needs_probe,6,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/ijnp/pyaf052.084,proceedings_container,proceedings_or_multi_abstract_container,high,"519. PSILOCYBIN ASSISTED PSYCHOTHERAPY FOR OBSESSIVE COMPULSIVE DISORDER, BODY DYSMORPHIC DISORDER, AND ANOREXIA NERVOSA: STUDY PROTOCOL.",verified_title_only,no document DOI recovered; strong title agreement,,"519. PSILOCYBIN ASSISTED PSYCHOTHERAPY FOR OBSESSIVE COMPULSIVE DISORDER, BODY DYSMORPHIC DISORDER, AND ANOREXIA NERVOSA: STUDY PROTOCOL",1.0,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyaf052_084.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1093_ijnp_pyaf052.084__dbf1298c1f.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyaf052.084__dbf1298c1f.pdf,True,,target_present_in_container_needs_segmentation,PMC12359785,not_needed,True,https://academic.oup.com/ijnp/article-pdf/28/Supplement_2/ii42/64072808/pyaf052.084.pdf,https://doi.org/10.1093/ijnp/pyaf052.084,exact_pmc_record_available_xml_needs_probe,0,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/ijnp/pyaf052.093,proceedings_container,proceedings_or_multi_abstract_container,high,631. PSILOCYBIN AND KETANSERIN VS RTMS IN TREATMENT-RESISTANT DEPRESSION: ENHANCING TOLERABILITY BY MITIGATING PSYCHEDELIC EFFECTS,verified_title_only,no document DOI recovered; strong title agreement,,631. PSILOCYBIN AND KETANSERIN VS RTMS IN TREATMENT-RESISTANT DEPRESSION: ENHANCING TOLERABILITY BY MITIGATING PSYCHEDELIC EFFECTS,1.0,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyaf052_093.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1093_ijnp_pyaf052.093__7fe05381b2.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyaf052.093__7fe05381b2.pdf,True,,target_present_in_container_needs_segmentation,PMC12359594,not_needed,True,https://academic.oup.com/ijnp/article-pdf/28/Supplement_2/ii47/64072996/pyaf052.093.pdf,https://doi.org/10.1093/ijnp/pyaf052.093,exact_pmc_record_available_xml_needs_probe,0,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
