SEARCH_TARGET_DOI,SEARCH_TARGET_TITLE,NEEDS_ARTIFACT,CURRENT_STATE,WHY_IN_QUEUE,ACTION_CATEGORY,PRIOR_BAD_ARTIFACT_DOI_DO_NOT_SEARCH,PRIOR_BAD_ARTIFACT_TITLE_DO_NOT_SEARCH,OLD_ARTIFACT_PROBLEM,EXACT_PDF_URLS_TO_TRY_FIRST,OTHER_CANDIDATE_URLS_REQUIRING_VALIDATION,PMCID_IF_ANY,PMC_LANDING_IF_ANY,DOI_LANDING,PRIOR_QUARANTINED_ARTIFACT_PATH,PRIOR_QUARANTINED_PDF_PATH,PRIORITY_TIER,KG_FINDING_COUNT,RELEVANCE_FLAGS,ACCEPTANCE_RULE
10.53846/goediss-2111,Tryptamines as Ligands and Modulators of the Serotonin 5‑HT2A Receptor and the Isolation of Aeruginascin from the Hallucinogenic Mushroom Inocybe aeruginascens,True,quarantined_no_active_artifact,Acquire an independently verifiable source because the prior artifact lacked sufficient document-level identity evidence.,manual_identity_unverified,,,identity_unverified,,,,,https://doi.org/10.53846/goediss-2111,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_53846_goediss_2111.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_pdfs/10.53846_goediss-2111__6dc90e18e5.pdf,P1_existing_kg_or_curated_signal,0,flag_in_claim_stubs,"Acquire an independently verifiable source because the prior artifact lacked sufficient document-level identity evidence. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.5451/unibas-007055508,Pharmacological and toxicological investigations of new psychoactive substances,True,quarantined_no_active_artifact,"Acquire the DOI-bearing paper or chapter itself, not a repository wrapper, thesis, or neighboring nested document.",manual_exact_nested_repository_item,10.1016/j.neuropharm.2017.07.026,Pharmacological profile of mephedrone analogs and related new psychoactive substances,identity_mismatch | repository_or_nested_document,,https://edoc.unibas.ch/66841/1/PhD%20Thesis%20Dino%20Lu%CC%88thi%20%28edoc%29.pdf,,,https://doi.org/10.5451/unibas-007055508,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_5451_unibas_007055508.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_pdfs/10.5451_unibas-007055508__6f771d7516.pdf,P1_existing_kg_or_curated_signal,0,flag_in_claim_stubs,"Acquire the DOI-bearing paper or chapter itself, not a repository wrapper, thesis, or neighboring nested document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/7854_2020_167,The Role of Opiates in Social Pain and Suicidal Behavior,True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.1186/s13063-018-2843-9,"The effectiveness of different singly administered high doses of buprenorphine in reducing suicidal ideation in acutely depressed people with co-morbid opiate dependence: a randomized, double-blind, clinical trial",identity_mismatch,,,,,https://doi.org/10.1007/7854_2020_167,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2020_167.json,,P2_retained_candidate,0,,"Acquire a replacement because the quarantined artifact belongs to a different document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/7854_2021_267,Psychedelics as Novel Therapeutics in Alzheimer’s Disease: Rationale and Potential Mechanisms,True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.1007/s00213-018-4981-x,Double-blind comparison of the two hallucinogens psilocybin and dextromethorphan: Effects on cognition,identity_mismatch,,,,,https://doi.org/10.1007/7854_2021_267,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2021_267.json,,P2_retained_candidate,0,,"Acquire a replacement because the quarantined artifact belongs to a different document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/7854_2021_268,Psychedelic Group Therapy,True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.1080/02791072.2019.1593559,Psychedelic-Assisted Group Therapy: A Systematic Review,identity_mismatch,,,,,https://doi.org/10.1007/7854_2021_268,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2021_268.json,,P2_retained_candidate,0,,"Acquire a replacement because the quarantined artifact belongs to a different document. Because the title is short, require both an exact DOI and a front-page title match. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/7854_2021_270,Dosing Psychedelics and MDMA,True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.1177/0269881116678781,The Challenging Experience Questionnaire: Characterization of challenging experiences with psilocybin mushrooms,identity_mismatch,,,,,https://doi.org/10.1007/7854_2021_270,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2021_270.json,,P2_retained_candidate,0,,"Acquire a replacement because the quarantined artifact belongs to a different document. Because the title is short, require both an exact DOI and a front-page title match. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/7854_2021_278,The Potential of Psychedelics for End of Life and Palliative Care,True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.1016/j.eclinm.2020.100538,Psilocybin-assisted group therapy for demoralized older long-term AIDS survivor men: An open-label safety and feasibility pilot study,identity_mismatch,,,,,https://doi.org/10.1007/7854_2021_278,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2021_278.json,,P2_retained_candidate,0,,"Acquire a replacement because the quarantined artifact belongs to a different document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/7854_2021_284,Psychedelic-Assisted Therapy for Substance Use Disorders and Potential Mechanisms of Action,True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.3233/bpl-150022,Serotonergic Neuroplasticity in Alcohol Addiction,identity_mismatch,,,,,https://doi.org/10.1007/7854_2021_284,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2021_284.json,,P2_retained_candidate,0,,"Acquire a replacement because the quarantined artifact belongs to a different document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/7854_2022_327,Classic Psychedelics in Addiction Treatment: The Case for Psilocybin in Tobacco Smoking Cessation,True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.1177/0269881116662634,Survey study of challenging experiences after ingesting psilocybin mushrooms: Acute and enduring positive and negative consequences,identity_mismatch,,,,,https://doi.org/10.1007/7854_2022_327,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2022_327.json,,P2_retained_candidate,0,,"Acquire a replacement because the quarantined artifact belongs to a different document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/7854_2022_357,Pharmacological Treatments for Anhedonia,True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.1016/j.neuron.2018.11.021,Fractionating Blunted Reward Processing Characteristic of Anhedonia by Over-Activating Primate Subgenual Anterior Cingulate Cortex,identity_mismatch,,,,,https://doi.org/10.1007/7854_2022_357,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2022_357.json,,P2_retained_candidate,0,,"Acquire a replacement because the quarantined artifact belongs to a different document. Because the title is short, require both an exact DOI and a front-page title match. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/7854_2022_365,Psychedelics in the Treatment of Headache and Chronic Pain Disorders,True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.2147/jpr.s315585,The American Society of Pain and Neuroscience (ASPN) Best Practices and Guidelines for the Interventional Management of Cancer-Associated Pain,identity_mismatch,,,,,https://doi.org/10.1007/7854_2022_365,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2022_365.json,,P2_retained_candidate,0,,"Acquire a replacement because the quarantined artifact belongs to a different document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/7854_2022_366,Psilocybin for Trauma-Related Disorders,True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.1007/s11920-017-0840-4,A Network-Based Neurobiological Model of PTSD: Evidence from Structural and Functional Neuroimaging Studies,identity_mismatch,,,,,https://doi.org/10.1007/7854_2022_366,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2022_366.json,,P2_retained_candidate,0,,"Acquire a replacement because the quarantined artifact belongs to a different document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/7854_2023_443,Enhancing Fear Extinction: Pharmacological Approaches,True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.1038/s41386-022-01266-9,"Dose-related effects of ketamine for antidepressant-resistant symptoms of posttraumatic stress disorder in veterans and active duty military: a double-blind, randomized, placebo-controlled multi-center clinical trial",identity_mismatch,,,,,https://doi.org/10.1007/7854_2023_443,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2023_443.json,,P2_retained_candidate,0,,"Acquire a replacement because the quarantined artifact belongs to a different document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/7854_2024_510,Pharmacological Properties of Psychedelics with a Special Focus on Potential Harms,True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.1177/0269881116678781,The Challenging Experience Questionnaire: Characterization of challenging experiences with psilocybin mushrooms,identity_mismatch,,,,,https://doi.org/10.1007/7854_2024_510,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2024_510.json,,P2_retained_candidate,0,,"Acquire a replacement because the quarantined artifact belongs to a different document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/7854_2024_531,Epistemic Risk Reduction in Psychedelic-Assisted Therapy,True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.2174/1573413713666170619092629,Dreams and Psychedelics: Neurophenomenological Comparison and Therapeutic Implications,identity_mismatch,,,,,https://doi.org/10.1007/7854_2024_531,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2024_531.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_pdfs/10.1007_7854_2024_531__bc7a03f1cc.pdf,P2_retained_candidate,0,,"Acquire a replacement because the quarantined artifact belongs to a different document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/7854_2024_534,Anxiety and Affective Symptoms Related to the Use of Classic Psychedelics: A Systematic Review,True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.1177/0269881116678781,The Challenging Experience Questionnaire: Characterization of challenging experiences with psilocybin mushrooms,identity_mismatch,,,,,https://doi.org/10.1007/7854_2024_534,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2024_534.json,,P2_retained_candidate,0,,"Acquire a replacement because the quarantined artifact belongs to a different document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/7854_2025_606,Psychedelic Drug Checking: Analytical and Strategic Challenges in Harm Reduction for Classic Psychedelics,True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.1002/dta.3281,"Analytical profile, in vitro metabolism and behavioral properties of the lysergamide 1P-AL-LAD",identity_mismatch,,,,,https://doi.org/10.1007/7854_2025_606,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2025_606.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_pdfs/10.1007_7854_2025_606__6067acc17a.pdf,P2_retained_candidate,0,,"Acquire a replacement because the quarantined artifact belongs to a different document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/7854_2025_609,Ontologically Challenging Psychedelic Experiences: Considerations for Managing Associated Distress,True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.1371/journal.pone.0322501,Navigating groundlessness: An interview study on dealing with ontological shock and existential distress following psychedelic experiences,identity_mismatch,,,,,https://doi.org/10.1007/7854_2025_609,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2025_609.json,,P2_retained_candidate,0,,"Acquire a replacement because the quarantined artifact belongs to a different document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/7854_2025_610,"Flashbacks, Hallucinogen Persisting Perception Disorder (HPPD), and Reactivations Following the Use of Classic Psychedelics: Classification and Therapeutic Management",True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.1177/0269881118769063,"The epidemiology of 5-Methoxy-N,N-Dimethyltryptamine (5-MeO-DMT) use: Benefits, consequences, patterns of use, subjective effects, and reasons for consumption",identity_mismatch,,,,,https://doi.org/10.1007/7854_2025_610,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2025_610.json,,P2_retained_candidate,0,,"Acquire a replacement because the quarantined artifact belongs to a different document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/978-981-95-6872-7_25,Psychedelics: Future Therapeutics in Major Depression?,True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.1001/jamanetworkopen.2024.49026,Psilocybin Therapy for Clinicians With Symptoms of Depression From Frontline Care During the COVID-19 Pandemic,identity_mismatch,,,,,https://doi.org/10.1007/978-981-95-6872-7_25,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_978_981_95_6872_7_25.json,,P2_retained_candidate,0,,"Acquire a replacement because the quarantined artifact belongs to a different document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/978-981-95-6872-7_5,Rethinking the Treatment-Resistant Depression,True,quarantined_no_active_artifact,Confirm a registered version/alias relationship or acquire the exact requested DOI; do not accept a merely similar title.,manual_conflicting_doi_needs_resolution,10.1192/j.eurpsy.2022.2353,Rethinking treatment-resistant depression to quasi-tenacious depression,target_text_with_conflicting_doi,,,,,https://doi.org/10.1007/978-981-95-6872-7_5,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_978_981_95_6872_7_5.json,,P2_retained_candidate,0,,"Confirm a registered version/alias relationship or acquire the exact requested DOI; do not accept a merely similar title. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/978-981-97-4402-2_3,"Efficacy, Safety, and Tolerability of Psychedelics in Treatment-Resistant Depression (TRD)",True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.1016/j.brainresbull.2016.04.016,"Neuropharmacology of N,N-Dimethyltryptamine",identity_mismatch,,,,,https://doi.org/10.1007/978-981-97-4402-2_3,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_978_981_97_4402_2_3.json,,P2_retained_candidate,0,,"Acquire a replacement because the quarantined artifact belongs to a different document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/s00115-021-01225-7,Schnell wirksame Antidepressiva – neurobiologische Wirkprinzipien,True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.1038/nature10130,NMDA Receptor Blockade at Rest Triggers Rapid Behavioural Antidepressant Responses,identity_mismatch,,,,,https://doi.org/10.1007/s00115-021-01225-7,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s00115_021_01225_7.json,,P2_retained_candidate,0,,"Acquire a replacement because the quarantined artifact belongs to a different document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/s00115-023-01466-8,Passagere und anhaltende visuelle Phänomene in der Neurologie,True,quarantined_no_active_artifact,"Acquire the requested main article; do not accept its correction, corrigendum, or erratum as a substitute.",manual_main_article_not_correction,10.25646/7683,Corrigendum: Migraine and tension-type headache in Germany. Prevalence and disease severity from the BURDEN 2020 Burden of Disease Study,main_article_points_to_correction,,,,,https://doi.org/10.1007/s00115-023-01466-8,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s00115_023_01466_8.json,,P2_retained_candidate,0,,"Acquire the requested main article; do not accept its correction, corrigendum, or erratum as a substitute. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/s00115-024-01647-z,Klinisches Management der therapieresistenten Depression,True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.1016/j.neuron.2020.06.002,The Bidirectional Relationship of Depression and Inflammation: Double Trouble,identity_mismatch,,,,,https://doi.org/10.1007/s00115-024-01647-z,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s00115_024_01647_z.json,,P2_retained_candidate,0,,"Acquire a replacement because the quarantined artifact belongs to a different document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/s00127-023-02448-6,Perceived risk of LSD varies with age and race: evidence from 2019 United States cross-sectional data,True,quarantined_no_active_artifact,"Acquire the main requested record and reject supplements, checklists, manuals, review forms, or unrelated documents.",manual_replace_wrong_or_ancillary_document,,Psychiatric Drug Development: Diagnosing a Crisis,identity_unverified | no_header_wrong_or_ancillary,,,,,https://doi.org/10.1007/s00127-023-02448-6,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s00127_023_02448_6.json,,P2_retained_candidate,0,,"Acquire the main requested record and reject supplements, checklists, manuals, review forms, or unrelated documents. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/s00204-025-04208-8,"Dimethyltryptamine and harmine, components of ayahuasca, prevented cocaine-induced apoptosis in SH-SY5Y human neuroblastoma cells",True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.1155/2014/878935,Dopamine Cytotoxicity Involves Both Oxidative and Nonoxidative Pathways in SH-SY5Y Cells: Potential Role of Alpha-Synuclein Overexpression and Proteasomal Inhibition in the Etiopathogenesis of Parkinson's Disease,identity_mismatch,,,,,https://doi.org/10.1007/s00204-025-04208-8,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s00204_025_04208_8.json,,P2_retained_candidate,0,,"Acquire a replacement because the quarantined artifact belongs to a different document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
