# Deterministic prescreen retained queue for mechanistic generated at 2026-05-18T02:28:36.685857+00:00
# doi,compound,target_or_disorder,optional_study_title,optional_study_year,optional_authors,optional_study_journal,optional_publication_type,optional_trial_registry_ids,optional_publication_date,optional_journal_issn,optional_journal_eissn,optional_publisher,optional_mesh_terms,optional_keywords,optional_funders,optional_grant_ids,optional_related_dois,optional_publication_relations,optional_is_retracted,optional_has_correction,optional_language,optional_semantic_scholar_id
10.1016/0014-2999(95)00303-3,,,Methylenedioxymethamphetamine induces opposite changes in central pre- and postsynaptic 5-HT1A receptors in rats,1995,Norberto Aguirre; JoséL. Galbete; Berta Lasheras; Joaquín Del Río,European Journal of Pharmacology,journal-article,,1995-07-01,0014-2999,1879-0712,Elsevier BV,"Animals | Dendrites / drug effects | Dendrites / metabolism | Dendrites / ultrastructure | Frontal Lobe / drug effects | Frontal Lobe / metabolism | Frontal Lobe / ultrastructure | Hydroxyindoleacetic Acid / metabolism | Male | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Raphe Nuclei / drug effects | Raphe Nuclei / metabolism | Raphe Nuclei / ultrastructure | Rats | Rats, Wistar | Receptors, Serotonin / drug effects | Receptors, Serotonin / metabolism | Serotonin / metabolism | Serotonin Agents / pharmacology | Synapses / drug effects | Synapses / metabolism | Synapses / ultrastructure | Time Factors",,,,,,,,eng,
10.1016/0014-2999(95)00795-4,,,"Effects of 7-nitroindazole, NG-nitro-l-arginine, and D-CPPene on harmaline-induced postural tremor, N-methyl-d-aspartate-induced seizures, and lisuride-induced rotations in rats with nigral 6-hydroxydopamine lesions",1996,Frank Eblen; Peter-Andreas Löschmann; Ullrich Wüllner; Lechoslaw Turski; Thomas Klockgether,European Journal of Pharmacology,journal-article,,1996-03-01,0014-2999,1879-0712,Elsevier BV,"Animals | Anticonvulsants / pharmacology | Behavior, Animal / drug effects | Brain / drug effects | Brain / metabolism | Cyclic GMP / biosynthesis | Dose-Response Relationship, Drug | Drug Interactions | Enzyme Inhibitors / pharmacology | Excitatory Amino Acid Antagonists / pharmacology | Harmaline | Hydroxydopamines | Indazoles / pharmacology | Lisuride | Locomotion / drug effects | Male | N-Methylaspartate | Nitric Oxide Synthase / antagonists & inhibitors | Nitroarginine / pharmacology | Piperazines / pharmacology | Rats | Receptors, N-Methyl-D-Aspartate / drug effects | Seizures / chemically induced | Seizures / prevention & control",,,,,,,,eng,
10.1016/0014-2999(96)00325-1,,,5-HT2A receptor antagonists inhibit potassium-stimulated γ-aminobutyric acid release in rat frontal cortex,1996,Nicholas V. Cozzi; David E. Nichols,European Journal of Pharmacology,journal-article,,1996-08-01,0014-2999,1879-0712,Elsevier BV,"Animals | Dose-Response Relationship, Drug | Frontal Lobe / drug effects | Ketanserin / pharmacology | Male | Potassium / pharmacology | Rats | Rats, Sprague-Dawley | Ritanserin / pharmacology | Serotonin Antagonists / pharmacology | gamma-Aminobutyric Acid / metabolism",,NIDA NIH HHS,DA 02189,,,,,eng,
10.1016/0014-2999(96)00454-2,,,"Inhibition of dopamine neuron firing by pramipexole, a dopamine D3 receptor-preferring agonist: comparison to other dopamine receptor agonists",1996,Montford F. Piercey; William E. Hoffmann; Martin W. Smith; Deborah K. Hyslop,European Journal of Pharmacology,journal-article,,1996-09-01,0014-2999,1879-0712,Elsevier BV,"Animals | Antiparkinson Agents / pharmacology | Benzothiazoles | Bromocriptine / pharmacology | CHO Cells | Cricetinae | Dopamine Agonists / pharmacology | Dose-Response Relationship, Drug | Male | Pramipexole | Rats | Rats, Sprague-Dawley | Receptors, Dopamine D2 / agonists | Receptors, Dopamine D3 | Substantia Nigra / drug effects | Substantia Nigra / physiology | Thiazoles / metabolism | Thiazoles / pharmacology",,,,,,,,eng,
10.1016/0014-4827(83)90410-x,,,Fractionation of chromosomes II. Use of hydrophobic affinity partition in aqueous two-phase system,1983,D BANDYOPADHYAY,Experimental Cell Research,journal-article,,1983-04-01,0014-4827,1090-2422,Elsevier BV,"Cell Fractionation / methods | Chemical Phenomena | Chemistry, Physical | Chromosomes, Human / ultrastructure | Dextrans | HeLa Cells | Humans | Metaphase | Polyethylene Glycols | Quaternary Ammonium Compounds | Surface Properties",,,,,,,,eng,
10.1016/0014-4886(90)90057-y,,,Domoic acid: A dementia-inducing excitotoxic food poison with kainic acid receptor specificity,1990,Gregory R. Stewart; Charles F. Zorumski; Madelon T. Price; John W. Olney,Experimental Neurology,journal-article,,1990-10-01,0014-4886,1090-2430,Elsevier BV,"Animals | Behavior, Animal | Brain / pathology | Chick Embryo | Dementia / chemically induced | Dementia / pathology | Dementia / physiopathology | Foodborne Diseases | Hippocampus / physiopathology | Kainic Acid / analogs & derivatives | Neuromuscular Depolarizing Agents | Neurotoxins | Rats | Rats, Inbred Strains | Kainic Acid Receptors | Receptors, Neurotransmitter / physiology | Retina / pathology",,NIMH NIH HHS | NIEHS NIH HHS,MH00630 | MH45493 | T32 ES07066,,,,,eng,
10.1016/0024-3205(90)90520-2,,,Protein kinase C translocation in human blood platelets,1990,Hoau-Yan Wang; Eitan Friedman,Life Sciences,journal-article,,1990-01-01,0024-3205,1879-0631,Elsevier BV,Blood Platelets / drug effects | Blood Platelets / enzymology | Cell Membrane / enzymology | Cytosol / enzymology | Humans | In Vitro Techniques | Ketanserin / pharmacology | Kinetics | Protein Kinase C / blood | Serotonin / pharmacology | Tetradecanoylphorbol Acetate / pharmacology | Thrombin / pharmacology,,NIA NIH HHS | NIMH NIH HHS,AG-07700 | MH 45166,,,,,eng,
10.1016/0028-3908(87)90250-4,,,The serotonin (5-HT) autoreceptor in the hippocampus of the rabbit: Role of 5-HT biophase concentration,1987,T.J. Feuerstein; A. Lupp; G. Hertting,Neuropharmacology,journal-article,,1987-08-01,0028-3908,1873-7064,Elsevier BV,"8-Hydroxy-2-(di-n-propylamino)tetralin | Animals | Dose-Response Relationship, Drug | Electric Stimulation | Hippocampus / metabolism | Mathematics | Metergoline / pharmacology | Methiothepin / pharmacology | Methoxydimethyltryptamines / metabolism | Methysergide / metabolism | Phentolamine / pharmacology | Pindolol / analogs & derivatives | Pindolol / metabolism | Quipazine / analogs & derivatives | Quipazine / pharmacology | Rabbits | Receptors, Serotonin / metabolism | Serotonin / administration & dosage | Serotonin / analogs & derivatives | Serotonin / metabolism | Tetrahydronaphthalenes / metabolism",,,,,,,,eng,
10.1016/0028-3908(90)90120-g,,,Diminished corticotropin and enhanced prolactin responses to 8-hydroxy-2(DI-n-propylamino)tetralin in methylenedioxymethamphetamine pretreated rats,1990,R.E. Poland,Neuropharmacology,journal-article,,1990-11-01,0028-3908,1873-7064,Elsevier BV,"3,4-Methylenedioxyamphetamine / analogs & derivatives | 3,4-Methylenedioxyamphetamine / pharmacology | 8-Hydroxy-2-(di-n-propylamino)tetralin | Adrenocorticotropic Hormone / blood | Adrenocorticotropic Hormone / metabolism | Animals | Drug Interactions | Male | N-Methyl-3,4-methylenedioxyamphetamine | Prolactin / blood | Prolactin / metabolism | Rats | Rats, Inbred Strains | Reference Values | Serotonin Antagonists / pharmacology | Tetrahydronaphthalenes / pharmacology",,NIMH NIH HHS | NCRR NIH HHS,MH 00534 | S07 RR05551,,,,,eng,
10.1016/0028-3908(93)90052-5,,,Effect of chronic treatments with tandospirone and imipramine on serotonin-mediated behavioral responses and monoamine receptors,1993,S WIELAND; C FISCHETTE; I LUCKI,Neuropharmacology,journal-article,,1993-06-01,0028-3908,1873-7064,Elsevier BV,"Analysis of Variance | Animals | Behavior, Animal / drug effects | Imipramine / pharmacology | Isoindoles | Male | Piperazines / pharmacology | Pyrimidines / pharmacology | Radioligand Assay | Rats | Rats, Sprague-Dawley | Receptors, Neurotransmitter / drug effects | Serotonin Receptor Agonists / pharmacology",,NIMH NIH HHS,MH 36262,,,,,eng,
10.1016/0028-3908(94)90098-1,,,Inhibition by 5-HT of forskolin-induced cAMP Formation in the renal opossum Epithelial cell line OK: Mediation by a 5-HT1B like receptor and antagonism by methiothepin,1994,P.J. Pauwels; C. Palmier,Neuropharmacology,journal-article,,1994-01-01,0028-3908,1873-7064,Elsevier BV,"Adrenergic alpha-2 Receptor Antagonists | Adrenergic beta-Antagonists / pharmacology | Animals | Caudate Nucleus / drug effects | Caudate Nucleus / metabolism | Cell Line | Cerebral Cortex / drug effects | Cerebral Cortex / metabolism | Colforsin / antagonists & inhibitors | Colforsin / pharmacology | Cyclic AMP / biosynthesis | Epithelial Cells | Epithelium / metabolism | Hippocampus / drug effects | Hippocampus / metabolism | In Vitro Techniques | Membranes / drug effects | Membranes / metabolism | Methiothepin / pharmacology | Opossums / metabolism | Rats | Receptors, Serotonin / drug effects | Serotonin / pharmacology | Serotonin Antagonists / pharmacology | Serotonin Receptor Agonists / pharmacology | Sheep",,,,,,,,eng,
10.1016/0091-3057(86)90042-0,,,TFMPP may produce its stimulus effects via a 5-HT1B mechanism,1986,J.D. McKenney; Richard A. Glennon,Pharmacology Biochemistry and Behavior,journal-article,,1986-01-01,0091-3057,1873-5177,Elsevier BV,"Animals | Binding Sites | Discrimination, Psychological / drug effects | Fenfluramine / pharmacology | Generalization, Stimulus / drug effects | Piperazines / pharmacology | Rats | Rats, Inbred Strains | Serotonin / physiology",,,,,,,,eng,
10.1016/0091-3057(87)90354-6,,,Effects of 5-HT receptor subtype-selective drugs on locomotor activity and motor habituation in the DHT adult rat model,1987,M.R. Pranzatelli; E. Jappay; S.R. Snodgrass,Pharmacology Biochemistry and Behavior,journal-article,,1987-07-01,0091-3057,1873-5177,Elsevier BV,"5,7-Dihydroxytryptamine | 5-Hydroxytryptophan / pharmacology | Animals | Habituation, Psychophysiologic / drug effects | Male | Motor Activity / drug effects | Piperidines / pharmacology | Rats | Rats, Inbred Strains | Receptors, Serotonin / drug effects | Receptors, Serotonin / physiology | Ritanserin | Serotonin / analogs & derivatives | Serotonin Antagonists / pharmacology",,,,,,,,eng,
10.1016/0091-3057(89)90524-8,,,Serotonergic modulation of the acoustic startle response in rats during preweaning development,1989,Larry P. Sheets; Larry L. Cook; Lawrence W. Reiter,Pharmacology Biochemistry and Behavior,journal-article,,1989-06-01,0091-3057,1873-5177,Elsevier BV,"8-Hydroxy-2-(di-n-propylamino)tetralin | Acoustic Stimulation | Age Factors | Animals | Animals, Suckling / physiology | Brain Chemistry | Cyproheptadine / pharmacology | Dopamine / pharmacology | Dose-Response Relationship, Drug | Female | Fenclonine / pharmacology | Ketanserin / pharmacology | Male | Methoxydimethyltryptamines / pharmacology | Norepinephrine / analysis | Piperazines / pharmacology | Rats | Reflex, Startle / drug effects | Reflex, Startle / physiology | Serotonin / analysis | Serotonin / physiology | Tetrahydronaphthalenes / pharmacology",,,,,,,,eng,
10.1016/0091-3057(90)90561-u,,,Stimulus properties of tiflucarbine: A novel antidepressant agent,1990,Richard A. Glennon; Jean De Vry; David G. Spencer; Thomas Glaser,Pharmacology Biochemistry and Behavior,journal-article,,1990-12-01,0091-3057,1873-5177,Elsevier BV,"DOM 2,5-Dimethoxy-4-Methylamphetamine / pharmacology | 8-Hydroxy-2-(di-n-propylamino)tetralin | Animals | Antidepressive Agents / pharmacology | Discrimination, Psychological / drug effects | Indoles / pharmacology | Male | Methoxydimethyltryptamines / pharmacology | Rats | Rats, Inbred Strains | Receptors, Serotonin / drug effects | Serotonin / physiology | Tetrahydronaphthalenes / pharmacology | Thiophenes / pharmacology",,,,,,,,eng,
10.1016/0091-3057(93)90120-i,,,"Chronic, combined treatment with desipramine and mianserin: Enhanced 5-HT1A receptor function and altered 5-HT1A/5-HT2 receptor interaction in rats",1993,Anders Lund; Norma Mjellem,Pharmacology Biochemistry and Behavior,journal-article,,1993-08-01,0091-3057,1873-5177,Elsevier BV,"8-Hydroxy-2-(di-n-propylamino)tetralin / pharmacokinetics | 8-Hydroxy-2-(di-n-propylamino)tetralin / pharmacology | Amphetamines / pharmacology | Animals | Behavior, Animal / drug effects | Body Temperature / drug effects | Body Weight / drug effects | Desipramine / blood | Desipramine / pharmacology | Drinking Behavior / drug effects | Hippocampus / drug effects | Hippocampus / metabolism | Male | Mianserin / blood | Mianserin / pharmacology | Prefrontal Cortex / drug effects | Prefrontal Cortex / metabolism | Rats | Rats, Sprague-Dawley | Reaction Time / drug effects | Receptors, Serotonin / drug effects | Receptors, Serotonin / metabolism | Serotonin Receptor Agonists / pharmacology | Spinal Cord / drug effects | Spinal Cord / metabolism",,,,,,,,eng,
10.1016/0091-3057(93)90363-x,,,5-HT and carbohydrate suppression: Effects of 5-HT antagonists on the action of d-fenfluramine and DOI,1993,C.L. Lawton; J.E. Blundell,Pharmacology Biochemistry and Behavior,journal-article,,1993-10-01,0091-3057,1873-5177,Elsevier BV,Amphetamines / antagonists & inhibitors | Amphetamines / pharmacology | Animal Feed | Animals | Diet | Dietary Carbohydrates | Eating / drug effects | Fenfluramine / antagonists & inhibitors | Fenfluramine / pharmacology | Male | Rats | Serotonin / physiology | Serotonin Antagonists / pharmacology | Serotonin Receptor Agonists / antagonists & inhibitors | Serotonin Receptor Agonists / pharmacology,,,,,,,,eng,
10.1016/0091-3057(94)90427-8,,,Serotonergic control of androgen-induced dominance,1994,Katherine R. Bonson; Robert G. Johnson; David Fiorella; Richard A. Rabin; J.C. Winter,Pharmacology Biochemistry and Behavior,journal-article,,1994-10-01,0091-3057,1873-5177,Elsevier BV,"Aggression / drug effects | Aggression / physiology | Androgens / pharmacology | Animals | Brain Chemistry / drug effects | Hydroxyindoleacetic Acid / metabolism | Male | Radioligand Assay | Rats | Rats, Inbred F344 | Receptors, Serotonin / drug effects | Receptors, Serotonin / physiology | Serotonin / metabolism | Serotonin / physiology | Serotonin Antagonists / pharmacology | Serotonin Receptor Agonists / pharmacology | Social Dominance | Testosterone / pharmacology",,NIDA NIH HHS | NIGMS NIH HHS,DA 03385 | GM 07145,,,,,eng,
10.1016/0166-4328(96)00065-4,,,Serotonergic functions in arousal and motor activity,1995,Mark A. Geyer,Behavioural Brain Research,journal-article,,1995-12-01,0166-4328,1872-7549,Elsevier BV,Animals | Arousal / physiology | Motor Activity / physiology | Serotonin / metabolism | Serotonin / physiology,,,,,,,,eng,
10.1016/0197-0186(85)90068-3,,,[125I]LSD binding to serotonin and dopamine receptors in bovine caudate membranes,1985,P.R. Hartig; M.J. Evans; A.M. Krohn; S.A. Leder; P.C. Sze; D.A. Stoffers,Neurochemistry International,journal-article,,1985-01-01,0197-0186,1872-9754,Elsevier BV,,,,,,,,,eng,
10.1016/0304-3940(89)90637-x,,,"The receptor antagonist, dextrorphan, prevents the neurotoxic effects of 3,4-methylenedioxymethamphetamine (MDMA) in rats",1989,Kevin T. Finnegan; John J. Skratt; Ian Irwin; James W. Langston,Neuroscience Letters,journal-article,,1989-11-01,0304-3940,1872-7972,Elsevier BV,"3,4-Methylenedioxyamphetamine / administration & dosage | 3,4-Methylenedioxyamphetamine / analogs & derivatives | 3,4-Methylenedioxyamphetamine / antagonists & inhibitors | 3,4-Methylenedioxyamphetamine / toxicity | Amphetamines / antagonists & inhibitors | Animals | Brain / drug effects | Brain / metabolism | Calcium / metabolism | Dextrorphan / pharmacology | Male | Morphinans / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine | Rats | Rats, Inbred Strains | Receptors, N-Methyl-D-Aspartate | Receptors, Neurotransmitter / antagonists & inhibitors | Receptors, Neurotransmitter / metabolism",,,,,,,,eng,
10.1016/0304-3940(89)90822-7,,,"Apparent hyperalgesic action of the 5-HT1A agonist, 8-OH-DPAT, in the rat reflects induction of spontaneous tail-flicks",1989,M.J. Millan; K. Bervoets; F.C. Colpaert,Neuroscience Letters,journal-article,,1989-12-01,0304-3940,1872-7972,Elsevier BV,"8-Hydroxy-2-(di-n-propylamino)tetralin | Animals | Dose-Response Relationship, Drug | Hot Temperature | Hyperalgesia / chemically induced | Hyperalgesia / metabolism | Hyperesthesia / chemically induced | Lisuride / pharmacology | Male | Methiothepin / pharmacology | Naphthalenes / pharmacology | Rats | Rats, Inbred Strains | Receptors, Serotonin / drug effects | Receptors, Serotonin / physiology | Tetrahydronaphthalenes / pharmacology",,,,,,,,eng,
10.1016/0304-3940(91)90447-2,,,Characterization of 5-hydroxytryptamine 1A-like binding sites in human ganglioneuroblastoma,1991,Michael R. Pranzatelli; Joanne Balletti,Neuroscience Letters,journal-article,,1991-10-01,0304-3940,1872-7972,Elsevier BV,"8-Hydroxy-2-(di-n-propylamino)tetralin | Animals | Binding Sites | Binding, Competitive | Cerebral Cortex / metabolism | Child, Preschool | Female | Ganglioneuroma / metabolism | Humans | Kinetics | Male | Rats | Receptors, Serotonin / analysis | Receptors, Serotonin / metabolism | Reference Values | Regression Analysis | Serotonin / metabolism | Tetrahydronaphthalenes / metabolism",,NINDS NIH HHS,NS01158,,,,,eng,
10.1016/0304-3940(94)90057-4,,,Effect of the R(−) and S(+) isomers of MDA and MDMA on phosphotidyl inositol turnover in cultured cells expressing 5-HT2A or 5-HT2C receptors,1994,J.Frank Nash; Bryan L Roth; Jesse D Brodkin; David E Nichols; Gary A Gudelsky,Neuroscience Letters,journal-article,,1994-08-01,0304-3940,1872-7972,Elsevier BV,"3,4-Methylenedioxyamphetamine / pharmacology | 3T3 Cells / drug effects | 3T3 Cells / metabolism | Animals | Cells, Cultured | Fibroblasts / drug effects | Fibroblasts / metabolism | Hydrolysis / drug effects | Mice | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Phosphatidylinositols / metabolism | Receptor, Serotonin, 5-HT2A | Receptor, Serotonin, 5-HT2C | Receptors, Serotonin / drug effects | Receptors, Serotonin / physiology | Stereoisomerism | Structure-Activity Relationship",,NIDA NIH HHS,DA 07427,,,,,eng,
10.1016/0304-3940(94)90662-9,,,Serotonin 1A-receptor activation suppresses respiratory apneusis in the cat,1994,Peter M. Lalley; Anna-Maria Bischoff; Diethelm W. Richter,Neuroscience Letters,journal-article,,1994-05-01,0304-3940,1872-7972,Elsevier BV,"8-Hydroxy-2-(di-n-propylamino)tetralin / administration & dosage | 8-Hydroxy-2-(di-n-propylamino)tetralin / pharmacology | Animals | Cats | Female | Hypoxia / physiopathology | Injections, Intraventricular | Ketamine / antagonists & inhibitors | Ketamine / pharmacology | Male | Membrane Potentials / drug effects | Pentobarbital / antagonists & inhibitors | Pentobarbital / pharmacology | Phrenic Nerve / drug effects | Phrenic Nerve / physiopathology | Receptors, Serotonin / drug effects | Receptors, Serotonin / metabolism | Respiratory Mechanics / drug effects | Synapses / drug effects",,,,,,,,eng,
10.1016/0306-3623(88)90062-6,,,The comparative pharmacology of the behavioral syndromes induced by TRH and by 5-HT in the rat,1988,M.R. Pranzatelli,General Pharmacology The Vascular System,journal-article,,1988-01-01,0306-3623,1879-0011,Elsevier BV,"5,7-Dihydroxytryptamine / pharmacology | 5-Hydroxytryptophan / pharmacology | 8-Hydroxy-2-(di-n-propylamino)tetralin | Animals | Anti-Anxiety Agents / pharmacology | Antidepressive Agents / pharmacology | Behavior, Animal / drug effects | Body Temperature / drug effects | Cisterna Magna | Injections | Male | Pyrimidines / pharmacology | Rats | Rats, Inbred Strains | Serotonin / pharmacology | Tetrahydronaphthalenes / pharmacology | Thiazolidines | Thyrotropin-Releasing Hormone / analogs & derivatives | Thyrotropin-Releasing Hormone / pharmacology",,,,,,,,eng,
10.1016/0306-4522(96)00135-2,,,Methylenedioxymethamphetamine-induced inhibition of neuronal firing in the nucleus accumbens is mediated by both serotonin and dopamine,1996,T Obradovic; K.M Imel; S.R White,Neuroscience,journal-article,,1996-07-01,0306-4522,1873-7544,Elsevier BV,"Animals | Dopamine / physiology | Fluoxetine / pharmacology | Male | Membrane Potentials / drug effects | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Nucleus Accumbens / drug effects | Rats | Rats, Sprague-Dawley | Serotonin / physiology",,NIDA NIH HHS,DA08116,,,,,eng,
10.1016/0361-9230(91)90185-m,,,Altered behavioral responses mediated by serotonin receptors in the genetically dystonic (dt) rat,1991,Scott Wieland; Irwin Lucki,Brain Research Bulletin,journal-article,,1991-01-01,0361-9230,1873-2747,Elsevier BV,"Animals | Disease Models, Animal | Dystonia / genetics | Dystonia / physiopathology | Female | Male | Movement / physiology | Phenotype | Rats | Rats, Mutant Strains | Receptors, Serotonin / physiology",,NIGMS NIH HHS | NIMH NIH HHS,GM 34781 | MH 14654 | MH 36262,,,,,eng,
10.1016/0969-8051(94)90081-7,,,Brain kinetics of (R)- and (S)-[N-methyl-11C]ketamine in the rhesus monkey studied by positron emission tomography (PET),1994,Per Hartvig; Johann Valtysson; Gunnar Antoni; Göran Westerberg; Bengt Långström; Enrica Ratti Moberg; Ivar Øye,Nuclear Medicine and Biology,journal-article,,1994-10-01,0969-8051,1872-9614,Elsevier BV,"Animals | Binding, Competitive | Brain / diagnostic imaging | Brain / metabolism | Carbon Radioisotopes / pharmacokinetics | Dizocilpine Maleate / pharmacology | Excitatory Amino Acid Antagonists / pharmacology | Female | Ketamine / analogs & derivatives | Ketamine / metabolism | Ketamine / pharmacokinetics | Macaca mulatta | Male | Radioligand Assay | Radionuclide Imaging | Radiopharmaceuticals / pharmacokinetics | Receptors, N-Methyl-D-Aspartate / metabolism | Stereoisomerism | Tissue Distribution",,,,,,,,eng,
10.1016/j.anai.2025.09.014,,,Basic mechanisms of itch and advances in clinical management,2025,Giulia Coscarella; Elise Edwards; Gil Yosipovitch,Annals of Allergy Asthma & Immunology,journal-article,,2025-10-04,1081-1206,1534-4436,Elsevier BV,Animals | Humans | Pruritus / diagnosis | Pruritus / etiology | Pruritus / immunology | Pruritus / therapy,,,,,,,,eng,
10.1016/j.autneu.2003.10.004,,,The development of the medullary serotonergic system in the piglet,2004,Mary M. Niblock; Hannah C. Kinney; Catherine J. Luce; Richard A. Belliveau; James J. Filiano,Autonomic Neuroscience,journal-article,,2004-02-01,1566-0702,1872-7484,Elsevier BV,"8-Hydroxy-2-(di-n-propylamino)tetralin / metabolism | 8-Hydroxy-2-(di-n-propylamino)tetralin / pharmacokinetics | Aging / metabolism | Animals | Animals, Newborn | Binding, Competitive / drug effects | Binding, Competitive / physiology | Blood Vessels / innervation | Cell Differentiation / physiology | Cell Size / physiology | Dendrites / metabolism | Dendrites / ultrastructure | Immunohistochemistry | Lysergic Acid Diethylamide / metabolism | Lysergic Acid Diethylamide / pharmacokinetics | Medulla Oblongata / cytology | Medulla Oblongata / growth & development | Medulla Oblongata / metabolism | Neurons / cytology | Neurons / metabolism | Radioligand Assay | Raphe Nuclei / cytology | Raphe Nuclei / growth & development | Raphe Nuclei / metabolism | Receptors, Serotonin, 5-HT1 / metabolism | Receptors, Serotonin, 5-HT2 / metabolism | Serotonin / metabolism | Sus scrofa / anatomy & histology | Sus scrofa / growth & development | Synaptic Transmission / physiology | Tryptophan Hydroxylase / metabolism",,PHS HHS | NICHD NIH HHS,P01-F139254 | P30-HD18655,,,,,eng,
10.1016/j.bbr.2007.06.026,,,"Stimulation of 5-HT1A, 5-HT1B, 5-HT2A/2C, 5-HT3 and 5-HT4 receptors or 5-HT uptake inhibition: Short- and long-term memory",2007,A MENESES,Behavioural Brain Research,journal-article,,2007-07-07,0166-4328,1872-7549,Elsevier BV,"Analysis of Variance | Animals | Behavior, Animal / drug effects | Dose-Response Relationship, Drug | Male | Memory / drug effects | Memory / physiology | Rats | Rats, Wistar | Receptors, Serotonin / classification | Receptors, Serotonin / physiology | Serotonin / metabolism | Serotonin Antagonists / pharmacology | Serotonin Receptor Agonists / pharmacology",,,,,,,,eng,
10.1016/j.bbr.2010.02.008,,,Role of serotonergic 5-HT1A and oxytocinergic receptors of the lateral septal area in sodium intake regulation,2010,Gabriela Maria Pavan de Arruda Camargo; Luiz Antônio de Arruda Camargo; Wilson Abrão Saad,Behavioural Brain Research,journal-article,,2010-02-09,0166-4328,1872-7549,Elsevier BV,"8-Hydroxy-2-(di-n-propylamino)tetralin / pharmacology | Analysis of Variance | Animals | Behavior, Animal / drug effects | Dose-Response Relationship, Drug | Injections, Intraventricular | Male | Motor Activity / drug effects | Neurons / drug effects | Neurons / metabolism | Rats | Rats, Sprague-Dawley | Receptor, Serotonin, 5-HT1A / metabolism | Receptors, Oxytocin / metabolism | Septal Nuclei / metabolism | Serotonin / pharmacology | Serotonin Agents / pharmacology | Sodium, Dietary / metabolism",,,,,,,,eng,
10.1016/j.bbr.2010.03.039,,,Prevention of ketamine-induced working memory impairments by AMPA potentiators in a nonhuman primate model of cognitive dysfunction,2010,Brooke M. Roberts; Daniel E. Holden; Christopher L. Shaffer; Patricia A. Seymour; Frank S. Menniti; Christopher J. Schmidt; Graham V. Williams; Stacy A. Castner,Behavioural Brain Research,journal-article,,2010-03-30,0166-4328,1872-7549,Elsevier BV,"Analysis of Variance | Animals | Animals, Newborn | Area Under Curve | Disease Models, Animal | Dose-Response Relationship, Drug | Drug Administration Schedule | Excitatory Amino Acid Agonists / chemistry | Excitatory Amino Acid Agonists / therapeutic use | Ketamine | Macaca fascicularis | Macaca mulatta | Memory Disorders / blood | Memory Disorders / chemically induced | Memory Disorders / prevention & control | Memory, Short-Term / drug effects | Motor Activity / drug effects | Neuropsychological Tests | Reaction Time / drug effects | Sulfonamides / blood | Sulfonamides / chemistry | Sulfonamides / therapeutic use | Thiophenes / pharmacology | Thiophenes / therapeutic use | Time Factors | alpha-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic Acid / metabolism",,,,,,,,eng,
10.1016/j.bbr.2010.07.010,,,On a possible dual role for the lateral septal area 5-HT1A receptor system in the regulation of water intake and urinary excretion,2010,Gabriela Maria Pavan de Arruda Camargo; Luiz Antônio de Arruda Camargo; Wilson Abrão Saad,Behavioural Brain Research,journal-article,,2010-07-17,0166-4328,1872-7549,Elsevier BV,"8-Hydroxy-2-(di-n-propylamino)tetralin / pharmacology | Analysis of Variance | Animals | Catheters, Indwelling | Drinking / drug effects | Drinking / physiology | Male | Rats | Rats, Sprague-Dawley | Receptor, Serotonin, 5-HT1A / physiology | Receptors, Oxytocin / antagonists & inhibitors | Receptors, Oxytocin / physiology | Septal Nuclei / drug effects | Septal Nuclei / physiology | Statistics, Nonparametric | Urination / drug effects | Urination / physiology",,,,,,,,eng,
10.1016/j.bbr.2014.04.021,,,Gpm6b deficiency impairs sensorimotor gating and modulates the behavioral response to a 5-HT2A/C receptor agonist,2014,Ekrem Dere; Daniela Winkler; Caroline Ritter; Anja Ronnenberg; Giulia Poggi; Julia Patzig; Manuela Gernert; Christian Müller; Klaus-Armin Nave; Hannelore Ehrenreich,Behavioural Brain Research,journal-article,,2014-04-22,0166-4328,1872-7549,Elsevier BV,"Animals | Anxiety / drug therapy | Behavior, Animal / drug effects | Brain / drug effects | Brain / metabolism | Female | Male | Membrane Glycoproteins / deficiency | Membrane Glycoproteins / metabolism | Mice, Knockout | Nerve Tissue Proteins / deficiency | Nerve Tissue Proteins / metabolism | Receptor, Serotonin, 5-HT2A / metabolism | Receptor, Serotonin, 5-HT2C / metabolism | Sensory Gating / physiology | Serotonin 5-HT2 Receptor Agonists / pharmacology | Serotonin Plasma Membrane Transport Proteins / metabolism",C57BL/6J | Glycoprotein M6B | Gpm6a | Prepulse inhibition | Proteolipid protein (PLP) | Serotonin transporter (SERT),,,,,,,eng,
