# triage-filtered queue generated at 2026-04-21T15:16:35.013578+00:00
# doi,compound,target_or_disorder,optional_study_title,optional_study_year,optional_authors
10.7554/eLife.104006,Psilocybin,5-HT2A,Psilocin fosters neuroplasticity in iPSC-derived human cortical neurons,2025,
10.7554/eLife.104006,Psilocin,5-HT2A,Psilocin fosters neuroplasticity in iPSC-derived human cortical neurons,2025,
10.7554/eLife.35082,LSD,5-HT2A,Changes in global and thalamic brain connectivity in LSD-induced altered states of consciousness are attributable to the 5-HT2A receptor.,2018,
10.7554/eLife.53664,Ketamine,NMDA receptor,A circuit mechanism for decision-making biases and NMDA receptor hypofunction,2020,
10.7554/eLife.69320,LSD,5-HT2A,Transcriptomics-informed large-scale cortical model captures topography of pharmacological neuroimaging effects of LSD,2021,
10.7554/eLife.97864,MDMA,SERT (SLC6A4),Mapping serotonergic dynamics using drug-modulated molecular connectivity in rats,2024,
10.7554/elife.104006.1,Psilocybin,5-HT2A,Psilocin fosters neuroplasticity in iPSC-derived human cortical neurons,2025,
10.7554/elife.35082.027,LSD,5-HT2A,Decision letter: Changes in global and thalamic brain connectivity in LSD-induced altered states of consciousness are attributable to the 5-HT2A receptor,2018,
10.7554/elife.35082.sa1,LSD,5-HT2A,Decision letter: Changes in global and thalamic brain connectivity in LSD-induced altered states of consciousness are attributable to the 5-HT2A receptor,2018,
10.7759/cureus.105219,S-ketamine,NMDA receptor,Evaluation of Current Evidence on the Efficacy of Esketamine in Treating Substance-Use Disorders in Patients With Treatment-Resistant Depression (TRD): A Narrative Review,2026,
10.7759/cureus.15070,MDMA,NET (SLC6A2),"The Efficacy of MDMA (3,4-Methylenedioxymethamphetamine) for Post-traumatic Stress Disorder in Humans: A Systematic Review and Meta-Analysis",2021,
10.7759/cureus.25414,Psilocin,5-HT2A,Unraveling the Mysteries of Mental Illness With Psilocybin,2022,
10.7759/cureus.37833,S-ketamine,NMDA receptor,Clinical Effectiveness of N-Methyl-D-Aspartate (NMDA) Receptor Antagonists in Adult Obsessive-Compulsive Disorder (OCD) Treatment: A Systematic Review,2023,
10.7759/cureus.83244,Ketamine,NMDA receptor,Neuropharmacology of Ketamine and Its Use in the Treatment of Major Depressive Disorder: A Review,2025,
10.7759/cureus.90425,Psilocybin,5-HT2A,"Exploring the Therapeutic Potential of Ketamine and Psilocybin in Comparison to Current Treatment Regimens for Treatment-Resistant Depression, Mood Disorders, and Post-traumatic Stress Disorder in the Pediatric Population: A Narrative Review",2025,
10.7759/cureus.9536,LSD,5-HT2A,Neuropsychiatric Effects of Antiviral Drugs,2020,
10.7759/cureus.99619,S-ketamine,NMDA receptor,The Role of Esketamine in Reducing Propofol-Related Adverse Events During Gastrointestinal Endoscopy: A Systematic Review and Meta-Analysis,2025,
10.9734/indj/2023/v19i1362,Ketamine,DAT (SLC6A3),Review of Experimental Models of Schizophrenia,2023,
10.9758/cpn.2014.12.1.72,Ketamine,NMDA receptor,The R-Stereoisomer of Ketamine as an Alternative for Ketamine for Treatment-resistant Major Depression,2014,
10.9758/cpn.22.1034,S-ketamine,NMDA receptor,The Role of Glutamate Underlying Treatment-resistant Depression,2023,
10.9758/cpn.22.1034,R-ketamine,NMDA receptor,The Role of Glutamate Underlying Treatment-resistant Depression,2023,
10.9758/cpn.25.1349,S-ketamine,NMDA receptor,Rapid-acting NMDA and GABAergic Modulators in Mood Disorders: From Synaptic Mechanisms to Clinical Practice,2025,
10.1002/1097-4547(20000915)61:6<674::AID-JNR11>3.0.CO;2-F,DOI,5-HT2A,In vitro autoradiography of serotonin 5-HT2A/2C receptor-activated G protein: Guanosine-5?-(?-[35S]thio)triphosphate binding in rat brain,2000,
10.1002/dta.1686,LSD,NET (SLC6A2),The new drug phenomenon,2014,
10.1002/dta.1686,Psilocybin,NET (SLC6A2),The new drug phenomenon,2014,
10.1002/dta.1686,MDMA,NET (SLC6A2),The new drug phenomenon,2014,
10.1002/dta.1686,Ketamine,NET (SLC6A2),The new drug phenomenon,2014,
10.1002/dta.1686,S-ketamine,NET (SLC6A2),The new drug phenomenon,2014,
10.1002/dta.1686,R-ketamine,NET (SLC6A2),The new drug phenomenon,2014,
10.1002/dta.1686,DOM,NET (SLC6A2),The new drug phenomenon,2014,
10.1002/hup.2835,DMT,Sigma-1 receptor (SIGMAR1),"N,N‐dimethyltryptamine and Amazonian ayahuasca plant medicine",2022,
10.1002/hup.2835,Ayahuasca,Sigma-1 receptor (SIGMAR1),"N,N‐dimethyltryptamine and Amazonian ayahuasca plant medicine",2022,
10.1002/jcph.1917,LSD,NMDA receptor,Pharmacologic Similarities and Differences Among Hallucinogens,2021,
10.1002/jcph.1917,Psilocybin,NMDA receptor,Pharmacologic Similarities and Differences Among Hallucinogens,2021,
10.1002/jcph.1917,DMT,NMDA receptor,Pharmacologic Similarities and Differences Among Hallucinogens,2021,
10.1002/jnr.22367,MDMA,TAAR1,"Normal thermoregulatory responses to 3‐iodothyronamine, trace amines and amphetamine‐like psychostimulants in trace amine associated receptor 1 knockout mice",2010,
10.1002/jnr.22367,MDMA,DAT (SLC6A3),"Normal thermoregulatory responses to 3‐iodothyronamine, trace amines and amphetamine‐like psychostimulants in trace amine associated receptor 1 knockout mice",2010,
10.1002/mdc3.12369,2C-E,DAT (SLC6A3),Comment on: Dopamine Transporter (DaT) Scan Utilization in a Movement Disorder Center,2016,
10.1002/npr2.12161,5-MeO-DiPT,5-HT1A,Dual actions of 5‐MeO‐DIPT at the serotonin transporter and serotonin 5‐HT<sub>1A</sub> receptor in the mouse striatum and prefrontal cortex,2021,
10.1002/npr2.12161,5-MeO-DiPT,SERT (SLC6A4),Dual actions of 5‐MeO‐DIPT at the serotonin transporter and serotonin 5‐HT<sub>1A</sub> receptor in the mouse striatum and prefrontal cortex,2021,
10.1002/npr2.12161,DiPT,5-HT1A,Dual actions of 5‐MeO‐DIPT at the serotonin transporter and serotonin 5‐HT<sub>1A</sub> receptor in the mouse striatum and prefrontal cortex,2021,
10.1002/npr2.12161,DiPT,SERT (SLC6A4),Dual actions of 5‐MeO‐DIPT at the serotonin transporter and serotonin 5‐HT<sub>1A</sub> receptor in the mouse striatum and prefrontal cortex,2021,
10.1002/prot.70055,Bromo-DragonFLY,5-HT2A,In Silico Characterization of Bromo‐ <scp>DragonFLY</scp> Binding to the 5‐ <scp> HT <sub>2A</sub> </scp> Receptor: Molecular Insights Into a Potent Designer Psychedelic,2025,
10.1002/wmts.10,DOI,5-HT1A,Differential regulation of serotonin transporter cell surface expression,2012,
10.1002/wmts.10,DOI,5-HT1B,Differential regulation of serotonin transporter cell surface expression,2012,
10.1002/wmts.10,DOI,SERT (SLC6A4),Differential regulation of serotonin transporter cell surface expression,2012,
10.1007/978-3-0348-7259-1_22,DOI,5-HT1A,5-HT1D and 5-HT4 Receptor Agonists Stimulate the Peristaltic Reflex in the Isolated Guinea Pig Ileum,1991,
10.1007/978-3-0348-7259-1_22,DOI,5-HT1D,5-HT1D and 5-HT4 Receptor Agonists Stimulate the Peristaltic Reflex in the Isolated Guinea Pig Ileum,1991,
10.1007/s00204-021-03024-0,Ketamine,NMDA receptor,A human stem cell-derived test system for agents modifying neuronal N-methyl-d-aspartate-type glutamate receptor Ca2+-signalling,2021,
10.1007/s00204-021-03024-0,Ketamine,AMPA receptor,A human stem cell-derived test system for agents modifying neuronal N-methyl-d-aspartate-type glutamate receptor Ca2+-signalling,2021,
10.1007/s00204-021-03024-0,S-ketamine,NMDA receptor,A human stem cell-derived test system for agents modifying neuronal N-methyl-d-aspartate-type glutamate receptor Ca2+-signalling,2021,
10.1007/s00204-021-03024-0,S-ketamine,AMPA receptor,A human stem cell-derived test system for agents modifying neuronal N-methyl-d-aspartate-type glutamate receptor Ca2+-signalling,2021,
10.1007/s00204-021-03024-0,R-ketamine,NMDA receptor,A human stem cell-derived test system for agents modifying neuronal N-methyl-d-aspartate-type glutamate receptor Ca2+-signalling,2021,
10.1007/s00204-021-03024-0,R-ketamine,AMPA receptor,A human stem cell-derived test system for agents modifying neuronal N-methyl-d-aspartate-type glutamate receptor Ca2+-signalling,2021,
10.1007/s00210-025-04631-9,DOM,D2 receptor (DRD2),Linalool exerts antiemetic effects via dopaminergic and serotonergic pathways: Evidence from chick model and molecular docking,2025,
10.1007/s00213-005-0068-6,LSD,5-HT1A,The 5-HT1A receptor and the stimulus effects of LSD in the rat,2005,
10.1007/s00213-016-4225-x,MDMA,5-HT1A,"Repeated administration of the 5-HT1B/1A agonist, RU 24969, facilitates the acquisition of MDMA self-administration: role of 5-HT1A and 5-HT1B receptor mechanisms",2016,
10.1007/s00213-016-4225-x,MDMA,5-HT1B,"Repeated administration of the 5-HT1B/1A agonist, RU 24969, facilitates the acquisition of MDMA self-administration: role of 5-HT1A and 5-HT1B receptor mechanisms",2016,
10.1007/s00213-022-06104-w,Ayahuasca,5-HT2A,Role of 5-HT2A receptors in the effects of ayahuasca on ethanol self-administration using a two-bottle choice paradigm in male mice,2022,
10.1007/s11419-017-0357-x,2C-I,5-HT2A,25I-NBOH: a new potent serotonin 5-HT2A receptor agonist identified in blotter paper seizures in Brazil,2017,
10.1007/s40263-024-01114-y,S-ketamine,NMDA receptor,Glutamatergic Modulators for Major Depression from Theory to Clinical Use,2024,
10.1007/s43440-023-00550-9,LSD,NMDA receptor,The possible place for psychedelics in pharmacotherapy of mental disorders,2023,
10.1007/s43440-023-00550-9,Psilocybin,NMDA receptor,The possible place for psychedelics in pharmacotherapy of mental disorders,2023,
10.1007/s43440-023-00550-9,DMT,NMDA receptor,The possible place for psychedelics in pharmacotherapy of mental disorders,2023,
10.1007/s43440-023-00550-9,5-MeO-DMT,NMDA receptor,The possible place for psychedelics in pharmacotherapy of mental disorders,2023,
10.1007/s43440-023-00550-9,Ketamine,NMDA receptor,The possible place for psychedelics in pharmacotherapy of mental disorders,2023,
10.1007/s43440-023-00550-9,S-ketamine,NMDA receptor,The possible place for psychedelics in pharmacotherapy of mental disorders,2023,
10.1007/s43440-023-00550-9,R-ketamine,NMDA receptor,The possible place for psychedelics in pharmacotherapy of mental disorders,2023,
10.1007/s43440-024-00679-1,LSD,5-HT2A,Assessing the effects of 5-HT2A and 5-HT5A receptor antagonists on DOI-induced head-twitch response in male rats using marker-less deep learning algorithms,2024,
10.1007/s43440-024-00679-1,LSD,5-HT5A,Assessing the effects of 5-HT2A and 5-HT5A receptor antagonists on DOI-induced head-twitch response in male rats using marker-less deep learning algorithms,2024,
10.1007/s43440-024-00679-1,DOI,5-HT2A,Assessing the effects of 5-HT2A and 5-HT5A receptor antagonists on DOI-induced head-twitch response in male rats using marker-less deep learning algorithms,2024,
10.1007/s43440-024-00679-1,DOI,5-HT5A,Assessing the effects of 5-HT2A and 5-HT5A receptor antagonists on DOI-induced head-twitch response in male rats using marker-less deep learning algorithms,2024,
10.1016/0006-8993(95)00865-n,DOI,5-HT2A,"DOI, a 5-HT2A/2C receptor agonist, potentiates amphetamine-induced dopamine release in rat striatum",1995,
10.1016/0006-8993(96)00991-2,DOI,5-HT2A,"Effects of 8-OH-DPAT, a 5-HT1A receptor agonist, and DOI, a 5-HT2A/2C agonist, on monosynaptic transmission in spinalized rats",1996,
10.1016/0006-8993(96)00991-2,DOI,5-HT1A,"Effects of 8-OH-DPAT, a 5-HT1A receptor agonist, and DOI, a 5-HT2A/2C agonist, on monosynaptic transmission in spinalized rats",1996,
10.1016/0893-133x(94)00127-l,DOI,5-HT2A,"Lack of Cross-Tolerance for Hypophagia Induced by DOI versus m-CPP Suggests Separate Mediation by 5-HT2A and 5-HT2C Receptors, Respectively",1995,
10.1016/0893-133x(94)00127-l,DOI,5-HT2C,"Lack of Cross-Tolerance for Hypophagia Induced by DOI versus m-CPP Suggests Separate Mediation by 5-HT2A and 5-HT2C Receptors, Respectively",1995,
10.1016/j.amjhyper.2004.03.203,DOI,Beta1 adrenergic receptor (ADRB1),Beta-adrenergic control of human heart rate variability (HRV): prediction by multiple single nucleotide polymorphisms (SNSP) at the beta-2 (ADRB2) though not the beta-1 (ADRB1) adrenergic receptor genetic loci,2004,
10.1016/j.amjhyper.2004.03.203,DOI,Beta2 adrenergic receptor (ADRB2),Beta-adrenergic control of human heart rate variability (HRV): prediction by multiple single nucleotide polymorphisms (SNSP) at the beta-2 (ADRB2) though not the beta-1 (ADRB1) adrenergic receptor genetic loci,2004,
10.1016/j.bbr.2015.08.018,LSD,SERT (SLC6A4),Effects of LSD on grooming behavior in serotonin transporter heterozygous (Sert) mice,2015,
10.1016/j.bbrc.2020.08.022,DOI,5-HT2A,Differential signaling signatures evoked by DOI versus lisuride stimulation of the 5-HT2A receptor,2020,
10.1016/j.bbrc.2020.08.022,Lisuride,5-HT2A,Differential signaling signatures evoked by DOI versus lisuride stimulation of the 5-HT2A receptor,2020,
10.1016/j.bcp.2018.03.032,Ketamine,AMPA receptor,Ketamine and ketamine metabolites as novel estrogen receptor ligands: Induction of cytochrome P450 and AMPA glutamate receptor gene expression,2018,
10.1016/j.bcp.2018.03.032,S-ketamine,AMPA receptor,Ketamine and ketamine metabolites as novel estrogen receptor ligands: Induction of cytochrome P450 and AMPA glutamate receptor gene expression,2018,
10.1016/j.bcp.2018.03.032,R-ketamine,AMPA receptor,Ketamine and ketamine metabolites as novel estrogen receptor ligands: Induction of cytochrome P450 and AMPA glutamate receptor gene expression,2018,
10.1016/j.biopha.2018.11.096,MDA,NMDA receptor,Ivabradine possesses anticonvulsant and neuroprotective action in mice,2018,
10.1016/j.biopsych.2018.05.007,Ketamine,AMPA receptor,AMPA Receptor Activation–Independent Antidepressant Actions of Ketamine Metabolite (S)-Norketamine,2018,
10.1016/j.biopsych.2018.05.007,S-ketamine,AMPA receptor,AMPA Receptor Activation–Independent Antidepressant Actions of Ketamine Metabolite (S)-Norketamine,2018,
10.1016/j.biopsych.2018.05.007,R-ketamine,AMPA receptor,AMPA Receptor Activation–Independent Antidepressant Actions of Ketamine Metabolite (S)-Norketamine,2018,
10.1016/j.biopsych.2022.12.019,Ketamine,mu opioid receptor (OPRM1),Mu Opioid Receptor Activation Mediates (S)-ketamine Reinforcement in Rats: Implications for Abuse Liability,2022,
10.1016/j.biopsych.2022.12.019,S-ketamine,mu opioid receptor (OPRM1),Mu Opioid Receptor Activation Mediates (S)-ketamine Reinforcement in Rats: Implications for Abuse Liability,2022,
10.1016/j.biopsych.2022.12.019,R-ketamine,mu opioid receptor (OPRM1),Mu Opioid Receptor Activation Mediates (S)-ketamine Reinforcement in Rats: Implications for Abuse Liability,2022,
10.1016/j.bmcl.2005.06.104,Psilocybin,5-HT2C,SAR of psilocybin analogs: Discovery of a selective 5-HT2C agonist,2005,
10.1016/j.brainres.2005.01.045,MDMA,SERT (SLC6A4),"3,4-Methylenedioxymethamphetamine administration on postnatal day 11 in rats increases pituitary–adrenal output and reduces striatal and hippocampal serotonin without altering SERT activity",2005,
10.1016/j.celrep.2018.05.022,Ketamine,5-HT2A,Psychedelics Promote Structural and Functional Neural Plasticity,2018,
10.1016/j.celrep.2018.05.022,S-ketamine,5-HT2A,Psychedelics Promote Structural and Functional Neural Plasticity,2018,
10.1016/j.celrep.2018.05.022,R-ketamine,5-HT2A,Psychedelics Promote Structural and Functional Neural Plasticity,2018,
10.1016/j.celrep.2024.114505,LSD,TAAR1,The versatile binding landscape of the TAAR1 pocket for LSD and other antipsychotic drug molecules,2024,
10.1016/j.clpt.2003.11.049,DOI,Alpha2C adrenergic receptor (ADRA2C),Effect of alpha-2C adrenergic receptor (ADRA2C) 322-325 deletion polymorphism on blood pressure response to dietary sodium in African-Americans (AA),2004,
10.1016/j.clpt.2003.11.207,DOI,Alpha2C adrenergic receptor (ADRA2C),Alpha-2C adrenergic receptor (ADRA2C) 322-325 deletion polymorphism and in vivo vascular sensitivity,2004,
10.1016/j.clpt.2003.11.232,DOI,Beta1 adrenergic receptor (ADRB1),Beta1-adrenergic receptor polymorphisms and hypertension,2004,
10.1016/j.clpt.2003.11.363,DOI,Alpha2B adrenergic receptor (ADRA2B),Alpha-2B adrenergic receptor (ADRA2B) 301-303 deletion polymorphism and vascular desensitization in vivo,2004,
10.1016/j.clpt.2004.11.095,DOI,Alpha2B adrenergic receptor (ADRA2B),Sequence analysis of the ?-ADRENERGIC receptor (ADRA2B) gene and in-vivo functional effects of novel variants,2005,
10.1016/j.cont.2023.100969,DOI,5-HT2A,5-HT2A/2C RECEPTOR AGONIST(DOI) IMPROVES VOIDING DYSFUNCTION OF RATS WITH NEUROGENIC UNDERACTIVE BLADDER,2023,
10.1016/j.ejphar.2006.09.027,DOI,5-HT2A,"Effects of the serotonin 5-HT2A/2C receptor agonist DOI and of the selective 5-HT2A or 5-HT2C receptor antagonists EMD 281014 and SB-243213, respectively, on sleep and waking in the rat",2006,
10.1016/j.ejphar.2006.09.027,DOI,5-HT2C,"Effects of the serotonin 5-HT2A/2C receptor agonist DOI and of the selective 5-HT2A or 5-HT2C receptor antagonists EMD 281014 and SB-243213, respectively, on sleep and waking in the rat",2006,
10.1016/j.ejphar.2025.178170,DOM,5-HT2A,"2,5-Dimethoxy-4-methylamphetamine (DOM)-induced gait alterations in mice: Dissecting the role of 5-HT2A/2C receptor-mediated mechanisms",2025,
10.1016/j.etdah.2023.100109,LSD,5-HT2A,Differential in Vitro Activation Profiles for Psychedelic versus Non-psychedelic Ergolines at the 5-HT2A Receptor,2024,
10.1016/j.etdah.2023.100109,Psilocybin,5-HT2A,Differential in Vitro Activation Profiles for Psychedelic versus Non-psychedelic Ergolines at the 5-HT2A Receptor,2024,
10.1016/j.etdah.2023.100109,Psilocin,5-HT2A,Differential in Vitro Activation Profiles for Psychedelic versus Non-psychedelic Ergolines at the 5-HT2A Receptor,2024,
10.1016/j.etdah.2023.100109,Mescaline,5-HT2A,Differential in Vitro Activation Profiles for Psychedelic versus Non-psychedelic Ergolines at the 5-HT2A Receptor,2024,
10.1016/j.etdah.2023.100109,AL-LAD,5-HT2A,Differential in Vitro Activation Profiles for Psychedelic versus Non-psychedelic Ergolines at the 5-HT2A Receptor,2024,
10.1016/j.etdah.2023.100109,Lisuride,5-HT2A,Differential in Vitro Activation Profiles for Psychedelic versus Non-psychedelic Ergolines at the 5-HT2A Receptor,2024,
10.1016/j.euroneuro.2016.03.012,Ayahuasca,5-HT2A,Inhibition of alpha oscillations through serotonin-2A receptor activation underlies the visual effects of ayahuasca in humans,2016,
10.1016/j.euroneuro.2019.09.754,Ketamine,DAT (SLC6A3),"P.713 Enantiomers of deschloroketamine, a novel ketamine analogue, inhibit dopamine transporter (DAT) expressed in rat striatum",2019,
10.1016/j.euroneuro.2019.09.754,S-ketamine,DAT (SLC6A3),"P.713 Enantiomers of deschloroketamine, a novel ketamine analogue, inhibit dopamine transporter (DAT) expressed in rat striatum",2019,
10.1016/j.euroneuro.2019.09.754,R-ketamine,DAT (SLC6A3),"P.713 Enantiomers of deschloroketamine, a novel ketamine analogue, inhibit dopamine transporter (DAT) expressed in rat striatum",2019,
10.1016/j.euroneuro.2019.10.013,DOI,5-HT2A,Serotonin 5-HT2A receptor expression and functionality in postmortem frontal cortex of subjects with schizophrenia: Selective biased agonism via Gαi1-proteins,2019,
10.1016/j.euroneuro.2020.02.001,Psilocybin,5-HT2A,"A single psilocybin dose is associated with long-term increased mindfulness, preceded by a proportional change in neocortical 5-HT2A receptor binding",2020,
10.1016/j.euroneuro.2022.03.006,MDMA,TAAR1,"Pharmacological characterization of 3,4-methylenedioxyamphetamine (MDA) analogs and two amphetamine-based compounds: ,α-DEPEA and DPIA",2022,
10.1016/j.euroneuro.2022.03.006,MDMA,NET (SLC6A2),"Pharmacological characterization of 3,4-methylenedioxyamphetamine (MDA) analogs and two amphetamine-based compounds: ,α-DEPEA and DPIA",2022,
10.1016/j.euroneuro.2022.03.006,MDA,TAAR1,"Pharmacological characterization of 3,4-methylenedioxyamphetamine (MDA) analogs and two amphetamine-based compounds: ,α-DEPEA and DPIA",2022,
10.1016/j.euroneuro.2022.03.006,MDA,NET (SLC6A2),"Pharmacological characterization of 3,4-methylenedioxyamphetamine (MDA) analogs and two amphetamine-based compounds: ,α-DEPEA and DPIA",2022,
10.1016/j.jphs.2015.02.006,LSD,5-HT5A,Novel 5-HT5A receptor antagonists ameliorate scopolamine-induced working memory deficit in mice and reference memory impairment in aged rats,2015,
10.1016/j.jveb.2015.03.009,Ketamine,5-HT2A,Effect of ketamine on the regional cerebral blood flow and binding index of the 5-HT2A receptor radioligand 123I-R91150 in the canine brain,2015,
10.1016/j.jveb.2015.03.009,S-ketamine,5-HT2A,Effect of ketamine on the regional cerebral blood flow and binding index of the 5-HT2A receptor radioligand 123I-R91150 in the canine brain,2015,
10.1016/j.jveb.2015.03.009,R-ketamine,5-HT2A,Effect of ketamine on the regional cerebral blood flow and binding index of the 5-HT2A receptor radioligand 123I-R91150 in the canine brain,2015,
10.1016/j.nbd.2011.01.033,MDMA,D2 receptor (DRD2),Dopamine D2-receptor knockout mice are protected against dopaminergic neurotoxicity induced by methamphetamine or MDMA,2011,
10.1016/j.neuro.2007.07.002,MDMA,SERT (SLC6A4),Repeated intermittent MDMA binges reduce DAT density in mice and SERT density in rats in reward regions of the adolescent brain,2007,
10.1016/j.neuron.2024.07.003,LSD,D1 receptor (DRD1),Structural basis of psychedelic LSD recognition at dopamine D1 receptor,2024,
10.1016/j.neuropharm.2016.01.035,Ketamine,5-HT5A,The effects of a 5-HT5A receptor antagonist in a ketamine-based rat model of cognitive dysfunction and the negative symptoms of schizophrenia,2016,
10.1016/j.neuropharm.2016.01.035,S-ketamine,5-HT5A,The effects of a 5-HT5A receptor antagonist in a ketamine-based rat model of cognitive dysfunction and the negative symptoms of schizophrenia,2016,
10.1016/j.neuropharm.2016.01.035,R-ketamine,5-HT5A,The effects of a 5-HT5A receptor antagonist in a ketamine-based rat model of cognitive dysfunction and the negative symptoms of schizophrenia,2016,
10.1016/j.neuropharm.2018.10.039,Ketamine,AMPA receptor,S-ketamine reduces marble burying behaviour: Involvement of ventromedial orbitofrontal cortex and AMPA receptors,2018,
10.1016/j.neuropharm.2018.10.039,S-ketamine,AMPA receptor,S-ketamine reduces marble burying behaviour: Involvement of ventromedial orbitofrontal cortex and AMPA receptors,2018,
10.1016/j.neuropharm.2018.10.039,R-ketamine,AMPA receptor,S-ketamine reduces marble burying behaviour: Involvement of ventromedial orbitofrontal cortex and AMPA receptors,2018,
10.1016/j.neuropharm.2019.107838,DOI,5-HT2A,The 5-hydroxytryptamine 2A receptor agonists DOI and 25CN-NBOH decrease marble burying and reverse 8-OH-DPAT-induced deficit in spontaneous alternation,2019,
10.1016/j.neuropharm.2022.109308,Ketamine,AMPA receptor,Role of the AMPA receptor in antidepressant effects of ketamine and potential of AMPA receptor potentiators as a novel antidepressant,2022,
10.1016/j.neuropharm.2022.109308,S-ketamine,AMPA receptor,Role of the AMPA receptor in antidepressant effects of ketamine and potential of AMPA receptor potentiators as a novel antidepressant,2022,
10.1016/j.neuropharm.2022.109308,R-ketamine,AMPA receptor,Role of the AMPA receptor in antidepressant effects of ketamine and potential of AMPA receptor potentiators as a novel antidepressant,2022,
10.1016/j.neuroscience.2018.02.037,MDMA,DAT (SLC6A3),"3,4-Methylenedioxymethamphetamine (MDMA) Alters Synaptic Dopamine Release in the Dorsal Striatum Through Nicotinic Receptors and DAT Inhibition",2018,
10.1016/j.neurot.2025.e00786,Ketamine,AMPA receptor,Ascorbic acid enhances antidepressant-like efficacy of esketamine: Hippocampal TARP-γ8-containing AMPA receptors mediate synaptic modulation,2025,
10.1016/j.neurot.2025.e00786,S-ketamine,AMPA receptor,Ascorbic acid enhances antidepressant-like efficacy of esketamine: Hippocampal TARP-γ8-containing AMPA receptors mediate synaptic modulation,2025,
10.1016/j.neurot.2025.e00786,R-ketamine,AMPA receptor,Ascorbic acid enhances antidepressant-like efficacy of esketamine: Hippocampal TARP-γ8-containing AMPA receptors mediate synaptic modulation,2025,
10.1016/j.pbb.2005.05.011,DOM,5-HT2A,"Effects of clozapine and 2,5-dimethoxy-4-methylamphetamine [DOM] on 5-HT2A receptor expression in discrete brain areas",2005,
10.1016/j.pbb.2007.09.006,LSD,SERT (SLC6A4),Marked decrease of LSD-induced stimulus control in serotonin transporter knockout mice,2007,
10.1016/j.pbb.2007.09.007,DPT,5-HT2A,"Hallucinogen-like effects of N,N-dipropyltryptamine (DPT): Possible mediation by serotonin 5-HT1A and 5-HT2A receptors in rodents",2007,
10.1016/j.pbb.2007.09.007,DPT,5-HT1A,"Hallucinogen-like effects of N,N-dipropyltryptamine (DPT): Possible mediation by serotonin 5-HT1A and 5-HT2A receptors in rodents",2007,
10.1016/j.pbb.2016.07.001,DOI,Sigma-1 receptor (SIGMAR1),The effect of the sigma-1 receptor selective compound LS-1-137 on the DOI-induced head twitch response in mice,2016,
10.1016/j.pnpbp.2007.07.009,DOI,AMPA receptor,AMPA receptor involvement in 5-hydroxytryptamine2A receptor-mediated pre-frontal cortical excitatory synaptic currents and DOI-induced head shakes,2007,
10.1016/j.pnpbp.2013.07.013,MDMA,CB1 receptor (CNR1),Assessment of the abuse potential of MDMA in the conditioned place preference paradigm: Role of CB1 receptors,2013,
10.1016/s0006-8993(01)02596-3,DOI,5-HT2A,"DOI, a 5-HT2A/2C receptor agonist, attenuates clozapine-induced cortical dopamine release",2001,
10.1016/s0006-8993(03)02516-2,DOI,5-HT2A,"5-HT2A receptor stimulation by DOI, a 5-HT2A/2C receptor agonist, potentiates amphetamine-induced dopamine release in rat medial prefrontal cortex and nucleus accumbens",2003,
10.1016/s0009-9236(03)90361-4,DOI,Alpha1A adrenergic receptor (ADRA1A),A search for the genomic basis for inter‐individual variability in alpha1a‐adrenergic receptor response,2003,
10.1016/s0009-9236(03)90364-x,DOI,Alpha2B adrenergic receptor (ADRA2B),Effect of alpha2b adrenergic receptor 301–303 deletion polymorphism on blood pressure response to dietary sodium,2003,
10.1016/s0009-9236(03)90401-2,DOI,Alpha2B adrenergic receptor (ADRA2B),A 9‐base pair deletion polymorphism in the alpha<sub>2B</sub>‐adrenergic receptor gene (ADRA2B) is not associated with pre‐eclampsia or pre‐term labor,2003,
10.1016/s0009-9236(03)90402-4,DOI,Alpha2B adrenergic receptor (ADRA2B),Ethnic variability in the frequency of alpha<sub>2B</sub>‐adrenergic receptor gene (ADRA2B) polymorphism,2003,
10.1016/s0009-9236(03)90713-2,DOI,Beta1 adrenergic receptor (ADRB1),Identification of a new beta1‐adrenergic receptor variant VAL5ALA more frequent in African‐Americans,2003,
10.1016/s0022-5347(05)61073-7,DOI,Alpha1A adrenergic receptor (ADRA1A),The Effect of Combined Androgen Ablation on the Expression of alpha1A-Adrenergic Receptor in the Human Prostate,2005,
10.1016/s0302-2838(24)00959-x,DOI,5-HT2A,5-HT2A/2C receptor agonist DOI improve detrusor sphincter dyssynergia by inhibiting L-type voltage-gated calcium channels in spinal cord injury rats,2024,
10.1016/s0896-6273(00)80712-6,LSD,5-HT5A,Increased Exploratory Activity and Altered Response to LSD in Mice Lacking the 5-HT5A Receptor,1999,
10.1017/neu.2026.10059,Ibogaine,NMDA receptor,Neurorestorative properties of ibogaine: linking multi-receptor affinities to remyelination and metabolic restoration,2026,
10.1017/s1092852922000888,Psilocybin,5-HT2A,"Psilocybin in neuropsychiatry: a review of its pharmacology, safety, and efficacy",2022,
10.1017/s1092852922000888,Psilocin,5-HT2A,"Psilocybin in neuropsychiatry: a review of its pharmacology, safety, and efficacy",2022,
10.1017/s146114570500581x,MDMA,5-HT1B,Acute and long-term effects of a single dose of MDMA on aggression in Dark Agouti rats,2005,
10.1017/s146114570800847x,DOI,5-HT2A,The role of 5-HT2A and 5-HT2C receptors in the signal attenuation rat model of obsessive–compulsive disorder,2008,
