# LLM uncertain full-text candidate queue for mechanistic generated at 2026-05-18T03:57:43.825495+00:00
# doi,compound,target_or_disorder,optional_study_title,optional_study_year,optional_authors,optional_study_journal,optional_publication_type,optional_trial_registry_ids,optional_publication_date,optional_journal_issn,optional_journal_eissn,optional_publisher,optional_mesh_terms,optional_keywords,optional_funders,optional_grant_ids,optional_related_dois,optional_publication_relations,optional_is_retracted,optional_has_correction,optional_language,optional_semantic_scholar_id
10.1016/j.comppsych.2019.152122,vinpocetine,BDNF,Applying vinpocetine to reverse synaptic ultrastructure by regulating BDNF-related PSD-95 in alleviating schizophrenia-like deficits in rat,2019,Yue Xu; Chao Deng; Yongqiang Zheng; Nannuan Liu; Beibei Fu,Comprehensive Psychiatry,journal-article,,2019-08-20,0010-440X,1532-8384,Elsevier BV,"Animals | Brain-Derived Neurotrophic Factor / metabolism | Disease Models, Animal | Disks Large Homolog 4 Protein / drug effects | Ketamine | Male | Neuroprotective Agents / pharmacology | Rats | Schizophrenia / chemically induced | Schizophrenia / drug therapy | Synapses / ultrastructure | Vinca Alkaloids / pharmacology",BDNF | PSD-95 | Schizophrenia | Synaptic ultrastructure | Vinpocetine,,,,,,,eng,
10.1016/j.comppsych.2019.152122,vinpocetine,PSD-95,Applying vinpocetine to reverse synaptic ultrastructure by regulating BDNF-related PSD-95 in alleviating schizophrenia-like deficits in rat,2019,Yue Xu; Chao Deng; Yongqiang Zheng; Nannuan Liu; Beibei Fu,Comprehensive Psychiatry,journal-article,,2019-08-20,0010-440X,1532-8384,Elsevier BV,"Animals | Brain-Derived Neurotrophic Factor / metabolism | Disease Models, Animal | Disks Large Homolog 4 Protein / drug effects | Ketamine | Male | Neuroprotective Agents / pharmacology | Rats | Schizophrenia / chemically induced | Schizophrenia / drug therapy | Synapses / ultrastructure | Vinca Alkaloids / pharmacology",BDNF | PSD-95 | Schizophrenia | Synaptic ultrastructure | Vinpocetine,,,,,,,eng,
10.1016/j.comppsych.2019.152122,vinpocetine,synaptic ultrastructure,Applying vinpocetine to reverse synaptic ultrastructure by regulating BDNF-related PSD-95 in alleviating schizophrenia-like deficits in rat,2019,Yue Xu; Chao Deng; Yongqiang Zheng; Nannuan Liu; Beibei Fu,Comprehensive Psychiatry,journal-article,,2019-08-20,0010-440X,1532-8384,Elsevier BV,"Animals | Brain-Derived Neurotrophic Factor / metabolism | Disease Models, Animal | Disks Large Homolog 4 Protein / drug effects | Ketamine | Male | Neuroprotective Agents / pharmacology | Rats | Schizophrenia / chemically induced | Schizophrenia / drug therapy | Synapses / ultrastructure | Vinca Alkaloids / pharmacology",BDNF | PSD-95 | Schizophrenia | Synaptic ultrastructure | Vinpocetine,,,,,,,eng,
10.1016/j.encep.2021.08.011,Ketamine,NMDA receptor,Psychothérapie augmentée par la kétamine (KAP) dans les troubles de l’humeur : mode d’emploi,2021,H. Bottemanne; A. Baldacci; C. Muller; A. Boyreau; A. Claret,L Encéphale,journal-article,,2021-12-04,0013-7006,2589-4935,Elsevier BV,Antidepressive Agents / therapeutic use | Dissociative Disorders | Humans | Ketamine / therapeutic use | Mood Disorders / drug therapy | Psychotherapy / methods,Antidepressant | Antidépresseur | Augmented psychotherapy | Belief | Belief updating | Codage prédictif | Croyance | Dissociation | Ketamine | Ketamine assisted psychotherapy | Kétamine | Mise à jour des croyances | Predictive coding | Psychedelic | Psychothérapie assistée par kétamine | Psychothérapie augmentée | Psychédélique,,,,,,,fre,
10.1016/j.euroneuro.2019.02.005,Ketamine,NMDA receptor,Anxiety during ketamine infusions is associated with negative treatment responses in major depressive disorder,2019,Sabine Aust; Matti Gärtner; Laura Basso; Christian Otte; Katja Wingenfeld; Woo Ri Chae; Isabella Heuser-Collier; Francesca Regen; Nicoleta Carmen Cosma; Franziska van Hall,European Neuropsychopharmacology,journal-article,,2019-02-13,0924-977X,1873-7862,Elsevier BV,"Antidepressive Agents / adverse effects | Antidepressive Agents / therapeutic use | Anxiety / chemically induced | Anxiety / complications | Major Depressive Disorder / complications | Major Depressive Disorder / drug therapy | Depressive Disorder, Treatment-Resistant / complications | Depressive Disorder, Treatment-Resistant / drug therapy | Female | Humans | Infusions, Intravenous | Ketamine / administration & dosage | Ketamine / adverse effects | Ketamine / therapeutic use | Male | Middle Aged",Altered states of consciousness | Anxiety | Ketamine | Major depressive disorder | Subjective experiences | Treatment-resistant depression,,,,,,,eng,
10.1016/j.fitote.2023.105622,,,"Antinociceptive effect of cyclic and linear diterpenoids as new atypical agonists of κ-opioid receptors obtained from four species of the Baccharis genus, and vehiculated in nanometric niosomes",2023,Matías Funes; Rodrigo D. Tosso; Noelia D. Machado; Mariana A. Fernández; María Garro; David Díaz Díaz; Virginia Juan Hikawczuk; Ricardo D. Enriz,Fitoterapia,journal-article,,2023-07-29,0367-326X,1873-6971,Elsevier BV,"Receptors, Opioid, kappa / agonists | Baccharis | Liposomes | Molecular Structure | Analgesics / pharmacology | Receptors, Opioid",Antinociceptive | Baccharis | KOR | Neoclerodane | Niosomes,,,,,,,eng,
10.1016/j.neubiorev.2017.07.015,,,MDMA and brain activity during neurocognitive performance: An overview of neuroimaging studies with abstinent ‘Ecstasy’ users,2017,Carl A. Roberts; Boris B. Quednow; Catharine Montgomery; Andrew C. Parrott,Neuroscience & Biobehavioral Reviews,journal-article,,2017-08-08,0149-7634,1873-7528,Elsevier BV,"Brain / physiopathology | Cognition Disorders / chemically induced | Cognition Disorders / physiopathology | Electroencephalography | Functional Neuroimaging | Humans | N-Methyl-3,4-methylenedioxyamphetamine / adverse effects | Neuropsychological Tests",Cognition | EEG | ERP | Ecstasy | MDMA | Memory | Neuroimaging | Neurotoxicity | Serotonin | fMRI | fNIRS,,,,,,,eng,
10.1016/j.neulet.2024.138026,Donepezil,Acetylcholinesterase,Joint administration of sub-threshold doses of the acetylcholinesterase inhibitor donepezil with those of the NMDA receptor antagonist ketamine improved rats’ recognition memory abilities,2024,Angeliki Metaxia Styla; Nikolaos Pitsikas,Neuroscience Letters,journal-article,,2024-10-24,0304-3940,1872-7972,Elsevier BV,"Animals | Donepezil / pharmacology | Donepezil / administration & dosage | Ketamine / administration & dosage | Ketamine / pharmacology | Piperidines / pharmacology | Piperidines / administration & dosage | Indans / administration & dosage | Indans / pharmacology | Cholinesterase Inhibitors / administration & dosage | Cholinesterase Inhibitors / pharmacology | Male | Recognition, Psychology / drug effects | Rats, Wistar | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Rats | Excitatory Amino Acid Antagonists / administration & dosage | Excitatory Amino Acid Antagonists / pharmacology",Donepezil | Ketamine | Rat | Recognition memory,,,,,,,eng,
10.1016/j.neulet.2024.138026,Ketamine,NMDA receptor,Joint administration of sub-threshold doses of the acetylcholinesterase inhibitor donepezil with those of the NMDA receptor antagonist ketamine improved rats’ recognition memory abilities,2024,Angeliki Metaxia Styla; Nikolaos Pitsikas,Neuroscience Letters,journal-article,,2024-10-24,0304-3940,1872-7972,Elsevier BV,"Animals | Donepezil / pharmacology | Donepezil / administration & dosage | Ketamine / administration & dosage | Ketamine / pharmacology | Piperidines / pharmacology | Piperidines / administration & dosage | Indans / administration & dosage | Indans / pharmacology | Cholinesterase Inhibitors / administration & dosage | Cholinesterase Inhibitors / pharmacology | Male | Recognition, Psychology / drug effects | Rats, Wistar | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Rats | Excitatory Amino Acid Antagonists / administration & dosage | Excitatory Amino Acid Antagonists / pharmacology",Donepezil | Ketamine | Rat | Recognition memory,,,,,,,eng,
10.1016/j.neuroimage.2016.12.032,,,Imaging the neuroplastic effects of ketamine with VBM and the necessity of placebo control,2016,A. Höflich; S. Ganger; M. Tik; A. Hahn; GS. Kranz; T. Vanicek; M. Spies; C. Kraus; C. Windischberger; S. Kasper,NeuroImage,journal-article,,2016-12-13,1053-8119,1095-9572,Elsevier BV,"Adult | Anesthetics, Dissociative / pharmacology | Cerebrovascular Circulation / physiology | Cross-Over Studies | Double-Blind Method | Female | Gray Matter / anatomy & histology | Gray Matter / physiology | Humans | Image Processing, Computer-Assisted / methods | Ketamine / pharmacology | Magnetic Resonance Imaging | Male | Neuronal Plasticity / drug effects | Placebos | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Research Design | Young Adult",Brain structure | Ketamine | MRI | Neuroplasticity | VBM,,,,,,,eng,
10.1016/j.pbb.2015.11.009,"5-HT3 antagonists (ondansetron, tropisetron)",NMDA receptors,Involvement of N-methyl-d-aspartate receptors in the antidepressant-like effect of 5-hydroxytryptamine 3 antagonists in mouse forced swimming test and tail suspension test,2015,Nastaran Kordjazy; Arya Haj-Mirzaian; Shayan Amiri; Sattar Ostadhadi; Hossein Amini-khoei; Ahmad Reza Dehpour,Pharmacology Biochemistry and Behavior,journal-article,,2015-11-19,0091-3057,1873-5177,Elsevier BV,"Animals | Dose-Response Relationship, Drug | Male | Mice | Receptors, N-Methyl-D-Aspartate / physiology | Serotonin / metabolism | Serotonin 5-HT3 Receptor Antagonists / pharmacology | Swimming",5-HT3 antagonist | Antidepressant | Forced swimming test (FST) | Mice | NMDA receptor | Tail suspension test (TST),,,,,,,eng,
10.1016/j.pbb.2016.10.004,,,"Acute agmatine administration, similar to ketamine, reverses depressive-like behavior induced by chronic unpredictable stress in mice",2016,Vivian B. Neis; Luis E.B. Bettio; Morgana Moretti; Priscila B. Rosa; Camille M. Ribeiro; Andiara E. Freitas; Filipe M. Gonçalves; Rodrigo B. Leal; Ana Lúcia S. Rodrigues,Pharmacology Biochemistry and Behavior,journal-article,,2016-10-15,0091-3057,1873-5177,Elsevier BV,"Agmatine / pharmacology | Animals | Antidepressive Agents / pharmacology | Depressive Disorder / drug therapy | Female | Hindlimb Suspension | Ketamine / pharmacology | Mice | Motor Activity / drug effects | Prefrontal Cortex / chemistry | Stress, Psychological / complications",Agmatine | Chronic unpredictable stress (CUS) | Fluoxetine | Ketamine | Synaptic proteins,,,,,,,eng,
10.1016/j.psychres.2026.117120,,,"Neurotransmitter dysregulation in depression, anxiety, and suicidality: From synaptic dysfunction to cellular pathogenesis",2026,Angu Bala Ganesh K．S．V．; Amit Kumar Verma; Shreha S. A; Sujeet Shekhar Sinha; Revathi Boyina; Sreya Kosanam,Psychiatry Research,journal-article,,2026-03-24,0165-1781,1872-7123,Elsevier BV,Humans | Neurotransmitter Agents / metabolism | Anxiety Disorders / metabolism | Anxiety Disorders / drug therapy | Anxiety Disorders / physiopathology | Suicide | Animals | Depression / metabolism | Anxiety / metabolism | Synapses / metabolism | Suicidal Ideation,Affective disorder | Anxiety | Depression | Neurotransmitter dysfunction | Suicide,,,,,,,eng,
10.1016/j.schres.2017.07.053,NMDA receptor antagonist,hippocampal gamma oscillations,Medial septum modulates hippocampal gamma activity and prepulse inhibition in an N-methyl-d-aspartate receptor antagonist model of schizophrenia,2017,L. Stan Leung; Jingyi Ma,Schizophrenia Research,journal-article,,2017-08-08,0920-9964,1573-2509,Elsevier BV,"Animals | Disease Models, Animal | Excitatory Amino Acid Antagonists / therapeutic use | Hippocampus / drug effects | Hippocampus / physiology | Humans | Prepulse Inhibition / drug effects | Schizophrenia / drug therapy | Schizophrenia / physiopathology | Septal Nuclei / physiology",Auditory gating | Hippocampal gamma activity | Hyperactivity | Ketamine | NMDA receptor antagonist | Prepulse inhibition,CIHR,MOP-15685,,,,,eng,
10.1016/j.schres.2017.07.053,NMDA receptor antagonist,prepulse inhibition (PPI),Medial septum modulates hippocampal gamma activity and prepulse inhibition in an N-methyl-d-aspartate receptor antagonist model of schizophrenia,2017,L. Stan Leung; Jingyi Ma,Schizophrenia Research,journal-article,,2017-08-08,0920-9964,1573-2509,Elsevier BV,"Animals | Disease Models, Animal | Excitatory Amino Acid Antagonists / therapeutic use | Hippocampus / drug effects | Hippocampus / physiology | Humans | Prepulse Inhibition / drug effects | Schizophrenia / drug therapy | Schizophrenia / physiopathology | Septal Nuclei / physiology",Auditory gating | Hippocampal gamma activity | Hyperactivity | Ketamine | NMDA receptor antagonist | Prepulse inhibition,CIHR,MOP-15685,,,,,eng,
10.1016/j.tibs.2023.12.009,,,Unlocking the biosynthesis of psychedelic-inspired indolethylamines,2023,Abhishek K. Sen; J. Andrew Jones,Trends in Biochemical Sciences,journal-article,,2023-12-29,0968-0004,1362-4326,Elsevier BV,"Hallucinogens / pharmacology | N,N-Dimethyltryptamine",DMT | N-methylation | psychedelic indolethylamine | serotonin receptor binding,,,,,,,eng,
10.1021/acschemneuro.1c00546,Merazin Hydrate,mTOR signaling,Merazin Hydrate Produces Rapid Antidepressant Effects Depending on Activating mTOR Signaling by Upregulating Downstream Synaptic Proteins in the Hippocampus,2021,Chao Lu; Xiangfei Liu; Jia Li; Yunke Huang; Xi Huang; Guoliang Dai; Lei Wu,ACS Chemical Neuroscience,journal-article,,2021-10-04,1948-7193,1948-7193,American Chemical Society (ACS),Animals | Antidepressive Agents / pharmacology | Brain-Derived Neurotrophic Factor / metabolism | Depression / drug therapy | Major Depressive Disorder | Hippocampus / metabolism | Humans | TOR Serine-Threonine Kinases / metabolism,BDNF | ketamine | mTOR | merazin hydrate | rapid antidepressant | synaptic proteins,,,,,,,eng,
10.1021/acschemneuro.5c00667,zalsupindole,neuroplasticity,"Zalsupindole is a Nondissociative, Nonhallucinogenic Neuroplastogen with Therapeutic Effects Comparable to Ketamine and Psychedelics",2025,Rajiv Agrawal; Daniel Gillie; Alison Mungenast; Milan Chytil; Sharon Engel; Michael C. Wu; Kurt Rasmussen; Eliseo Salinas; David E. Olson,ACS Chemical Neuroscience,journal-article,,2025-10-13,1948-7193,1948-7193,American Chemical Society (ACS),"Animals | Ketamine / pharmacology | Hallucinogens / pharmacology | Neuronal Plasticity / drug effects | Rats | Male | Prefrontal Cortex / drug effects | Indoles / pharmacology | Rats, Sprague-Dawley | Antidepressive Agents / pharmacology | Major Depressive Disorder / drug therapy | Humans",depression | neuroplasticity | neuroplastogen | spinogenesis | zalsupindole,,,,,,,eng,
10.1021/acsptsci.5c00440,psychedelics,calcium signaling pathways,"Hypoxia, Psychedelics, and Terminal Lucidity: A Perspective on Neuroplasticity and Neuropsychiatric Disorders",2025,Junjie Zhang; Xiubo Du; Xinying Li; Xinyou Lv; Xiaohui Wang,ACS Pharmacology & Translational Science,journal-article,,2025-08-12,2575-9108,2575-9108,American Chemical Society (ACS),,acute intermittent hypoxia | hypoxia therapy | neuroplasticity | neuropsychiatric disorders | psychedelics | terminal lucidity,,,,,,,eng,
10.1038/npp.2010.109,L-NAME,Nitric Oxide Synthase,Effects of the Nitric Oxide Synthase Inhibitor L-NAME on Recognition and Spatial Memory Deficits Produced by Different NMDA Receptor Antagonists in the Rat,2010,Antonios Boultadakis; Nikolaos Pitsikas,Neuropsychopharmacology,journal-article,,2010-07-21,0893-133X,1740-634X,Springer Science and Business Media LLC,"Animals | Dizocilpine Maleate / pharmacology | Drug Interactions | Ketamine / pharmacology | Male | Maze Learning | Memory Disorders / chemically induced | NG-Nitroarginine Methyl Ester / pharmacology | Nitric Oxide Synthase / antagonists & inhibitors | Rats | Rats, Wistar | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Recognition, Psychology / drug effects",,,,,,,,eng,
10.1038/sj.npp.1300675,,,Differential Effects of Amphetamines-Induced Neurotoxicity on Appetitive and Aversive Pavlovian Conditioning in Mice,2005,Cindy Achat-Mendes; Syed F Ali; Yossef Itzhak,Neuropsychopharmacology,journal-article,,2005-01-26,0893-133X,1740-634X,Springer Science and Business Media LLC,"Amphetamines / toxicity | Animals | Antimanic Agents / pharmacology | Appetitive Behavior / drug effects | Avoidance Learning / drug effects | Central Nervous System Stimulants / toxicity | Conditioning, Classical / drug effects | Dopamine / metabolism | Dopamine / physiology | Fenfluramine / toxicity | Hallucinogens / toxicity | Lithium Chloride | Male | Methamphetamine / toxicity | Mice | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Nerve Endings / drug effects | Neurotoxicity Syndromes / psychology | Receptors, Serotonin / drug effects | Receptors, Serotonin / physiology | Reinforcement, Psychology | Reward | Serotonin / metabolism | Serotonin / physiology",,NIDA NIH HHS,R01DA12867,,,,,eng,
10.1080/15360288.2024.2441794,,,Intravenous Magnesium Sulfate as an Adjunct to Intravenous Ketamine for Acute Pain: A Case Series,2024,Nathan Smith; Sanny Juresic; Kia Lor; Carrie Schmidt; Annie Bell Howrigon; Oludare Olatoye,Journal of Pain & Palliative Care Pharmacotherapy,journal-article,,2024-12-13,1536-0288,1536-0539,Informa UK Limited,"Humans | Magnesium Sulfate / administration & dosage | Magnesium Sulfate / therapeutic use | Ketamine / administration & dosage | Ketamine / therapeutic use | Female | Acute Pain / drug therapy | Analgesics / administration & dosage | Analgesics / therapeutic use | Middle Aged | Postoperative Pain / drug therapy | Administration, Intravenous | Drug Therapy, Combination | Infusions, Intravenous | Male | Aged | Adult",Acute Pain | Ketamine | Magnesium Sulfate | Pain,,,,,,,eng,
10.1093/cercor/bhh176,,,Ketamine Disrupts Frontal and Hippocampal Contribution to Encoding and Retrieval of Episodic Memory: An fMRI Study,2004,G.D. Honey; R.A.E. Honey; C. O'Loughlin; S.R. Sharar; D. Kumaran; J. Suckling; D.K. Menon; C. Sleator; E.T. Bullmore; P.C. Fletcher,Cerebral Cortex,journal-article,,2004-11-10,1047-3211,1460-2199,Oxford University Press (OUP),"Adolescent | Adult | Anesthetics, Dissociative / administration & dosage | Anesthetics, Dissociative / blood | Female | Frontal Lobe / drug effects | Frontal Lobe / physiology | Hippocampus / drug effects | Hippocampus / physiology | Humans | Injections, Intravenous | Ketamine / administration & dosage | Ketamine / blood | Magnetic Resonance Imaging | Male | Memory / drug effects | Memory / physiology | Middle Aged | Reaction Time / drug effects | Schizophrenia / physiopathology",,Wellcome Trust,064351,,,,,eng,
10.1097/00003246-200104000-00026,,,Intravenous anesthetics differentially reduce neurotransmission damage caused by oxygen-glucose deprivation in rat hippocampal slices in correlation with N-methyl-d-aspartate receptor inhibition,2001,Ren-Zhi Zhan; Sihua Qi; Chaoran Wu; Hideyoshi Fujihara; Kiichiro Taga; Koki Shimoji,Critical Care Medicine,journal-article,,2001-04-01,0090-3493,1530-0293,Ovid Technologies (Wolters Kluwer Health),"Analysis of Variance | Anesthetics, Intravenous / therapeutic use | Animals | Brain Ischemia / drug therapy | Hippocampus / drug effects | Male | Rats | Rats, Wistar | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Synaptic Transmission / drug effects",,,,,,,,eng,
10.1097/fbp.0b013e32835cf442,zoletil,NMDA receptor,"Pre-exposure to related substances induced place preference and self-administration of the NMDA receptor antagonist–benzodiazepine combination, zoletil",2012,June Bryan I. de la Peña; Seo Young Yoon; Ike C. de la Peña; Hye Lim Lee; Irene Joy I. de la Peña; Jae Hoon Cheong,Behavioural Pharmacology,journal-article,,2012-12-13,0955-8810,1473-5849,Ovid Technologies (Wolters Kluwer Health),"Anesthetics / administration & dosage | Anesthetics / adverse effects | Anesthetics / pharmacology | Anesthetics / therapeutic use | Animals | Behavior, Animal / drug effects | Dose-Response Relationship, Drug | Drug Combinations | Drug Interactions | Ketamine / adverse effects | Ketamine / pharmacology | Locomotion / drug effects | Male | Nerve Tissue Proteins / antagonists & inhibitors | Neurons / drug effects | Neurons / metabolism | Rats | Rats, Sprague-Dawley | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Reinforcement, Psychology | Reward | Self Administration | Spatial Behavior / drug effects | Substance-Related Disorders / drug therapy | Substance-Related Disorders / metabolism | Tiletamine / administration & dosage | Tiletamine / adverse effects | Tiletamine / pharmacology | Tiletamine / therapeutic use | Zolazepam / administration & dosage | Zolazepam / adverse effects | Zolazepam / pharmacology | Zolazepam / therapeutic use",,,,,,,,eng,
10.1101/153031,,,Effects of LSD on music-evoked brain activity,2017,Mendel Kaelen; Romy Lorenz; Frederick Barrett; Leor Roseman; Csaba Orban; Andre Santos-Ribeiro; Matthew B Wall; Amanda Feilding; David Nutt; Suresh Muthukumaraswamy,bioRxiv (Cold Spring Harbor Laboratory),posted-content,,2017-06-25,,,openRxiv,,,,,,,,,,
10.1101/2020.05.06.080937,DMT,cortical travelling waves,DMT alters cortical travelling waves,2020,Andrea Alamia; Christopher Timmermann; Rufin VanRullen; Robin L. Carhart-Harris,bioRxiv (Cold Spring Harbor Laboratory),posted-content,,2020-05-08,,,openRxiv,,,,,,,,,,
10.1111/j.1471-4159.1986.tb12926.x,1-[2-(4-aminophenyl)ethyl]-4-(3-trifluoromethylphenyl)piperazine (PAPP),5-HT1A receptor,[<sup>3</sup>H]1‐[2‐(4‐Aminophenyl)Ethyl]‐4‐(3‐Trifluoromethylphenyl)Piperazine: A Selective Radioligand for 5‐HT<sub>1A</sub> Receptors in Rat Brain,1986,Richard W. Ransom; Kenneth B. Asarch; Jean C. Shih,Journal of Neurochemistry,journal-article,,1986-01-01,0022-3042,1471-4159,Wiley,"8-Hydroxy-2-(di-n-propylamino)tetralin | Animals | Brain / metabolism | Cerebellum / metabolism | Cerebral Cortex / metabolism | Chemical Phenomena | Chemistry | Corpus Striatum / metabolism | Hippocampus / metabolism | Kinetics | Male | Piperazines / metabolism | Piperazines / pharmacology | Rats | Rats, Inbred Strains | Receptors, Serotonin / drug effects | Receptors, Serotonin / metabolism | Serotonin / metabolism | Spiperone / pharmacology | Tetrahydronaphthalenes / pharmacology",,NIMH NIH HHS,MH 37020,,,,,eng,
10.1124/dmd.109.028506,,,"Effects of Dose and Route of Administration on Pharmacokinetics of (±)-3,4-Methylenedioxymethamphetamine in the Rat",2009,Michael H. Baumann; Dorota Zolkowska; Insook Kim; Karl B. Scheidweiler; Richard B. Rothman; Marilyn A. Huestis,Drug Metabolism and Disposition,journal-article,,2009-08-14,0090-9556,1521-009X,Elsevier BV,"Animals | Dose-Response Relationship, Drug | Drug Administration Routes | Male | Metabolic Clearance Rate / drug effects | Metabolic Clearance Rate / physiology | N-Methyl-3,4-methylenedioxyamphetamine / administration & dosage | N-Methyl-3,4-methylenedioxyamphetamine / analogs & derivatives | N-Methyl-3,4-methylenedioxyamphetamine / pharmacokinetics | Rats | Rats, Sprague-Dawley | Tissue Distribution / drug effects | Tissue Distribution / physiology",,Intramural NIH HHS,,,,,,eng,
10.1124/jpet.107.123836,,,Pharmacological Characterization of Glycine-Activated Currents in HEK 293 Cells Expressing N-Methyl-D-aspartate NR1 and NR3 Subunits,2007,C. Thetford Smothers; John J. Woodward,Journal of Pharmacology and Experimental Therapeutics,journal-article,,2007-05-15,0022-3565,1521-0103,Elsevier BV,"Alanine / pharmacology | Animals | Cell Line | Dose-Response Relationship, Drug | Excitatory Amino Acid Agonists / pharmacology | Excitatory Amino Acid Antagonists / pharmacology | Glycine / pharmacology | Glycine Plasma Membrane Transport Proteins / antagonists & inhibitors | Humans | Kynurenic Acid / analogs & derivatives | Kynurenic Acid / pharmacology | Membrane Potentials / drug effects | Mice | Mutation | Patch-Clamp Techniques | Pyrrolidinones / pharmacology | Rats | Receptors, Glycine / agonists | Receptors, Glycine / antagonists & inhibitors | Receptors, N-Methyl-D-Aspartate / genetics | Receptors, N-Methyl-D-Aspartate / physiology | Sarcosine / analogs & derivatives | Sarcosine / pharmacology | Strychnine / pharmacology | Transfection",,NIAAA NIH HHS | NIDA NIH HHS,R01 AA09986 | K02 AA00238 | R01 DA13951 | R37 AA009986 | R01 AA009986,,,,,eng,
10.1124/jpet.114.213959,JNJ-42153605,metabotropic glutamate receptor 2 (mGluR2),The [18F]FDG μPET Readout of a Brain Activation Model to Evaluate the Metabotropic Glutamate Receptor 2 Positive Allosteric Modulator JNJ-42153605,2014,Tine Wyckhuys; Leonie wyffels; Xavier Langlois; Mark Schmidt; Sigrid Stroobants; Steven Staelens,Journal of Pharmacology and Experimental Therapeutics,journal-article,,2014-06-01,0022-3565,1521-0103,Elsevier BV,"Allosteric Regulation | Animals | Brain / metabolism | Bridged Bicyclo Compounds, Heterocyclic / pharmacology | Cyclic S-Oxides / pharmacology | Dose-Response Relationship, Drug | Fluorodeoxyglucose F18 | Ketamine / pharmacology | Male | Memantine / pharmacology | Pyridines / pharmacology | Radiopharmaceuticals | Rats | Rats, Sprague-Dawley | Receptors, Metabotropic Glutamate / agonists | Triazines / pharmacology",,,,,,,,eng,
10.1176/appi.ajp.2015.15040465,Ketamine,NMDA receptors,Ketamine and Other NMDA Antagonists: Early Clinical Trials and Possible Mechanisms in Depression,2015,D. Jeffrey Newport; Linda L. Carpenter; William M. McDonald; James B. Potash; Mauricio Tohen; Charles B. Nemeroff,American Journal of Psychiatry,journal-article,,2015-10-01,0002-953X,1535-7228,American Psychiatric Association Publishing,"Antidepressive Agents / therapeutic use | Major Depressive Disorder / drug therapy | Excitatory Amino Acid Antagonists / therapeutic use | Humans | Ketamine / therapeutic use | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors",,,,10.1176/appi.ajp.2016.15111401 | 10.1176/appi.ajp.2016.15111401r,CommentIn PMID:27035535 Am J Psychiatry. 2016 Apr 1;173(4):431. doi: 10.1176/appi.ajp.2016.15111401. | CommentIn PMID:27035536 Am J Psychiatry. 2016 Apr 1;173(4):431-2. doi: 10.1176/appi.ajp.2016.15111401r.,,,eng,
10.1176/appi.ajp.20231054,,,Toward Translatable Biomarkers of Psychedelic-Induced Neuroplasticity,2025,David E. Olson,American Journal of Psychiatry,journal-article,,2025-01-01,0002-953X,1535-7228,American Psychiatric Association Publishing,,SV2A | ketamine | neuroplasticity | psychedelic | psychoplastogen,NIDA NIH HHS,R01 DA056365,,,,,eng,
10.1177/0269881107077712,NMDA receptor antagonists,NMDA receptors,Do NMDA receptor antagonist models of schizophrenia predict the clinical efficacy of antipsychotic drugs?,2007,Charles H. Large,Journal of Psychopharmacology,journal-article,,2007-05-01,0269-8811,1461-7285,SAGE Publications,"Animals | Antipsychotic Agents / therapeutic use | Behavior, Animal / drug effects | Dopamine / physiology | Excitatory Amino Acid Antagonists / pharmacology | Humans | Psychoses, Substance-Induced / drug therapy | Psychoses, Substance-Induced / psychology | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Receptors, N-Methyl-D-Aspartate / physiology | Schizophrenia / drug therapy | Schizophrenic Psychology | Synaptic Transmission / physiology",,,,,,,,eng,
10.1177/095632029100200102,,,Ketamine-Mediated Inhibition of Rabies Virus Infection <i>in vitro</i> and in Rat Brain,1991,B. P. Lockhart; H. Tsiang; P. E. Ceccaldi; S. Guillemer,Antiviral chemistry & chemotherapy,journal-article,,1991-02-01,0956-3202,2040-2066,SAGE Publications,,,,,,,,,en,
10.12809/eaap25103,,,Drug repurposing in the management of major depressive disorder: a perspective,2026,Vishesh Kulshreshtha; Alok Dixit; Chandra Veer Singh; Ajit Kumar Mishra; Vishesh Kumar; Kapil Kaktan,East Asian Archives of Psychiatry,journal-article,,2026-03-31,2078-9947,2224-7041,Hong Kong Academy of Medicine Press,Humans | Drug Repositioning | Major Depressive Disorder / drug therapy | Antidepressive Agents / therapeutic use | Dietary Supplements,"Depressive disorder, major | Drug repurposing, Neuroinflammatory diseases | Neuronal plasticity",,,,,,,eng,
