paper_id,doi,paper_openalex_id,author_id,display_name,canonical_name,openalex_author_id,orcid,author_position,author_position_label,is_first_author,is_last_author,source,identity_confidence,source_author_id,source_orcid,source_openalex_author_id,identity_review_id
paper:10.1177/0269881107083639,10.1177/0269881107083639,https://openalex.org/W2140634520,openalex:A5054206531,Gregory M. Miller,gregory m. miller,https://openalex.org/A5054206531,,5,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5054206531,0009-0005-7397-9277,https://openalex.org/A5054206531,
paper:10.1177/0269881118798614,10.1177/0269881118798614,https://openalex.org/W2893295941,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,1,first,True,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.1177/0269881119827811,10.1177/0269881119827811,https://openalex.org/W2916638763,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,2,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.1177/0269881120936909,10.1177/0269881120936909,https://openalex.org/W3046183007,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,1,first,True,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.1177/2045125320973794,10.1177/2045125320973794,https://openalex.org/W3108561009,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,2,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.1177/20451253211014320,10.1177/20451253211014320,https://openalex.org/W3160578133,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,2,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.1186/s12974-021-02245-5,10.1186/s12974-021-02245-5,https://openalex.org/W3201284102,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,1,first,True,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.1186/s13034-023-00647-2,10.1186/s13034-023-00647-2,https://openalex.org/W4386732609,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,10,last,False,True,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.1186/s13293-024-00587-2,10.1186/s13293-024-00587-2,https://openalex.org/W4391324459,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,10,last,False,True,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.1192/j.eurpsy.2023.19,10.1192/j.eurpsy.2023.19,https://openalex.org/W4362458784,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,7,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.1192/j.eurpsy.2024.1744,10.1192/j.eurpsy.2024.1744,https://openalex.org/W4393942635,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,9,last,False,True,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.17615/fdtc-c008,10.17615/fdtc-c008,https://openalex.org/W4298890249,openalex:A5036878613,Holly Moore,holly moore,https://openalex.org/A5036878613,,4,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5036878613,0009-0001-7320-6347,https://openalex.org/A5036878613,
paper:10.2165/00003088-200544060-00006,10.2165/00003088-200544060-00006,https://openalex.org/W2002956985,openalex:A5038134435,Jordi Segura,jordi segura,https://openalex.org/A5038134435,,10,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5038134435,0000-0002-2463-752X,https://openalex.org/A5038134435,
paper:10.2174/1570159x20666220927085706,10.2174/1570159x20666220927085706,https://openalex.org/W4297965143,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,3,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.2174/1570159x23666240923112548,10.2174/1570159x23666240923112548,https://openalex.org/W4402815786,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,4,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.3389/fnbeh.2021.771975,10.3389/fnbeh.2021.771975,https://openalex.org/W4213270206,openalex:A5120143119,Hongjun Tian,hongjun tian,https://openalex.org/A5120143119,,3,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5120143119,0000-0002-3919-3749,https://openalex.org/A5120143119,
paper:10.3389/fnins.2020.576813,10.3389/fnins.2020.576813,https://openalex.org/W3090489191,openalex:A5100657954,Yang Lu,yang lu,https://openalex.org/A5100657954,,3,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5100657954,0000-0003-0004-0486,https://openalex.org/A5100657954,
paper:10.3389/fnins.2022.956056,10.3389/fnins.2022.956056,https://openalex.org/W4296099601,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,9,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.3389/fnins.2023.1123797,10.3389/fnins.2023.1123797,https://openalex.org/W4318985356,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,9,last,False,True,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.3389/fpsyt.2021.780975,10.3389/fpsyt.2021.780975,https://openalex.org/W3217423172,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,3,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.3389/fpsyt.2022.1033019,10.3389/fpsyt.2022.1033019,https://openalex.org/W4312188242,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,5,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.3389/fpsyt.2022.779326,10.3389/fpsyt.2022.779326,https://openalex.org/W4225287500,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,1,first,True,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.3389/fpsyt.2022.793677,10.3389/fpsyt.2022.793677,https://openalex.org/W4220892104,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,2,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.3389/fpsyt.2022.855995,10.3389/fpsyt.2022.855995,https://openalex.org/W4224319028,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,3,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.3389/fpsyt.2022.981981,10.3389/fpsyt.2022.981981,https://openalex.org/W4296281165,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,5,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.3389/fpsyt.2025.1498952,10.3389/fpsyt.2025.1498952,https://openalex.org/W4407716235,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,3,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.3389/fpsyt.2025.1582312,10.3389/fpsyt.2025.1582312,https://openalex.org/W4411326384,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,3,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.3760/cma.j.issn.0254-1416.2011.06.009,10.3760/cma.j.issn.0254-1416.2011.06.009,https://openalex.org/W2588958923,openalex:A5013581078,Su Min,su min,https://openalex.org/A5013581078,,2,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5013581078,0000-0002-0063-5044,https://openalex.org/A5013581078,
paper:10.3760/cma.j.issn.0254-1416.2016.02.021,10.3760/cma.j.issn.0254-1416.2016.02.021,https://openalex.org/W3031163596,openalex:A5013581078,Su Min,su min,https://openalex.org/A5013581078,,2,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5013581078,0000-0002-0063-5044,https://openalex.org/A5013581078,
paper:10.3760/cma.j.issn.1673-4378.2014.01.017,10.3760/cma.j.issn.1673-4378.2014.01.017,https://openalex.org/W3029943759,openalex:A5013581078,Su Min,su min,https://openalex.org/A5013581078,,2,last,False,True,openalex,openalex_author_id_orcid_conflict,openalex:A5013581078,0000-0002-0063-5044,https://openalex.org/A5013581078,
paper:10.3760/cma.j.issn.1674-6554.2019.03.018,10.3760/cma.j.issn.1674-6554.2019.03.018,https://openalex.org/W3031694945,openalex:A5120143119,Hongjun Tian,hongjun tian,https://openalex.org/A5120143119,,2,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5120143119,0000-0002-3919-3749,https://openalex.org/A5120143119,
paper:10.4172/2157-7609.1000151,10.4172/2157-7609.1000151,https://openalex.org/W2146878409,openalex:A5100417026,Cheng Wang,cheng wang,https://openalex.org/A5100417026,,1,first,True,True,openalex,openalex_author_id_orcid_conflict,openalex:A5100417026,0000-0002-8315-6232,https://openalex.org/A5100417026,
paper:10.7717/peerj.10208,10.7717/peerj.10208,https://openalex.org/W3095903986,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,2,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.7717/peerj.10989,10.7717/peerj.10989,https://openalex.org/W3149398433,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,2,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
