action_reason,authors,best_pdf_url,contexts,library_status,open_access_is_oa,open_access_status,pdf_download_status,pdf_local_path,study_doi,study_title,study_year
,Sanne Y. Smith-Apeldoorn; Jolien K. E. Veraart; Jeanine Kamphuis; Jan Spijker; Annemarie van der Meij; Antoinette D. I. van Asselt; Marije aan het Rot; Robert A. Schoevers,https://repository.ubn.ru.nl/bitstream/handle/2066/298921/1/298921.pdf,S-ketamine -> Treatment-resistant depression,in_database,true,green,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41380-024-02478-9__36494dc57f.pdf,10.1038/s41380-024-02478-9,"Oral esketamine in patients with treatment-resistant depression: a double-blind, randomized, placebo-controlled trial with open-label extension",2024
,William Yang Wang; Nora D. Volkow; Nathan A. Berger; Pamela B. Davis; David C. Kaelber; Rong Xu,https://www.nature.com/articles/s41380-024-02498-5.pdf,Psilocybin -> Substance use disorder,in_database,true,hybrid,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41380-024-02498-5__6b6279e104.pdf,10.1038/s41380-024-02498-5,Association of semaglutide with reduced incidence and relapse of cannabis use disorder in real-world populations: a retrospective cohort study,2024
,Kyna‐Anne Conn; Laura K Milton; Kaixin Huang; Hermany Munguba; Janika Ruuska; M. B. Lemus; Erin Greaves; Jihane Homman‐Ludiye; Brian J. Oldfield; Claire J. Foldi,https://www.nature.com/articles/s41380-024-02575-9.pdf,Psilocybin -> Anorexia nervosa,in_database,true,hybrid,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41380-024-02575-9__3405c83b5d.pdf,10.1038/s41380-024-02575-9,Psilocybin restrains activity-based anorexia in female rats by enhancing cognitive flexibility: contributions from 5-HT1A and 5-HT2A receptor mechanisms,2024
,Michal Brownstien; Michal Lazar; Alexander Botvinnik; Chloe Shevakh; Karin Blakolmer; Leonard Lerer; Tzuri Lifschytz; Bernard Lerer,https://www.nature.com/articles/s41380-024-02786-0.pdf,Psilocybin -> Obsessive-compulsive disorder,in_database,true,hybrid,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41380-024-02786-0__4338a400ad.pdf,10.1038/s41380-024-02786-0,Striking long-term beneficial effects of single dose psilocybin and psychedelic mushroom extract in the SAPAP3 rodent model of OCD-like excessive self-grooming,2024
,Michel Sabé; Adi Sulstarova; Alban Glangetas; Marco De Pieri; Luc Mallet; Logos Curtis; Hélène Richard-Lepouriel; Louise Penzenstadler; Federico Seragnoli; Gabriel Thorens,https://www.nature.com/articles/s41380-024-02800-5.pdf,Psilocybin -> Treatment-resistant depression,in_database,true,hybrid,already_present,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41380-024-02800-5__ef60ed968e.pdf,10.1038/s41380-024-02800-5,"Reconsidering evidence for psychedelic-induced psychosis: an overview of reviews, a systematic review, and meta-analysis of human studies",2024
,Sina Zimmermann; Anton Teetzmann; Joscha Baeßler; Lena Schreckenberger; Judith Zaiser; Marlen Pfisterer; Manuel Stenger; Patrick Bach,https://www.nature.com/articles/s41380-024-02869-y.pdf,Psilocybin -> Alcohol use disorder,in_database,true,hybrid,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41380-024-02869-y__d43d312c57.pdf,10.1038/s41380-024-02869-y,Acute cannabidiol administration reduces alcohol craving and cue-induced nucleus accumbens activation in individuals with alcohol use disorder: the double-blind randomized controlled ICONIC trial,2024
,Johannes Jungwirth; Robin von Rotz; Isabel Dziobek; Franz X. Vollenweider; Katrin H. Preller,https://www.nature.com/articles/s41380-024-02875-0.pdf,Psilocybin -> Substance use disorder,in_database,true,hybrid,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41380-024-02875-0__43229a6746.pdf,10.1038/s41380-024-02875-0,Psilocybin increases emotional empathy in patients with major depression,2024
,Rebecca Harding; Neomi Singer; Matthew B. Wall; Talma Hendler; David Erritzøe; David Nutt; Robin Carhart‐Harris; Leor Roseman,https://www.nature.com/articles/s41380-025-03035-8.pdf,Psilocybin -> Major depressive disorder,in_database,true,hybrid,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41380-025-03035-8__772c3b86db.pdf,10.1038/s41380-025-03035-8,Dissociable effects of psilocybin and escitalopram for depression on processing of musical surprises,2025
,Paul E. Croarkin; Ahmed Z. Elmaadawi; Scott T. Aaronson; G. Randolph Schrodt; Richard C. Holbert; Sarah Verdoliva; Karen Heart; Mark A. Demitrack; Jeffrey R. Strawn,https://www.nature.com/articles/s41386-020-00829-y.pdf,Psilocybin -> Treatment-resistant depression,in_database,true,bronze,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41386-020-00829-y__8f0a97d880.pdf,10.1038/s41386-020-00829-y,"Left prefrontal transcranial magnetic stimulation for treatment-resistant depression in adolescents: a double-blind, randomized, sham-controlled trial",2020
,Cristan Farmer; Jessica R. Gilbert; Ruin Moaddel; Jomy George; Lilian Adeojo; Jacqueline Lovett; Allison C. Nugent; Bashkim Kadriu; Peixiong Yuan; Todd D. Gould,https://www.nature.com/articles/s41386-020-0663-6.pdf,Psilocybin -> Treatment-resistant depression,in_database,true,bronze,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41386-020-0663-6__89af304c91.pdf,10.1038/s41386-020-0663-6,"Ketamine metabolites, clinical response, and gamma power in a randomized, placebo-controlled, crossover trial for treatment-resistant major depression",2020
,Natasha L. Mason; Kim P. C. Kuypers; Felix Müller; Johannes T. Reckweg; Desmond H. Y. Tse; Stefan W. Toennes; Nadia R. P. W. Hutten; Jacobus F.A. Jansen; Peter Stiers; Amanda Feilding,https://www.nature.com/articles/s41386-020-0718-8.pdf,Psilocybin -> Treatment-resistant depression,in_database,true,hybrid,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41386-020-0718-8__10d41ee34e.pdf,10.1038/s41386-020-0718-8,"Me, myself, bye: regional alterations in glutamate and the experience of ego dissolution with psilocybin",2020
,James C. Garbutt; Alexei B. Kampov‐Polevoy; Cort A. Pedersen; Melissa Stansbury; Robyn Jordan; Laura Willing; Robert Gallop,https://www.nature.com/articles/s41386-021-01055-w.pdf,Psilocybin -> Alcohol use disorder,in_database,true,hybrid,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41386-021-01055-w__0f4581f1a5.pdf,10.1038/s41386-021-01055-w,"Efficacy and tolerability of baclofen in a U.S. community population with alcohol use disorder: a dose-response, randomized, controlled trial",2021
,Friederike Holze; Laura Ley; Felix Müller; A. Becker; Isabelle Straumann; Patrick Vizeli; Sebastian Silva Kuehne; M. Röder; Urs Duthaler; Karolina E. Kolaczynska,https://www.nature.com/articles/s41386-022-01297-2.pdf,Psilocybin -> Treatment-resistant depression,in_database,true,hybrid,already_present,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41386-022-01297-2__e2050d0b80.pdf,10.1038/s41386-022-01297-2,Direct comparison of the acute effects of lysergic acid diethylamide and psilocybin in a double-blind placebo-controlled study in healthy subjects,2022
,Deepak Cyril D’Souza; Shariful A. Syed; L. Taylor Flynn; Hamideh Safi-Aghdam; Nicholas V. Cozzi; Mohini Ranganathan,https://www.nature.com/articles/s41386-022-01344-y.pdf,Psilocybin -> Treatment-resistant depression,in_database,true,bronze,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41386-022-01344-y__29b56c597d.pdf,10.1038/s41386-022-01344-y,"Exploratory study of the dose-related safety, tolerability, and efficacy of dimethyltryptamine (DMT) in healthy volunteers and major depressive disorder",2022
,Sarah K. Fineberg; Esther Y. Choi; Rosa Shapiro-Thompson; Khushwant Dhaliwal; Eli Neustadter; Madison Sakheim; Kaylee E. Null; Daniel Trujillo-Díaz; Jocelyne Rondeau; Giana F. Pittaro,https://pmc.ncbi.nlm.nih.gov/articles/PMC10209175/pdf/41386_2023_Article_1540.pdf,Ketamine -> Suicidal ideation,in_database,true,green,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41386-023-01540-4__32c4740ba3.pdf,10.1038/s41386-023-01540-4,A pilot randomized controlled trial of ketamine in Borderline Personality Disorder,2023
,Alejandro Torrado Pacheco; Randall J. Olson; Gabriela Garza; Bita Moghaddam,https://www.nature.com/articles/s41386-023-01545-z.pdf,Ayahuasca -> Major depressive disorder,in_database,true,hybrid,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41386-023-01545-z__3b25826193.pdf,10.1038/s41386-023-01545-z,Acute psilocybin enhances cognitive flexibility in rats,2023
,Naim Zaki; Li Chen; Rosanne Lane; Teodora Doherty; Wayne C. Drevets; Randall L. Morrison; Gerard Sanacora; Samuel T. Wilkinson; Vanina Popova; Dong‐Jing Fu,https://www.nature.com/articles/s41386-023-01577-5.pdf,S-ketamine -> Treatment-resistant depression,in_database,true,hybrid,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41386-023-01577-5__f6885b2292.pdf,10.1038/s41386-023-01577-5,Long-term safety and maintenance of response with esketamine nasal spray in participants with treatment-resistant depression: interim results of the SUSTAIN-3 study,2023
,Nicholas Murphy; Amanda J. F. Tamman; Marijn Lijffijt; Dania Amarneh; Sidra Iqbal; Alan C. Swann; Lynnette A. Averill; Brittany O’Brien; Sanjay J. Mathew,https://www.nature.com/articles/s41386-023-01586-4.pdf,Ketamine -> Treatment-resistant depression,in_database,true,hybrid,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41386-023-01586-4__e2c3560a8b.pdf,10.1038/s41386-023-01586-4,Neural complexity EEG biomarkers of rapid and post-rapid ketamine effects in late-life treatment-resistant depression: a randomized control trial,2023
,Sanne J.H. van Rooij; Amanda R. Arulpragasam; William M. McDonald; Noah S. Philip,https://www.nature.com/articles/s41386-023-01599-z.pdf,Psilocybin -> Generalized anxiety disorder,in_database,true,hybrid,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41386-023-01599-z__0174129a1e.pdf,10.1038/s41386-023-01599-z,Accelerated TMS - moving quickly into the future of depression treatment,2023
,Laura Ley; Friederike Holze; Denis Arikci; A. Becker; Isabelle Straumann; Aaron Klaiber; Fabio Coviello; Sophie Dierbach; Jan Thomann; Urs Duthaler,https://www.nature.com/articles/s41386-023-01607-2.pdf,LSD -> Anxiety associated with life-threatening disease | Psilocybin -> Major depressive disorder,in_database,true,hybrid,already_present,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41386-023-01607-2__e271d968ce.pdf,10.1038/s41386-023-01607-2,"Comparative acute effects of mescaline, lysergic acid diethylamide, and psilocybin in a randomized, double-blind, placebo-controlled cross-over study in healthy participants",2023
,Isabelle Straumann; Laura Ley; Friederike Holze; A. Becker; Aaron Klaiber; Kathrin Wey; Urs Duthaler; Nimmy Varghese; Anne Eckert; Matthias E. Liechti,https://www.nature.com/articles/s41386-023-01609-0.pdf,LSD -> Anxiety associated with life-threatening disease,in_database,true,hybrid,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41386-023-01609-0__1dc5f2e4df.pdf,10.1038/s41386-023-01609-0,Acute effects of MDMA and LSD co-administration in a double-blind placebo-controlled study in healthy participants,2023
,Guy M. Goodwin; Megan Croal; David Feifel; John R. Kelly; Lindsey Marwood; Sunil Mistry; Veronica O’Keane; Stéphanie Knatz Peck; Hollie Simmons; Claudia Sisa,https://www.nature.com/articles/s41386-023-01648-7.pdf,Psilocybin -> Treatment-resistant depression,in_database,true,hybrid,already_present,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41386-023-01648-7__83155a3205.pdf,10.1038/s41386-023-01648-7,Psilocybin for treatment resistant depression in patients taking a concomitant SSRI medication,2023
,Jennifer Mitchell; B. Anderson,https://www.nature.com/articles/s41386-023-01656-7.pdf,Psilocybin -> Anorexia nervosa,in_database,true,hybrid,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41386-023-01656-7__47cf93b535.pdf,10.1038/s41386-023-01656-7,"Psychedelic therapies reconsidered: compounds, clinical indications, and cautious optimism",2023
,Steven M. Paul; William Z. Potter,https://www.nature.com/articles/s41386-023-01690-5.pdf,Psilocybin -> Methamphetamine use disorder,in_database,true,hybrid,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41386-023-01690-5__a2555a06fa.pdf,10.1038/s41386-023-01690-5,Finding new and better treatments for psychiatric disorders,2023
,Mehdi Sekssaoui; Joël Bockaert; Philippe Marin; Carine Bécamel,https://www.nature.com/articles/s41386-024-01794-6.pdf,Psilocybin -> Eating disorders,in_database,true,hybrid,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41386-024-01794-6__92c5ea2543.pdf,10.1038/s41386-024-01794-6,Antidepressant-like effects of psychedelics in a chronic despair mouse model: is the 5-HT2A receptor the unique player?,2024
,Ellen Bradley; Kimberly Sakai; Gisele Fernandes‐Osterhold; Balázs Szigeti; Connie Ludwig; Jill L. Ostrem; Caroline M. Tanner; Meredith Bock; Katiah Llerena; Patrick R. Finley,https://www.nature.com/articles/s41386-025-02097-0.pdf,Psilocybin -> Cancer-related anxiety and depression,in_database,true,hybrid,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41386-025-02097-0__e44ea7363e.pdf,10.1038/s41386-025-02097-0,Psilocybin therapy for mood dysfunction in Parkinson’s disease: an open-label pilot trial,2025
,Nan Wang; Ting Ma; Bin Yu,https://www.nature.com/articles/s41392-023-01341-7.pdf,LSD -> Anxiety associated with life-threatening disease,in_database,true,gold,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41392-023-01341-7__7db1aad7f3.pdf,10.1038/s41392-023-01341-7,Targeting epigenetic regulators to overcome drug resistance in cancers,2023
,Lulu Cui; Shu Li; Siman Wang; Xiafang Wu; Yingyu Liu; Weiyang Yu; Yijun Wang; Yong Tang; Maosheng Xia; Baoman Li,https://www.nature.com/articles/s41392-024-01738-y.pdf,Psilocybin -> Treatment-resistant depression,in_database,true,gold,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41392-024-01738-y__989be1b606.pdf,10.1038/s41392-024-01738-y,"Major depressive disorder: hypothesis, mechanism, prevention and treatment",2024
,Andrew J. Westphal; Michael E. Ballard; Nicholas Rodriguez; Taylor A. Vega; Mark D’Esposito; Andrew S. Kayser,https://www.nature.com/articles/s41398-021-01512-6.pdf,MDMA -> Post-traumatic stress disorder,in_database,true,gold,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41398-021-01512-6__0ee881330f.pdf,10.1038/s41398-021-01512-6,"Working memory, cortical dopamine tone, and frontoparietal brain recruitment in post-traumatic stress disorder: a randomized controlled trial",2021
,Manoj K. Doss; Michal Považan; Monica D. Rosenberg; Nathan D. Sepeda; Alan K. Davis; Patrick H. Finan; Gwenn S. Smith; James J. Pekar; Peter B. Barker; Roland R. Griffiths,https://www.nature.com/articles/s41398-021-01706-y.pdf,Psilocybin -> Treatment-resistant depression,in_database,true,gold,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41398-021-01706-y__2e203ad776.pdf,10.1038/s41398-021-01706-y,Psilocybin therapy increases cognitive and neural flexibility in patients with major depressive disorder,2021
,Nicole Fadahunsi; Jens Lund; Alberte Wollesen Breum; Cecilie Vad Mathiesen; Isabella Beck Larsen; Gitte M. Knudsen; Anders B. Klein; Christoffer Clemmensen,https://www.nature.com/articles/s41398-022-02103-9.pdf,Psilocybin -> Anorexia nervosa,in_database,true,gold,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41398-022-02103-9__7709e1e53c.pdf,10.1038/s41398-022-02103-9,Acute and long-term effects of psilocybin on energy balance and feeding behavior in mice,2022
,Mary Butler; Thomaz F. S. Bastiaanssen; Caitríona M. Long-Smith; Sabrina Mörkl; Kirsten Berding; Nathaniel L. Ritz; Conall Strain; Dhrati Patangia; Shriram Patel; Catherine Stanton,https://www.nature.com/articles/s41398-023-02325-5.pdf,MDMA -> Autism spectrum disorder,in_database,true,gold,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41398-023-02325-5__922f488319.pdf,10.1038/s41398-023-02325-5,The gut microbiome in social anxiety disorder: evidence of altered composition and function,2023
,Patrick Bach; Mathias Luderer; Ulf Müller; Martin Jakobs; Juan Carlos Baldermann; Jürgen Voges; Karl Kiening; Anke Lux; Veerle Visser‐Vandewalle; Joachim Klosterkötter,https://www.nature.com/articles/s41398-023-02337-1.pdf,Psilocybin -> Alcohol use disorder,in_database,true,gold,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41398-023-02337-1__e3207497b3.pdf,10.1038/s41398-023-02337-1,Deep brain stimulation of the nucleus accumbens in treatment-resistant alcohol use disorder: a double-blind randomized controlled multi-center trial,2023
,Devin P. Effinger; Sema G. Quadir; M. C. Ramage; Meredith G Cone; Melissa A. Herman,https://www.nature.com/articles/s41398-023-02414-5.pdf,Psilocybin -> Anorexia nervosa,in_database,true,gold,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41398-023-02414-5__6a2965d4f6.pdf,10.1038/s41398-023-02414-5,Sex-specific effects of psychedelic drug exposure on central amygdala reactivity and behavioral responding,2023
,Jared M. Kopelman; Timothy A. Keller; Benjamin Panny; Angela Griffo; Michelle Degutis; Crystal Spotts; Nicolas Cruz; Elizabeth Bell; Kevin Do-Nguyen; Meredith L. Wallace,https://www.nature.com/articles/s41398-023-02451-0.pdf,Psilocybin -> Treatment-resistant depression | Ketamine -> Treatment-resistant depression,in_database,true,gold,already_present,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41398-023-02451-0__6e4ed5fa36.pdf,10.1038/s41398-023-02451-0,Rapid neuroplasticity changes and response to intravenous ketamine: a randomized controlled trial in treatment-resistant depression,2023
,Sandeep Singh; Alexander Botvinnik; Orr Shahar; Gilly Wolf; Corel Yakobi; Michal Saban; Adham Salama; Amit Lotan; Bernard Lerer; Tzuri Lifschytz,https://www.nature.com/articles/s41398-023-02456-9.pdf,Psilocybin -> Generalized anxiety disorder,in_database,true,gold,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41398-023-02456-9__61d584b281.pdf,10.1038/s41398-023-02456-9,Effect of psilocybin on marble burying in ICR mice: role of 5-HT1A receptors and implications for the treatment of obsessive-compulsive disorder,2023
,Sarah M. Szymkowicz; Andrew Gerlach; Damek Homiack; Warren D. Taylor,https://www.nature.com/articles/s41398-023-02464-9.pdf,S-ketamine -> Treatment-resistant depression,in_database,true,gold,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41398-023-02464-9__5f4d0c6225.pdf,10.1038/s41398-023-02464-9,Biological factors influencing depression in later life: role of aging processes and treatment implications,2023
,Zhiying Zhao; Or Duek; Rebecca Seidemann; Charles Gordon; Christopher J. Walsh; Emma Romaker; William N. Koller; Márk Horváth; Jitendra Awasthi; Yao Wang,https://www.nature.com/articles/s41398-023-02467-6.pdf,MDMA -> Post-traumatic stress disorder,in_database,true,gold,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41398-023-02467-6__1655fda314.pdf,10.1038/s41398-023-02467-6,"Amygdala downregulation training using fMRI neurofeedback in post-traumatic stress disorder: a randomized, double-blind trial",2023
,Severin B. Vogt; Laura Ley; Livio Erne; Isabelle Straumann; A. Becker; Aaron Klaiber; Friederike Holze; Anja Vandersmissen; Lorenz Mueller; Urs Duthaler,https://www.nature.com/articles/s41398-023-02477-4.pdf,Ayahuasca -> Major depressive disorder,in_database,true,gold,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41398-023-02477-4__5816687ac2.pdf,10.1038/s41398-023-02477-4,Acute effects of intravenous DMT in a randomized placebo-controlled study in healthy participants,2023
,Matteo Malgaroli; Thomas D. Hull; James M Zech; Tim Althoff,https://www.nature.com/articles/s41398-023-02592-2.pdf,MDMA -> Post-traumatic stress disorder,in_database,true,gold,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41398-023-02592-2__17e92bf9b7.pdf,10.1038/s41398-023-02592-2,Natural language processing for mental health interventions: a systematic review and research framework,2023
,Jonathan Reinwald; Christian N. Schmitz; Ivan Skorodumov; Martin Kuchař; Wolfgang Weber‐Fahr; Rainer Spanagel; Marcus W. Meinhardt,https://www.nature.com/articles/s41398-023-02690-1.pdf,Psilocybin -> Alcohol use disorder,in_database,true,gold,already_present,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41398-023-02690-1__bc7d1c5dd2.pdf,10.1038/s41398-023-02690-1,Psilocybin-induced default mode network hypoconnectivity is blunted in alcohol-dependent rats,2023
,Qiang He; Wenjing Wang; Dingkang Xu; Yang Xiong; Chuanyuan Tao; Chao You; Lu Ma; Junpeng Ma,https://www.nature.com/articles/s41398-024-02765-7.pdf,MDMA -> Autism spectrum disorder,in_database,true,gold,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41398-024-02765-7__5f26b16b77.pdf,10.1038/s41398-024-02765-7,Potential causal association between gut microbiome and posttraumatic stress disorder,2024
,Elizabeth D. Ballard; Deanna Greenstein; Philip T. Reiss; Ciprian M. Crainiceanu; Erjia Cui; Wallace C. Duncan; Nadia S. Hejazi; Carlos A. Zarate,https://www.nature.com/articles/s41398-024-02956-2.pdf,Ketamine -> Suicidal ideation,in_database,true,gold,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41398-024-02956-2__a9bdc2c652.pdf,10.1038/s41398-024-02956-2,Functional changes in sleep-related arousal after ketamine administration in individuals with treatment-resistant depression,2024
,Z. Shen; Daiquan Gao; Xue Lv; Hongxing Wang; Weihua Yue,https://www.nature.com/articles/s41398-024-02973-1.pdf,Ketamine -> Suicidal ideation,in_database,true,gold,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41398-024-02973-1__01ace4ddd9.pdf,10.1038/s41398-024-02973-1,A meta-analysis of the effects of ketamine on suicidal ideation in depression patients,2024
,Qingming Liu; Huimin Cui; Jiali Li; Ying Shen; Lei Zhang; Hui Zheng,https://www.nature.com/articles/s41398-024-03000-z.pdf,Psilocybin -> Methamphetamine use disorder,in_database,true,gold,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41398-024-03000-z__af5a4d8521.pdf,10.1038/s41398-024-03000-z,Modulation of dlPFC function and decision-making capacity by repetitive transcranial magnetic stimulation in methamphetamine use disorder,2024
,Gustavo C. Medeiros; Isabella Demo; Fernando S. Goes; Carlos A. Zarate; Todd D. Gould,https://www.nature.com/articles/s41398-024-03180-8.pdf,S-ketamine -> Major depressive disorder | S-ketamine -> Treatment-resistant depression,in_database,true,gold,already_present,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41398-024-03180-8__445400f6a8.pdf,10.1038/s41398-024-03180-8,Personalized use of ketamine and esketamine for treatment-resistant depression,2024
,Ines Erkizia-Santamaría; Igor Horrillo; Nerea Martínez-Álvarez; David A. Pérez-Martínez; Guadalupe Rivero; Amaia M. Erdozain; J. Javier Meana; Jorge E. Ortega,https://www.nature.com/articles/s41398-025-03421-4.pdf,Psilocybin -> End-of-life anxiety,in_database,true,gold,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41398-025-03421-4__57b3960687.pdf,10.1038/s41398-025-03421-4,Evaluation of behavioural and neurochemical effects of psilocybin in mice subjected to chronic unpredictable mild stress,2025
,Jing-Li Yue; Rujia Wang; Sijing Chen; Xiao Lin; Qing Fang; Xiaojie Guo; Yekun Sun; Kai Yuan; Yanping Bao; Jie Shi,https://www.nature.com/articles/s41398-025-03474-5.pdf,Psilocybin -> Methamphetamine use disorder,in_database,true,gold,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41398-025-03474-5__c97a626af0.pdf,10.1038/s41398-025-03474-5,Effect of conditioned stimuli-triggered memory retrieval-extinction in patients with methamphetamine use disorder,2025
,Qiuping Huang; Xinxin Chen; Xuhao Wang; Ying Tang; Wenwu Wang; Chao Li; Yaxiong Nie; Shaolin Peng; Zhao Lin; Hongxian Chen,https://www.nature.com/articles/s41398-025-03553-7.pdf,Psilocybin -> Methamphetamine use disorder,in_database,true,gold,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41398-025-03553-7__076205aa23.pdf,10.1038/s41398-025-03553-7,Virtual reality-based cue exposure therapy reduces psychological craving in men with methamphetamine use disorder: a randomized controlled trial,2025
,Michelle Harvie; Mary Pegington; Anthony Howell; Yit Lim; Karen Livingstone; Danielle E. Rose; Debbie McMullan; Anthony Maxwell; Emma Barrett; Katharine Sellers,https://www.nature.com/articles/s41416-025-03129-8.pdf,Psilocybin -> Cancer-related anxiety and depression,in_database,true,hybrid,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/disorder/pdfs/10.1038_s41416-025-03129-8__c489ab5bf9.pdf,10.1038/s41416-025-03129-8,Randomised phase-2 screening trial of intermittent energy restriction plus resistance exercise versus resistance exercise alone during chemotherapy for advanced breast cancer,2025
