action_reason,authors,best_pdf_url,contexts,funders,grant_ids,has_correction,is_retracted,journal_eissn,journal_issn,keywords,language,library_status,mesh_terms,metadata_lookup_error,metadata_lookup_warnings,metadata_missing_reason,metadata_provider,metadata_provider_chain,open_access_is_oa,open_access_status,paper_metadata_schema_version,pdf_download_selected_url,pdf_download_status,pdf_local_path,pdf_url_candidates,pmc_europepmc_pdf_url,pmc_oa_checked,pmc_oa_license,pmc_oa_pdf_url,publication_date,publication_relations,publication_type,publisher,related_dois,semantic_scholar_id,study_doi,study_journal,study_title,study_year,trial_registry_ids,unpaywall_best_pdf_url,unpaywall_checked,unpaywall_oa_status,unpaywall_pdf_url_candidates
,Sergio Mena; Allison Cruikshank; Janet Best; H. F. Nijhout; Michael C. Reed; Parastoo Hashemi,https://europepmc.org/api/getPdf?pmcid=PMC11162477,5-HT1B,U.S. Department of Health &amp; Human Services | National Institutes of Health (NIH),R01MH106563,,,2399-3642,2399-3642,,eng,needs_download,Serotonin Plasma Membrane Transport Proteins / metabolism | Animals | Selective Serotonin Reuptake Inhibitors / pharmacology | Mice | Inflammation / drug therapy | Inflammation / metabolism | Escitalopram / pharmacology | Hippocampus / metabolism | Hippocampus / drug effects | Serotonin / metabolism | Humans | Citalopram / pharmacology,,,,pubmed,pubmed|pmc|unpaywall,true,gold,paper_metadata_v2,,skipped,,https://europepmc.org/api/getPdf?pmcid=PMC11162477 | https://pmc.ncbi.nlm.nih.gov/articles/PMC11162477/pdf/42003_2024_Article_6240.pdf | https://www.nature.com/articles/s42003-024-06240-3.pdf,,true,CC BY,,2024-06-08,,journal-article,Springer Science and Business Media LLC,,,10.1038/s42003-024-06240-3,Communications Biology,Modulation of serotonin transporter expression by escitalopram under inflammation,2024,,https://europepmc.org/api/getPdf?pmcid=PMC11162477,true,gold,https://europepmc.org/api/getPdf?pmcid=PMC11162477 | https://pmc.ncbi.nlm.nih.gov/articles/PMC11162477/pdf/42003_2024_Article_6240.pdf | https://www.nature.com/articles/s42003-024-06240-3.pdf
,Louise Turner; Jean‐Baptiste Raina; Unnikrishnan Kuzhiumparambil; Kittikun Songsomboom; J. L. Matthews,https://europepmc.org/api/getPdf?pmcid=PMC12081619,DOM,,,,,2399-3642,2399-3642,,eng,needs_download,Symbiosis | Animals | Heat-Shock Response | Inositol / metabolism | Dinoflagellida / physiology | Dinoflagellida / metabolism | Anthozoa / physiology | Anthozoa / metabolism | Cnidaria / physiology | Cnidaria / metabolism | Biological Transport | Metabolome,,,,pubmed,pubmed|pmc,true,gold,paper_metadata_v2,,skipped,,https://europepmc.org/api/getPdf?pmcid=PMC12081619 | https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_pdf/70/1d/42003_2025_Article_8182.PMC12081619.pdf,https://europepmc.org/api/getPdf?pmcid=PMC12081619,true,CC BY-NC-ND,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_pdf/70/1d/42003_2025_Article_8182.PMC12081619.pdf,2025-05-15,,Journal Article,,,,10.1038/s42003-025-08182-w,Communications biology,Inhibiting inositol transport disrupts metabolite profiles and mimics heat stress in a model cnidarian-Symbiodiniaceae symbiosis,2025,,,,,
,Yuma Matsuzaki; Fumiya K. Sano; Hidetaka S. Oshima; Hiroaki Akasaka; Kazuhiro Kobayashi; Tatsuki Tanaka; Yuzuru Itoh; Wataru Shihoya; Yoshiaki Kise; Tsukasa Kusakizako,https://europepmc.org/api/getPdf?pmcid=PMC12205060,D1 receptor (DRD1),MEXT | Japan Society for the Promotion of Science (JSPS) | MEXT | JST | Core Research for Evolutional Science and Technology (CREST),JP21H05037 | JPMJCR20E2,,,2399-3642,2399-3642,,eng,needs_download,"Humans | Cryoelectron Microscopy | Ligands | Receptors, Histamine H4 / metabolism | Receptors, Histamine H4 / chemistry | Protein Binding | Receptors, Histamine / metabolism | Receptors, Histamine / chemistry | GTP-Binding Proteins / metabolism | GTP-Binding Proteins / chemistry | Receptors, Histamine H1 / metabolism | Receptors, Histamine H1 / chemistry | Histamine / metabolism | Protein Conformation | HEK293 Cells | Models, Molecular | Animals",,,,pubmed,pubmed|pmc,true,gold,paper_metadata_v2,,skipped,,https://europepmc.org/api/getPdf?pmcid=PMC12205060 | https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_pdf/0d/62/42003_2025_Article_8363.PMC12205060.pdf,https://europepmc.org/api/getPdf?pmcid=PMC12205060,true,CC BY-NC-ND,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_pdf/0d/62/42003_2025_Article_8363.PMC12205060.pdf,2025-06-27,,Journal Article,,,,10.1038/s42003-025-08363-7,Communications biology,Structural insights into ligand recognition and G protein preferences across histamine receptors,2025,,,,,
,Andréanne Laniel; Brian Holleran; Émy Labonté; Sarah-Janne Grondin; Pierre-Luc Boudreault; Christine Lavoie,https://europepmc.org/api/getPdf?pmcid=PMC12663142,DOB,Gouvernement du Canada | Natural Sciences and Engineering Research Council of Canada (Conseil de Recherches en Sciences Naturelles et en Génie du Canada),RGPIN-2020-06468,,,2399-3642,2399-3642,,eng,needs_download,"Endosomes / metabolism | Humans | Protein Transport | GTP-Binding Protein alpha Subunits, Gs / metabolism | HEK293 Cells | Receptors, G-Protein-Coupled / metabolism | Signal Transduction | Cell Membrane / metabolism | Endocytosis | Receptors, Adrenergic, beta-2 / metabolism",,,,pubmed,pubmed|pmc|unpaywall,true,gold,paper_metadata_v2,,skipped,,https://europepmc.org/api/getPdf?pmcid=PMC12663142 | https://www.nature.com/articles/s42003-025-09117-1.pdf,,true,CC BY,,2025-11-28,,journal-article,Springer Science and Business Media LLC,,,10.1038/s42003-025-09117-1,Communications Biology,Class A and B GPCRs trigger rapid Gαs translocation to late and slow recycling endosomes,2025,,https://europepmc.org/api/getPdf?pmcid=PMC12663142,true,gold,https://europepmc.org/api/getPdf?pmcid=PMC12663142 | https://www.nature.com/articles/s42003-025-09117-1.pdf
,Richard Betzel; Maria Grazia Puxeddu; C. Seguin; Vincent Bazinet; Andrea I. Luppi; Alina N. Podschun; S. Parker Singleton; Joshua Faskowitz; Vibin Parakkattu; Bratislav Misic,https://europepmc.org/api/getPdf?pmcid=PMC13066548,5-HT6,,,,,2399-3642,2399-3642,,eng,needs_download,"Humans | Connectome / methods | Brain / physiology | Models, Neurological | Nerve Net / physiology",,,,pubmed,pubmed|pmc,true,gold,paper_metadata_v2,,skipped,,https://europepmc.org/api/getPdf?pmcid=PMC13066548 | https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_pdf/98/1b/42003_2026_Article_9560.PMC13066548.pdf,https://europepmc.org/api/getPdf?pmcid=PMC13066548,true,CC BY-NC-ND,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_pdf/98/1b/42003_2026_Article_9560.PMC13066548.pdf,2026-02-28,UpdateOf PMID:38463980 bioRxiv. 2024 Feb 28:2024.02.27.581006. doi: 10.1101/2024.02.27.581006.,Journal Article,,10.1101/2024.02.27.581006,,10.1038/s42003-026-09560-8,Communications biology,Controlling the human connectome with spatially diffuse input signals,2026,,,,,
,Jiansheng Jiang; Abir K. Panda; Kannan Natarajan; Haotian Lei; Shikha Sharma; Lisa F. Boyd; Reanne R. Towler; Sruthi Chempati; Javeed Ahmad; Abraham J. Morton,https://europepmc.org/api/getPdf?pmcid=PMC12966442,DOB,"Division of Intramural Research, National Institute of Allergy and Infectious Diseases (Division of Intramural Research of the NIAID)",ZIA AI000622-34,,,2399-3642,2399-3642,,eng,needs_download,"Animals | Humans | Mice | Killer Cells, Natural / immunology | Histocompatibility Antigens Class I / immunology | Cryoelectron Microscopy | Antibodies, Monoclonal / chemistry | Antibodies, Monoclonal / immunology | Antibodies, Monoclonal / pharmacology | Crystallography, X-Ray | Receptors, KIR | Receptors, Natural Killer Cell / immunology | Receptors, Natural Killer Cell / metabolism | Pancreatic Neoplasms / immunology | Cell Line, Tumor | Models, Molecular",,,,pubmed,pubmed|pmc|unpaywall,true,gold,paper_metadata_v2,,skipped,,https://europepmc.org/api/getPdf?pmcid=PMC12966442,,true,CC BY,,2026-02-02,UpdateOf PMID:41333432 Res Sq. 2025 Oct 31:rs.3.rs-7133881. doi: 10.21203/rs.3.rs-7133881/v1.,journal-article,Springer Science and Business Media LLC,10.21203/rs.3.rs-7133881/v1,,10.1038/s42003-026-09641-8,Communications Biology,Structural mechanism of anti-MHC-I antibody blocking of inhibitory NK cell receptors in tumor immunity,2026,,https://europepmc.org/api/getPdf?pmcid=PMC12966442,true,gold,https://europepmc.org/api/getPdf?pmcid=PMC12966442
,Wangwei Zhang; Mingyue Xu; Chong Wang; Hongyue Liang; Xu Zhu; Ying Pan; Feng Guo,https://europepmc.org/api/getPdf?pmcid=PMC12924788,MDMA -> SERT (SLC6A4),National Natural Science Foundation of China (National Science Foundation of China),82473906,,,2399-3642,2399-3642,,eng,needs_download,"Humans | Substance-Related Disorders / genetics | Substance-Related Disorders / complications | Epigenesis, Genetic | Depression / genetics | Depression / etiology | Animals | DNA Methylation",,,,pubmed,pubmed|pmc,true,gold,paper_metadata_v2,,skipped,,https://europepmc.org/api/getPdf?pmcid=PMC12924788 | https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_pdf/5b/68/42003_2026_Article_9705.PMC12924788.pdf,https://europepmc.org/api/getPdf?pmcid=PMC12924788,true,CC BY-NC-ND,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_pdf/5b/68/42003_2026_Article_9705.PMC12924788.pdf,2026-02-21,,Journal Article | Review,,,,10.1038/s42003-026-09705-9,Communications biology,Addictive drug abuse and depression-a focus on epigenetics,2026,,,,,
,Vasileios Papalazarou; Alice C. Newman; Alejandro Huerta-Uribe; Nathalie M. Legrave; Mattia Falcone; Tong Zhang; Lynn McGarry; Dimitris Athineos; Emma Shanks; Karen Blyth,https://europepmc.org/api/getPdf?pmcid=PMC10730406,MDA,Cancer Research UK | Wellcome Trust,29799 | CC2073,,,2522-5812,2522-5812,,eng,needs_download,Animals | Membrane Transport Proteins / metabolism | Biological Transport | Amino Acids / metabolism | Serine / metabolism | Colorectal Neoplasms / genetics | Mammals / metabolism,,,,pubmed,pubmed|pmc|unpaywall,true,hybrid,paper_metadata_v2,,skipped,,https://europepmc.org/api/getPdf?pmcid=PMC10730406 | https://pmc.ncbi.nlm.nih.gov/articles/PMC10730406/pdf/42255_2023_Article_936.pdf | https://eprints.gla.ac.uk/308778/2/308778_Suppl.pdf | https://www.nature.com/articles/s42255-023-00936-2.pdf,,true,CC BY,,2023-12-08,,journal-article,Springer Science and Business Media LLC,,,10.1038/s42255-023-00936-2,Nature Metabolism,Phenotypic profiling of solute carriers characterizes serine transport in cancer,2023,,https://europepmc.org/api/getPdf?pmcid=PMC10730406,true,hybrid,https://europepmc.org/api/getPdf?pmcid=PMC10730406 | https://pmc.ncbi.nlm.nih.gov/articles/PMC10730406/pdf/42255_2023_Article_936.pdf | https://eprints.gla.ac.uk/308778/2/308778_Suppl.pdf | https://www.nature.com/articles/s42255-023-00936-2.pdf
,Julian Damashek; Aimee Oyinlade Okotie-Oyekan; Scott Michael Gifford; Alexey Vorobev; Mary Ann Moran; James Timothy Hollibaugh,https://europepmc.org/api/getPdf?pmcid=PMC9723583,DOM,National Science Foundation (NSF),1656311,,,2730-6151,2730-6151,,eng,needs_download,,,,,pubmed,pubmed|pmc|unpaywall,true,gold,paper_metadata_v2,,skipped,,https://europepmc.org/api/getPdf?pmcid=PMC9723583 | https://www.nature.com/articles/s43705-021-00002-6.pdf,,true,CC BY,,2021-03-22,,journal-article,Oxford University Press (OUP),,,10.1038/s43705-021-00002-6,ISME Communications,"Transcriptional activity differentiates families of Marine Group II
                    <i>Euryarchaeota</i>
                    in the coastal ocean",2021,,https://europepmc.org/api/getPdf?pmcid=PMC9723583,true,gold,https://europepmc.org/api/getPdf?pmcid=PMC9723583 | https://www.nature.com/articles/s43705-021-00002-6.pdf
,Clayton Olash; Derrick Matthew Buchanan; Randi Brown; Afik Faerman; Kirsten Cherian; George Lin; David Spiegel; James J. Gross; Nolan Williams,https://europepmc.org/api/getPdf?pmcid=PMC12860795,Noribogaine,,,,,2731-4251,2731-4251,,eng,needs_download,,,,,pubmed,pubmed|pmc|unpaywall,true,gold,paper_metadata_v2,,skipped,,https://europepmc.org/api/getPdf?pmcid=PMC12860795 | https://www.nature.com/articles/s44184-026-00185-7.pdf,,true,CC BY,,2026-01-31,,journal-article,Springer Science and Business Media LLC,,,10.1038/s44184-026-00185-7,npj Mental Health Research,Accelerated recovery using magnesium ibogaine: characterizing the subjective experience of its rapid healing from neuropsychiatric disorders,2026,,https://europepmc.org/api/getPdf?pmcid=PMC12860795,true,gold,https://europepmc.org/api/getPdf?pmcid=PMC12860795 | https://www.nature.com/articles/s44184-026-00185-7.pdf
,Aaron Kucyi; Julia W. Y. Kam; Jessica R. Andrews-Hanna; Kalina Christoff; Susan Whitfield-Gabrieli,https://europepmc.org/api/getPdf?pmcid=PMC10653280,Psilocybin -> 5-HT2A,NIMH NIH HHS,R01 MH125414 | R21 MH127384 | R21 MH129630,,,2731-6076,2731-6076,,eng,needs_download,,,,,pubmed,pubmed|pmc|unpaywall,true,bronze,paper_metadata_v2,,skipped,,https://europepmc.org/api/getPdf?pmcid=PMC10653280 | https://pmc.ncbi.nlm.nih.gov/articles/PMC10653280/pdf/nihms-1942070.pdf | https://www.nature.com/articles/s44220-023-00133-w.pdf,,true,,,2023-11-02,,journal-article,Springer Science and Business Media LLC,,,10.1038/s44220-023-00133-w,Nature Mental Health,Recent advances in the neuroscience of spontaneous and off-task thought: implications for mental health,2023,,https://europepmc.org/api/getPdf?pmcid=PMC10653280,true,bronze,https://europepmc.org/api/getPdf?pmcid=PMC10653280 | https://pmc.ncbi.nlm.nih.gov/articles/PMC10653280/pdf/nihms-1942070.pdf | https://www.nature.com/articles/s44220-023-00133-w.pdf
,Fabian Frommelt; Rene Ladurner; Ulrich Goldmann; Gernot Wolf; Alvaro Ingles-Prieto; Eva Lineiro-Retes; Zuzana Gelová; Ann-Katrin Hopp; Eirini Christodoulaki; Shao Thing Teoh,https://europepmc.org/api/getPdf?pmcid=PMC12130317,MDA,Innovative Medicines Initiative 2,777372,,,1744-4292,1744-4292,AP-MS | Protein–protein Interactions | Proteostasis | SLC Superfamily | Trafficking,eng,needs_download,Humans | Solute Carrier Proteins / metabolism | Solute Carrier Proteins / genetics | Proteomics / methods | Protein Interaction Maps | Protein Interaction Mapping / methods | Membrane Transport Proteins / metabolism | Membrane Transport Proteins / genetics | Protein Binding | Protein Transport | HEK293 Cells,,,,pubmed,pubmed|pmc|unpaywall,true,gold,paper_metadata_v2,,skipped,,https://europepmc.org/api/getPdf?pmcid=PMC12130317 | https://scholarlypublications.universiteitleiden.nl/access/item%3A4249095/view,,true,CC BY,,2025-05-12,,journal-article,Springer Science and Business Media LLC,,,10.1038/s44320-025-00109-1,Molecular Systems Biology,The solute carrier superfamily interactome,2025,,https://europepmc.org/api/getPdf?pmcid=PMC12130317,true,gold,https://europepmc.org/api/getPdf?pmcid=PMC12130317 | https://scholarlypublications.universiteitleiden.nl/access/item%3A4249095/view
,,https://link.springer.com/content/pdf/10.1038/scibx.2008.145.pdf,LSD -> mGluR2 (GRM2) | Psilocin -> 5-HT2A,,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 429:,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2008.145.pdf,,,,,2008-03,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2008.145,Science-Business eXchange,Metabotropic glutamate receptor subtype 2/3 (mGluR2/3); serotonin receptor (5-HT2A receptor),2008,,https://link.springer.com/content/pdf/10.1038/scibx.2008.145.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2008.145.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2008.400.pdf,MDMA -> NET (SLC6A2),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2008.400.pdf,,,,,2008-05,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2008.400,Science-Business eXchange,Norepinephrine transporter protein,2008,,https://link.springer.com/content/pdf/10.1038/scibx.2008.400.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2008.400.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2008.65.pdf,H1 receptor (HRH1),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2008.65.pdf,,,,,2008-02,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2008.65,Science-Business eXchange,Histamine H1 receptor; histamine H2 receptor; histidine decarboxylase (HDC),2008,,https://link.springer.com/content/pdf/10.1038/scibx.2008.65.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2008.65.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2008.678.pdf,CB1 receptor (CNR1),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2008.678.pdf,,,,,2008-08,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2008.678,Science-Business eXchange,Cannabinoid CB1 receptor,2008,,https://link.springer.com/content/pdf/10.1038/scibx.2008.678.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2008.678.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2008.736.pdf,CB2 receptor (CNR2),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2008.736.pdf,,,,,2008-08,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2008.736,Science-Business eXchange,Cannabinoid CB2 receptor,2008,,https://link.springer.com/content/pdf/10.1038/scibx.2008.736.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2008.736.pdf
,,https://link.springer.com/content/pdf/10.1038%2Fscibx.2008.8.pdf,CB1 receptor (CNR1),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038%2Fscibx.2008.8.pdf,,,,,2008-01,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2008.8,Science-Business eXchange,Cannabinoid CB1 receptor; cannabinoid CB2 receptor,2008,,https://link.springer.com/content/pdf/10.1038%2Fscibx.2008.8.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038%2Fscibx.2008.8.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2008.95.pdf,5-HT1B,,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2008.95.pdf,,,,,2008-02,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2008.95,Science-Business eXchange,Serotonin receptor (5-HT1B receptor),2008,,https://link.springer.com/content/pdf/10.1038/scibx.2008.95.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2008.95.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2009.1046.pdf,CB1 receptor (CNR1),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2009.1046.pdf,,,,,2009-07,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2009.1046,Science-Business eXchange,Cannabinoid CB1 receptor (CNR1),2009,,https://link.springer.com/content/pdf/10.1038/scibx.2009.1046.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2009.1046.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2009.1189.pdf,MDMA -> SERT (SLC6A4),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2009.1189.pdf,,,,,2009-08,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2009.1189,Science-Business eXchange,Serotonin (5-HT1A) receptor (HTR1A); serotonin transporter (SLC6A4; SERT),2009,,https://link.springer.com/content/pdf/10.1038/scibx.2009.1189.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2009.1189.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2009.1247.pdf,CB1 receptor (CNR1),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2009.1247.pdf,,,,,2009-08,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2009.1247,Science-Business eXchange,Cannabinoid CB1 receptor (CNR1),2009,,https://link.springer.com/content/pdf/10.1038/scibx.2009.1247.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2009.1247.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2009.1284.pdf,CB1 receptor (CNR1),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2009.1284.pdf,,,,,2009-08,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2009.1284,Science-Business eXchange,Cannabinoid CB1 receptor (CNR1),2009,,https://link.springer.com/content/pdf/10.1038/scibx.2009.1284.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2009.1284.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2009.1322.pdf,M1 muscarinic receptor (CHRM1),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2009.1322.pdf,,,,,2009-09,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2009.1322,Science-Business eXchange,Muscarinic M1 receptor (CHRM1; HM1),2009,,https://link.springer.com/content/pdf/10.1038/scibx.2009.1322.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2009.1322.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2009.1356.pdf,M3 muscarinic receptor (CHRM3),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2009.1356.pdf,,,,,2009-09,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2009.1356,Science-Business eXchange,Muscarinic acetylcholine receptor M3 (CHRM3; HM3),2009,,https://link.springer.com/content/pdf/10.1038/scibx.2009.1356.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2009.1356.pdf
,,https://link.springer.com/content/pdf/10.1038%2Fscibx.2009.1420.pdf,MDMA -> NET (SLC6A2),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 429:,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038%2Fscibx.2009.1420.pdf,,,,,2009-09,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2009.1420,Science-Business eXchange,Norepinephrine transporter (SLC6A2; NET1; NAT1),2009,,https://link.springer.com/content/pdf/10.1038%2Fscibx.2009.1420.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038%2Fscibx.2009.1420.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2009.1449.pdf,CB2 receptor (CNR2),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2009.1449.pdf,,,,,2009-10,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2009.1449,Science-Business eXchange,Cannabinoid CB2 receptor (CNR2),2009,,https://link.springer.com/content/pdf/10.1038/scibx.2009.1449.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2009.1449.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2009.1639.pdf,Alpha2A adrenergic receptor (ADRA2A),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2009.1639.pdf,,,,,2009-11,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2009.1639,Science-Business eXchange,Adrenergic receptor α2c (ADRA2C); ADRA2A,2009,,https://link.springer.com/content/pdf/10.1038/scibx.2009.1639.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2009.1639.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2009.1671.pdf,M1 muscarinic receptor (CHRM1),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2009.1671.pdf,,,,,2009-11,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2009.1671,Science-Business eXchange,Muscarinic acetylcholine receptor M1 (CHRM1; HM1),2009,,https://link.springer.com/content/pdf/10.1038/scibx.2009.1671.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2009.1671.pdf
