access_level,affinity_type,affinity_unit,affinity_value,assay_type,authors,compound,created_at_utc,evidence_level,evidence_location,evidence_locator,notes,openalex_id,paper_type,source,source_type,species,stub_status,study_design,study_doi,study_title,study_year,system,target
abstract_only,Other,,,functional assay,Hong-Yi Chiu; Ming-Huan Chan; Mei-Yi Lee; Shao-Tsu Chen; Zih-Yi Zhan; Hwei-Hsien Chen,DOI,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: The repeated administration of methamphetamine (MA) to animals in a single-day 'binge' dosing regimen produces damage to dopamine and serotonin terminals and psychosis-li,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1017/S1461145714000455,Long-lasting alterations in 5-HT2A receptor after a binge regimen of methamphetamine in mice,2014,unknown,5-HT2A
abstract_only,Other,,,,Filipe Reis Teodoro Andrade; Tobias Buchborn; Gabriel Thalheimer; Marcus W. Meinhardt; Sâmia Joca; Rosa M. M. de Almeida,Psilocybin,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Psilocybin demonstrates promise as a novel treatment for depression, especially for individuals unresponsive to conventional antidepressants. Further research is needed t",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,review,doi,primary_study,,pending_curation,preclinical_study,10.1017/neu.2025.10039,Exploring the Effects of Psilocybin on Depression and the Mediating Role of the 5-HT2A Receptor: A Systematic Review,2025,unknown,5-HT2A
abstract_only,Other,,,,Tanya Calvey; D. Govender; Gavin Owen; Nancy Tumba; Dirk Lang; Bernard Lerer; Dan J Stein; Steven Shoptaw,Ibogaine,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: Ibogaine is a psychedelic alkaloid without an approved indication. Observational clinical research shows linkages between single administration of ibogaine and relief of,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,observational_study,10.1017/neu.2026.10059,Neurorestorative properties of ibogaine: linking multi-receptor affinities to remyelination and metabolic restoration,2026,unknown,NMDA receptor
abstract_only,Other,,,uptake inhibition,Ashkan Veysi; Daniela Atanasovski; Maryam Ardalan; Nasrin Motamed; Elias Eriksson,Psilocybin,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Whereas psilocybin was not found to alter the expression of genes encoding enzymes, transporters, or receptors implicated in the serotonergic signaling, or those specific",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1017/neu.2026.10075,Psilocybin Elicits a Conserved Glucocorticoid-Responsive Gene Signature Across Five 5-HT2A Receptor-Rich Brain Regions in Rat,2026,unknown,5-HT2A
abstract_only,Other,,,functional assay,Stephen M. Stahl,S-ketamine,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Although currently available antidepressants increase monoamine levels soon after the start of treatment, therapeutic benefits are often delayed by several weeks and the",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,pending_curation,10.1017/s1092852919001470,Dextromethorphan/Bupropion: A Novel Oral NMDA (N-methyl-d-aspartate) Receptor Antagonist with Multimodal Activity,2019,unknown,NMDA receptor
abstract_only,Other,,,functional assay,Seetal Dodd; Trevor R. Norman; Harris A. Eyre; Stephen M. Stahl; Arnie Phillips; André F. Carvalho; Michael Berk,Psilocybin,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Abstract Psilocybin is a tryptamine alkaloid found in some mushrooms, especially those of the genus Psilocybe. Psilocybin has four metabolites including the pharmacologic",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,pending_curation,10.1017/s1092852922000888,"Psilocybin in neuropsychiatry: a review of its pharmacology, safety, and efficacy",2022,unknown,5-HT2A
abstract_only,Other,,,functional assay,Seetal Dodd; Trevor R. Norman; Harris A. Eyre; Stephen M. Stahl; Arnie Phillips; André F. Carvalho; Michael Berk,Psilocin,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Abstract Psilocybin is a tryptamine alkaloid found in some mushrooms, especially those of the genus Psilocybe. Psilocybin has four metabolites including the pharmacologic",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,pending_curation,10.1017/s1092852922000888,"Psilocybin in neuropsychiatry: a review of its pharmacology, safety, and efficacy",2022,unknown,5-HT2A
abstract_only,Other,,,radioligand binding,Eszter Kirilly; Anita Benko; Linda Ferrington; Romeo D. Ando; Paul A. T. Kelly; Gyorgy Bagdy,MDMA,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: MDMA causes selective depletion of serotonergic terminals in experimental animals and the consequent decrease in synaptic 5-HT may, inter alia, increase impulsivity. To s",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1017/s146114570500581x,Acute and long-term effects of a single dose of MDMA on aggression in Dark Agouti rats,2005,unknown,5-HT1B
abstract_only,Other,,,uptake inhibition,Shlomit Flaisher-Grinberg; Oded Klavir; Daphna Joel,DOI,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: Serotonin 5-HT2A and 5-HT2C receptors have been implicated in the pathophysiology of obsessive-compulsive disorder (OCD) and in the mechanism mediating the anti-compulsiv,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1017/s146114570800847x,The role of 5-HT2A and 5-HT2C receptors in the signal attenuation rat model of obsessive–compulsive disorder,2008,unknown,5-HT2A
abstract_only,Other,,,uptake inhibition,Shlomit Flaisher-Grinberg; Oded Klavir; Daphna Joel,DOI,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: Serotonin 5-HT2A and 5-HT2C receptors have been implicated in the pathophysiology of obsessive-compulsive disorder (OCD) and in the mechanism mediating the anti-compulsiv,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1017/s146114570800847x,The role of 5-HT2A and 5-HT2C receptors in the signal attenuation rat model of obsessive–compulsive disorder,2008,unknown,5-HT2C
abstract_only,Other,,,,Adam L. Halberstadt; Mark A. Geyer,LSD,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Abstract One of the oldest models of schizophrenia is based on the effects of serotonergic hallucinogens such as mescaline, psilocybin, and (+)-lysergic acid diethylamide",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,other,doi,primary_study,,pending_curation,pending_curation,10.1017/s1461145713000722,Serotonergic hallucinogens as translational models relevant to schizophrenia,2013,unknown,5-HT2A
abstract_only,Other,,,,Adam L. Halberstadt; Mark A. Geyer,Psilocybin,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Abstract One of the oldest models of schizophrenia is based on the effects of serotonergic hallucinogens such as mescaline, psilocybin, and (+)-lysergic acid diethylamide",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,other,doi,primary_study,,pending_curation,pending_curation,10.1017/s1461145713000722,Serotonergic hallucinogens as translational models relevant to schizophrenia,2013,unknown,5-HT2A
abstract_only,Other,,,,Adam L. Halberstadt; Mark A. Geyer,Mescaline,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Abstract One of the oldest models of schizophrenia is based on the effects of serotonergic hallucinogens such as mescaline, psilocybin, and (+)-lysergic acid diethylamide",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,other,doi,primary_study,,pending_curation,pending_curation,10.1017/s1461145713000722,Serotonergic hallucinogens as translational models relevant to schizophrenia,2013,unknown,5-HT2A
abstract_only,Other,,,functional assay,Stone Woo; Ryan A. Shenvi,Salvinorin A,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: Retrosynthetic analysis emerged in the 1960s as a teaching tool with profound implications. Its educational value can be appreciated by a glance at total synthesis manusc,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1021/acs.accounts.0c00791,Natural Product Synthesis through the Lens of Informatics,2021,unknown,kappa opioid receptor (OPRK1)
abstract_only,Other,,,functional assay,Eline Pottie; Annelies Cannaert; Katleen Van Uytfanghe; Christophe P. Stove,Mescaline,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Classic or serotonergic hallucinogens comprise the third largest number of reported new psychoactive substances (NPS), according to the United Nations Office on Drugs and",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1021/acs.analchem.9b03104,Setup of a Serotonin 2A Receptor (5-HT2AR) Bioassay: Demonstration of Its Applicability To Functionally Characterize Hallucinogenic New Psychoactive Substances and an Explanation Why 5-HT2AR Bioassays Are Not Suited for Universal Activity-Based Screening of Biofluids for New Psychoactive Substances,2019,unknown,5-HT2A
abstract_only,Other,,,functional assay,Soumen Chakraborty; Susruta Majumdar,Salvinorin A,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: Pain remains a very pervasive problem throughout medicine. Classical pain management is achieved through the use of opiates belonging to the mu opioid receptor (MOR) clas,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1021/acs.biochem.0c00629,"Natural Products for the Treatment of Pain: Chemistry and Pharmacology of Salvinorin A, Mitragynine, and Collybolide",2020,unknown,SERT (SLC6A4)
abstract_only,Other,,,functional assay,Soumen Chakraborty; Susruta Majumdar,Salvinorin A,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: Pain remains a very pervasive problem throughout medicine. Classical pain management is achieved through the use of opiates belonging to the mu opioid receptor (MOR) clas,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1021/acs.biochem.0c00629,"Natural Products for the Treatment of Pain: Chemistry and Pharmacology of Salvinorin A, Mitragynine, and Collybolide",2020,unknown,mu opioid receptor (OPRM1)
abstract_only,Other,,,functional assay,Bonnie Robinson; Qiang Gu; Jyotshna Kanungo,S-ketamine,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Recently, the United States Food and Drug Administration approved esketamine, the <i>S</i>-enantiomer of ketamine, as a fast-acting therapeutic drug for treatment-resista",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1021/acs.chemrestox.0c00411,Antidepressant Actions of Ketamine: Potential Role of L-Type Calcium Channels,2021,unknown,NMDA receptor
abstract_only,Other,,,functional assay,Wenwen Duan; Dongmei Cao; Sheng Wang; Jianjun Cheng,Psilocybin,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: Psychedelics make up a group of psychoactive compounds that induce hallucinogenic effects by activating the serotonin 2A receptor (5-HT<sub>2A</sub>R). Clinical trials ha,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1021/acs.chemrev.3c00375,Serotonin 2A Receptor (5-HT<sub>2A</sub>R) Agonists: Psychedelics and Non-Hallucinogenic Analogues as Emerging Antidepressants,2023,unknown,5-HT2A
abstract_only,Other,,,functional assay,Chang-Sheng Ma; Yu-Xi Liu; Bo Han; Min Bai; Dong-Lun Li; Shu-Chen Meng; Li-Ying Zhang; Meng-Yuan Duan; Mao-Tao He,DOI,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: <i>N</i>-(1,3-dimethylbutyl)-<i>N</i>'-phenyl-<i>p</i>-phenylenediamine quinone (6-PPDQ), a novel contaminant derived from tire wear, has raised concerns due to its poten",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1021/acs.est.4c09276,Long-Term Exposure to Tire-Derived 6-PPD Quinone Causes Neurotoxicity and Neuroinflammation via Inhibition of HTR2A in C57BL/6 Mice,2025,unknown,5-HT2A
abstract_only,Other,,,radioligand binding,Valerij Talagayev; Yu Chen; Niklas Piet Doering; Leon Obendorf; Katrin Denzinger; Kristina Puls; Kevin Lam; Sijie Liu; Clemens Alexander Wolf; Theresa Noonan,LSD,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: Molecular dynamics (MD) simulations have become an essential tool for studying the dynamics of biological systems and exploring protein-ligand interactions. <i>OpenMM</i>,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1021/acs.jcim.4c02158,"<i>OpenMMDL</i> - Simplifying the Complex: Building, Simulating, and Analyzing Protein–Ligand Systems in <i>OpenMM</i>",2025,unknown,mu opioid receptor (OPRM1)
abstract_only,Other,,,,Joydip Das,S-ketamine,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: An intranasal formulation of esketamine, the <i>S</i> enantiomer of ketamine, in conjunction with an oral antidepressant, has been approved by the FDA for treating treatm",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,pending_curation,10.1021/acs.jmedchem.0c01193,Repurposing of Drugs–The Ketamine Story,2020,unknown,NMDA receptor
abstract_only,Other,,,radioligand binding,Kristina Puls; Aina-Leonor Olivé-Marti; Siriwat Hongnak; David Lamp; Mariana Spetea; Gerhard Wolber,Salvinorin A,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Modulating the kappa-opioid receptor (KOR) is a promising strategy for treating various human diseases. KOR agonists show potential for treating pain, pruritus, and epile",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1021/acs.jmedchem.4c00590,"Discovery of Novel, Selective, and Nonbasic Agonists for the Kappa-Opioid Receptor Determined by Salvinorin A-Based Virtual Screening",2024,in_vitro,kappa opioid receptor (OPRK1)
abstract_only,Other,,,functional assay,Allana Cristina Faustino Martins; Bretton Badenoch; Roberto da Silva Gomes,Ketamine,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Treatment-resistant depression responds quickly to ketamine. As an <i>N</i>-methyl-d-aspartate receptor (NMDAR) antagonist, ketamine may affect prefrontal cortex (PFC) ne",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1021/acs.jmedchem.4c02467,Insights for the Next Generation of Ketamine for the Treatment of Depressive Disorder,2025,unknown,NMDA receptor
abstract_only,Other,,,radioligand binding,Alessandro Bonifazi; Fabio Del Bello; Valerio Mammoli; Alessandro Piergentili; Riccardo Petrelli; Cristina Cimarelli; Maura Pellei; Dirk Schepmann; Bernhard Wünsch; Elisabetta Barocelli,Ketamine,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Two series of 1,4-dioxanes (4-11 and 12-19) were rationally designed and prepared to interact either with the phencyclidine (PCP) binding site of the N-methyl-d-aspartate",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1021/acs.jmedchem.5b01214,"Novel Potent<i>N</i>-Methyl-<scp>d</scp>-aspartate (NMDA) Receptor Antagonists or σ<sub>1</sub>Receptor Ligands Based on Properly Substituted 1,4-Dioxane Ring",2015,unknown,NMDA receptor
abstract_only,Other,,,radioligand binding,Alexandra Sink; Eline Pottie; Samuel J. Carter; Robert J. Tombari; Verena Weber; Paolo Carloni; Giulia Rossetti; David E. Olson; Christophe P. Stove; Michael Decker,LSD,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: The serotonin 2A receptor (5-HT<sub>2A</sub>R) modulates various neurotransmitter systems and is implicated in psychiatric disorders, including depression and schizophren",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1021/acs.jmedchem.5c00442,"Design, Synthesis, and In Vitro Characterization of a Tryptamine-Based Visible-Light Photoswitchable 5-HT<sub>2A</sub>R Ligand Showing Efficacy Preference for β-Arrestin over Mini-Gq",2025,in_vitro,5-HT2A
abstract_only,Other,,,uptake inhibition,Rongyan Li; Haohan Yan; Yujin Chen; Yangyang Liu; Lingjie Tang; Jing Yu; Junjun Liu; Huan Wang; Sheng Wang; Jianjun Cheng,Psilocybin,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Depression is primarily treated with selective serotonin reuptake inhibitors (SSRIs), which are limited by delayed onset of effects and low rates of remission. Recent stu",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,conference_or_poster_abstract,doi,primary_study,,pending_curation,preclinical_study,10.1021/acs.jmedchem.5c02045,Structure-Guided Design of Novel 5-HT <sub>2A</sub> Partial Agonists as Psychedelic Analogues with Antidepressant Effects,2025,unknown,5-HT2A
abstract_only,Other,,,functional assay,Anil Yilmaz; Rachel Saylor Crowley; Alexander M. Sherwood; Thomas E. Prisinzano,Salvinorin A,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: Columbin (1) is a furanolactone diterpene isolated from the roots of Jateorhiza and Tinospora species. These species generally grow in Asia and Africa and have been used,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1021/acs.jnatprod.7b00327,"Semisynthesis and Kappa-Opioid Receptor Activity of Derivatives of Columbin, a Furanolactone Diterpene",2017,in_vitro,kappa opioid receptor (OPRK1)
abstract_only,Other,,,radioligand binding,Patrick J. Morris; Ruin Moaddel; Panos Zanos; Curtis E. Moore; Todd Gould; Carlos A. Zarate; Craig J. Thomas,Ketamine,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Ketamine is rapidly metabolized in the human body to a variety of metabolites, including the hydroxynorketamines. At least two hydroxynorketamines have significant antide",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,pending_curation,10.1021/acs.orglett.7b02177,Synthesis and <i>N</i>-Methyl-<scp>d</scp>-aspartate (NMDA) Receptor Activity of Ketamine Metabolites,2017,unknown,NMDA receptor
secondary_summary,Other,,,,,Ketamine,2026-04-22T05:12:28.269832+00:00,low,unknown,Metadata/title snippet: Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,Auto-generated stub from DOI queue,,other,doi,primary_study,,pending_curation,pending_curation,10.1021/acs.orglett.7b02177.s001,Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,,unknown,NMDA receptor
secondary_summary,Other,,,,,Ketamine,2026-04-22T05:12:28.269832+00:00,low,unknown,Metadata/title snippet: Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,Auto-generated stub from DOI queue,,other,doi,primary_study,,pending_curation,pending_curation,10.1021/acs.orglett.7b02177.s002,Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,,unknown,NMDA receptor
secondary_summary,Other,,,,,Ketamine,2026-04-22T05:12:28.269832+00:00,low,unknown,Metadata/title snippet: Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,Auto-generated stub from DOI queue,,other,doi,primary_study,,pending_curation,pending_curation,10.1021/acs.orglett.7b02177.s003,Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,,unknown,NMDA receptor
secondary_summary,Other,,,,,Ketamine,2026-04-22T05:12:28.269832+00:00,low,unknown,Metadata/title snippet: Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,Auto-generated stub from DOI queue,,other,doi,primary_study,,pending_curation,pending_curation,10.1021/acs.orglett.7b02177.s004,Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,,unknown,NMDA receptor
secondary_summary,Other,,,,,Ketamine,2026-04-22T05:12:28.269832+00:00,low,unknown,Metadata/title snippet: Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,Auto-generated stub from DOI queue,,other,doi,primary_study,,pending_curation,pending_curation,10.1021/acs.orglett.7b02177.s005,Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,,unknown,NMDA receptor
secondary_summary,Other,,,,,Ketamine,2026-04-22T05:12:28.269832+00:00,low,unknown,Metadata/title snippet: Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,Auto-generated stub from DOI queue,,other,doi,primary_study,,pending_curation,pending_curation,10.1021/acs.orglett.7b02177.s006,Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,,unknown,NMDA receptor
secondary_summary,Other,,,,,Ketamine,2026-04-22T05:12:28.269832+00:00,low,unknown,Metadata/title snippet: Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,Auto-generated stub from DOI queue,,other,doi,primary_study,,pending_curation,pending_curation,10.1021/acs.orglett.7b02177.s007,Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,,unknown,NMDA receptor
secondary_summary,Other,,,,,Ketamine,2026-04-22T05:12:28.269832+00:00,low,unknown,Metadata/title snippet: Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,Auto-generated stub from DOI queue,,other,doi,primary_study,,pending_curation,pending_curation,10.1021/acs.orglett.7b02177.s008,Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,,unknown,NMDA receptor
secondary_summary,Other,,,,,Ketamine,2026-04-22T05:12:28.269832+00:00,low,unknown,Metadata/title snippet: Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,Auto-generated stub from DOI queue,,other,doi,primary_study,,pending_curation,pending_curation,10.1021/acs.orglett.7b02177.s009,Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,,unknown,NMDA receptor
secondary_summary,Other,,,,,Ketamine,2026-04-22T05:12:28.269832+00:00,low,unknown,Metadata/title snippet: Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,Auto-generated stub from DOI queue,,other,doi,primary_study,,pending_curation,pending_curation,10.1021/acs.orglett.7b02177.s010,Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,,unknown,NMDA receptor
secondary_summary,Other,,,,,Ketamine,2026-04-22T05:12:28.269832+00:00,low,unknown,Metadata/title snippet: Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,Auto-generated stub from DOI queue,,other,doi,primary_study,,pending_curation,pending_curation,10.1021/acs.orglett.7b02177.s011,Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,,unknown,NMDA receptor
secondary_summary,Other,,,,,Ketamine,2026-04-22T05:12:28.269832+00:00,low,unknown,Metadata/title snippet: Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,Auto-generated stub from DOI queue,,other,doi,primary_study,,pending_curation,pending_curation,10.1021/acs.orglett.7b02177.s012,Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,,unknown,NMDA receptor
secondary_summary,Other,,,,,Ketamine,2026-04-22T05:12:28.269832+00:00,low,unknown,Metadata/title snippet: Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,Auto-generated stub from DOI queue,,other,doi,primary_study,,pending_curation,pending_curation,10.1021/acs.orglett.7b02177.s013,Synthesis and NMethyldaspartate (NMDA) Receptor Activity of Ketamine Metabolites,,unknown,NMDA receptor
abstract_only,Other,,,radioligand binding,Emil Marcher-Rørsted; Adam L. Halberstadt; Adam K. Klein; Muhammad Chatha; Simon Jademyr; Anders A. Jensen; Jesper L. Kristensen,2C-B,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: The 2,5-dimethoxyphenethylamine (2,5-PEA) scaffold is recognized as a motif conferring potent agonist activity at the serotonin 2A receptor (5-HT<sub>2A</sub>R). The 2,5-",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1021/acschemneuro.0c00129,"Investigation of the 2,5-Dimethoxy Motif in Phenethylamine Serotonin 2A Receptor Agonists",2020,in_vitro,5-HT2A
abstract_only,Other,,,functional assay,Rachel S. Crowley; Andrew P. Riley; Amy F. Alder; Richard J. Anderson; Dan Luo; Sophia Kaska; Pamela Maynez; Bronwyn M. Kivell; Thomas E. Prisinzano,Salvinorin A,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Previous structure-activity relationship (SAR) studies identified the first centrally acting, non-nitrogenous μ-opioid receptor (MOR) agonist, kurkinorin (<b>1</b>), deri",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,pending_curation,10.1021/acschemneuro.0c00191,"Synthetic Studies of Neoclerodane Diterpenes from <i>Salvia divinorum</i>: Design, Synthesis, and Evaluation of Analogues with Improved Potency and G-protein Activation Bias at the μ-Opioid Receptor",2020,in_vitro,kappa opioid receptor (OPRK1)
abstract_only,Other,,,functional assay,Eline Pottie; Olga V. Kupriyanova; Vadim A. Shevyrin; Christophe P. Stove,LSD,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Serotonergic psychedelics, substances exerting their pharmacological action through activation of the serotonin 2A receptor (5-HT<sub>2A</sub>R), have continuously compri",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,pending_curation,10.1021/acschemneuro.1c00124,"Synthesis and Functional Characterization of 2-(2,5-Dimethoxyphenyl)-<i>N</i>-(2-fluorobenzyl)ethanamine (25H-NBF) Positional Isomers",2021,in_vitro,5-HT2A
abstract_only,Other,,,functional assay,Mario de la Fuente Revenga; Alaina M. Jaster; John McGinn; Gabriella Silva; Somdatta Saha; Javier González-Maeso,LSD,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: Classical psychedelics represent a subgroup of serotonergic psychoactive substances characterized by their distinct subjective effects on the human psyche. Another unique,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1021/acschemneuro.2c00170,Tolerance and Cross-Tolerance among Psychedelic and Nonpsychedelic 5-HT<sub>2A</sub> Receptor Agonists in Mice,2022,unknown,5-HT2A
abstract_only,Other,,,uptake inhibition,Sedat Karabulut; Harpreet Kaur; James W. Gauld,MDMA,2026-04-22T05:12:28.269832+00:00,high,abstract,"Abstract snippet: The rapidly evolving psychedelic industry has garnered considerable attention due to 3,4-methylenedioxymethamphetamine-assisted psychotherapy's ground-breaking success in",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,phase_3_trial,10.1021/acschemneuro.3c00677,Uncovering Structure–Activity Relationships of Phenethylamines: Paving the Way for Innovative Mental Health Treatments,2024,unknown,DAT (SLC6A3)
abstract_only,Other,,,functional assay,Frederick A. Bagdasarian; Hanne D. Hansen; Jingyuan Chen; Chi-Hyeon Yoo; Michael S. Placzek; Jacob M. Hooker; Hsiao-Ying Wey,Salvinorin A,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: The extent of changes in functional connectivity (FC) within functional networks as a common feature across hallucinogenic drug classes is under-explored. This work utili,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,pending_curation,10.1021/acschemneuro.4c00245,Acute Effects of Hallucinogens on Functional Connectivity: Psilocybin and Salvinorin-A,2024,unknown,kappa opioid receptor (OPRK1)
