dataset,row_index,study_doi,study_title,study_year,has_abstract,pdf_download_status,deterministic_prescreen_action,deterministic_prescreen_reason,retained_for_llm,candidate_context_count,heuristic_relevance,heuristic_screening_status,heuristic_matched_context_count
mechanistic,3352,10.1016/j.neulet.2014.01.022,"Zyklophin, a short-acting kappa opioid antagonist, induces scratching in mice",2014,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
mechanistic,3354,10.1016/j.neulet.2017.08.026,Ketamine promotes increased freezing behavior in rats with experimental PTSD without changing brain glucose metabolism or BDNF,2017,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3355,10.1016/j.neulet.2019.05.009,Ketamine-induced attenuation of reactive oxygen species in zebrafish is prevented by acetyl l-carnitine in vivo,2019,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3357,10.1016/j.neulet.2021.136200,Tianeptine induces expression of dual specificity phosphatases and evokes rebound emergence of cortical slow wave electrophysiological activity,2021,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3362,10.1016/j.neures.2022.12.015,Prefrontal contributions to mental resilience: Lessons from rodent studies of stress and antidepressant actions,2022,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3367,10.1016/j.neuro.2019.01.002,Blockade of GluN2B-containing NMDA receptors reduces short-term brain damage induced by early-life status epilepticus,2019,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3368,10.1016/j.neuro.2020.06.011,Molecular mechanisms for the antidepressant-like effects of a low-dose ketamine treatment in a DFP-based rat model for Gulf War Illness,2020,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3370,10.1016/j.neuro.2024.02.003,Abdominal surgery under ketamine anesthesia during second trimester impairs hippocampal learning and memory of offspring by regulating dendrite spine remodeling in rats,2024,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3371,10.1016/j.neuro.2025.103372,Zebra_K+ : High-throughput analysis of acoustic startle response plasticity in zebrafish embryos and larvae in neurotoxicity testing,2025,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3372,10.1016/j.neurobiolaging.2005.12.005,Non-invasive imaging of neuropathology in a rat model of α-synuclein overexpression,2006,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
mechanistic,3375,10.1016/j.neuroimage.2011.09.031,Towards a resolution of conflicting models of illusory contour processing in humans,2011,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
mechanistic,3378,10.1016/j.neuroimage.2017.02.049,General and emotion-specific neural effects of ketamine during emotional memory formation,2017,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3384,10.1016/j.neuroimage.2022.119620,"Designing drug occupancy studies with PET neuroimaging: Sample size, occupancy ranges and analytical methods",2022,True,no_pdf_url,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
mechanistic,3387,10.1016/j.neuron.2006.06.028,Calmodulin Kinase II Interacts with the Dopamine Transporter C Terminus to Regulate Amphetamine-Induced Reverse Transport,2006,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
mechanistic,3393,10.1016/j.neuron.2014.05.043,Amphetamine Modulates Excitatory Neurotransmission through Endocytosis of the Glutamate Transporter EAAT3 in Dopamine Neurons,2014,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
mechanistic,3396,10.1016/j.neuron.2018.01.008,Neuromodulation of Attention,2018,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
mechanistic,3397,10.1016/j.neuron.2018.05.032,Overcoming Depression by Inhibition of Neural Burst Firing,2018,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3399,10.1016/j.neuron.2021.07.017,The cranial windows of perception,2021,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3402,10.1016/j.neuron.2022.12.034,Local 5-HT signaling bi-directionally regulates the coincidence time window for associative learning,2023,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
mechanistic,3407,10.1016/j.neuron.2024.10.014,NMDA receptors regulate the firing rate set point of hippocampal circuits without altering single-cell dynamics,2024,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
mechanistic,3420,10.1016/j.neuropharm.2008.09.008,Functional mutations in mouse norepinephrine transporter reduce sensitivity to cocaine inhibition,2008,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
mechanistic,3430,10.1016/j.neuropharm.2012.05.022,mGlu2/3 and mGlu5 receptors: Potential targets for novel antidepressants,2012,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3444,10.1016/j.neuropharm.2015.01.003,"Intravenous self-administration of mephedrone, methylone and MDMA in female rats",2015,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3447,10.1016/j.neuropharm.2015.08.027,Investigation of the role of βarrestin2 in kappa opioid receptor modulation in a mouse model of pruritus,2015,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
mechanistic,3451,10.1016/j.neuropharm.2016.06.006,"High fat diet augments amphetamine sensitization in mice: Role of feeding pattern, obesity, and dopamine terminal changes",2016,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
mechanistic,3463,10.1016/j.neuropharm.2017.10.006,Fluorinated phenmetrazine “legal highs” act as substrates for high-affinity monoamine transporters of the SLC6 family,2017,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
mechanistic,3467,10.1016/j.neuropharm.2018.04.022,Temporally dissociable effects of ketamine on neuronal discharge and gamma oscillations in rat thalamo-cortical networks,2018,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3471,10.1016/j.neuropharm.2019.107684,Ketamine-induced regulation of TrkB-GSK3β signaling is accompanied by slow EEG oscillations and sedation but is independent of hydroxynorketamine metabolites,2019,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3472,10.1016/j.neuropharm.2019.107745,Modulation of thalamo-cortical activity by the NMDA receptor antagonists ketamine and phencyclidine in the awake freely-moving rat,2019,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3478,10.1016/j.neuropharm.2020.108276,Chronic risperidone administration leads to greater amphetamine-induced conditioned place preference,2020,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
mechanistic,3480,10.1016/j.neuropharm.2020.108444,Treatment of acetylcholinesterase inhibitor-induced seizures with polytherapy targeting GABA and glutamate receptors,2021,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3484,10.1016/j.neuropharm.2021.108679,Co-administration of cannabidiol and ketamine induces antidepressant-like effects devoid of hyperlocomotor side-effects,2021,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3486,10.1016/j.neuropharm.2021.108874,Central nucleus of the amygdala projections onto the nucleus accumbens core regulate binge-like alcohol drinking in a CRF-dependent manner,2021,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
mechanistic,3487,10.1016/j.neuropharm.2022.109187,Age-related changes in peripheral nociceptor function,2022,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
mechanistic,3489,10.1016/j.neuropharm.2022.109251,14-3-3γ mediates the long-term inhibition of peripheral kappa opioid receptor antinociceptive signaling by norbinaltorphimine,2022,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
mechanistic,3492,10.1016/j.neuropharm.2022.109387,Atorvastatin differentially regulates the interactions of cocaine and amphetamine with dopamine transporters,2022,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
mechanistic,3499,10.1016/j.neuropharm.2023.109457,Recapitulating phenotypes of alcohol dependence via overexpression of Oprk1 in the ventral tegmental area of non-dependent TH::Cre rats,2023,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
mechanistic,3503,10.1016/j.neuropharm.2023.109704,Mephedrone induces partial release at human dopamine transporters but full release at human serotonin transporters,2023,True,no_pdf_url,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
mechanistic,3504,10.1016/j.neuropharm.2023.109767,Temporal dynamics of BDNF signaling recruitment in the rat prefrontal cortex and hippocampus following a single infusion of a translational dose of ketamine,2023,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3505,10.1016/j.neuropharm.2023.109774,Altered brain serotonin 5-HT1A receptor expression and function in juvenile Fmr1 knockout mice,2023,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
mechanistic,3507,10.1016/j.neuropharm.2024.109891,Opioid modulation of prefrontal cortex cells and circuits,2024,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
mechanistic,3509,10.1016/j.neuropharm.2024.110061,Limitations and potential of κOR biased agonists for pain and itch management,2024,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
mechanistic,3512,10.1016/j.neuropharm.2025.110316,Pharmacological characterization of the novel selective kappa opioid receptor agonists 10-Iodo-Akuammicine and 10-Bromo-akuammicine in mice,2025,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
mechanistic,3514,10.1016/j.neuropharm.2025.110597,"Subchronic amphetamine decreases hyperactivity, anti-social behaviour and anhedonia in dopamine transporter knockout rats: role of prefrontal glutamate",2025,True,no_pdf_url,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
mechanistic,3517,10.1016/j.neuropharm.2026.110964,Single transient exposure to low-frequency low-intensity electrical stimulation produces ketamine-like effects in human iPSC-derived dopaminergic neurons via Ca2+-dependent BDNF and mTOR signaling,2026,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3518,10.1016/j.neuroscience.2003.08.022,Altered neurotensin mrna expression in mice lacking the dopamine transporter,2003,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
mechanistic,3525,10.1016/j.neuroscience.2007.01.051,Sex-related differences in NMDA-evoked rat masseter muscle afferent discharge result from estrogen-mediated modulation of peripheral NMDA receptor activity,2007,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3529,10.1016/j.neuroscience.2008.04.001,Effects of sub-anesthetic doses of ketamine on rats' spatial and non-spatial recognition memory,2008,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3538,10.1016/j.neuroscience.2012.03.052,Antidepressant-like effects of low ketamine dose is associated with increased hippocampal AMPA/NMDA receptor density ratio in female Wistar–Kyoto rats,2012,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3546,10.1016/j.neuroscience.2017.06.038,Alterations in opioid inhibition cause widespread nociception but do not affect anxiety-like behavior in oral cancer mice,2017,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
mechanistic,3553,10.1016/j.neurot.2024.e00374,"Restoring consciousness with pharmacologic therapy: Mechanisms, targets, and future directions",2024,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
mechanistic,3558,10.1016/j.nicl.2018.05.037,"Pharmacological fMRI: Effects of subanesthetic ketamine on resting-state functional connectivity in the default mode network, salience network, dorsal attention network and executive control network",2018,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3559,10.1016/j.nicl.2019.101739,"A multicenter study of ketamine effects on functional connectivity: Large scale network relationships, hubs and symptom mechanisms.",2019,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3570,10.1016/j.nsa.2024.104049,Cortisol-dependent impairment of dendrite plasticity in human dopaminergic neurons derived from hiPSCs is restored by ketamine: Relevance for major depressive disorders.,2024,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3580,10.1016/j.nucmedbio.2013.09.007,In vivo PET quantification of the dopamine transporter in rat brain with [18F]LBT-999,2013,True,no_pdf_url,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
mechanistic,3589,10.1016/j.parkreldis.2016.04.023,"Parkinson's disease, visual hallucinations and apomorphine: A review of the available evidence",2016,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
mechanistic,3592,10.1016/j.pbb.2005.05.014,The stimulus properties of LSD in C57BL/6 mice,2005,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3593,10.1016/j.pbb.2006.05.021,Effects of the mGluR2/3 agonist LY379268 on ketamine-evoked behaviours and neurochemical changes in the dentate gyrus of the rat,2006,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3605,10.1016/j.pbb.2010.03.006,Psychostimulant-like discriminative stimulus and locomotor sensitization properties of the wake-promoting agent modafinil in rodents,2010,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
mechanistic,3611,10.1016/j.pbb.2016.09.004,Effects of NMDA receptor antagonists on probability discounting depend on the order of probability presentation,2016,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3621,10.1016/j.pbb.2021.173289,"TAK-653, an AMPA receptor potentiator with minimal agonistic activity, produces an antidepressant-like effect with a favorable safety profile in rats",2021,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3623,10.1016/j.pbb.2024.173892,Ketamine modulates the exploratory dynamics and homebase-related behaviors of adult zebrafish,2024,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3624,10.1016/j.pbb.2025.173955,Esketamine-mediated alleviation of electroconvulsive shock-induced memory impairment is associated with the regulation of mGluR5 in depressive-like rats,2025,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3639,10.1016/j.pharmthera.2010.07.004,Animal models of cognitive dysfunction and negative symptoms of schizophrenia: Focus on NMDA receptor antagonism,2010,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3654,10.1016/j.phrs.2016.01.013,Cognitive enhancers versus addictive psychostimulants: The good and bad side of dopamine on prefrontal cortical circuits,2016,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
mechanistic,3661,10.1016/j.phrs.2023.106961,"IUPHAR themed review: Opioid efficacy, bias, and selectivity",2023,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
mechanistic,3665,10.1016/j.phrs.2025.107894,Effect of ketamine and esketamine on RNA expression and its relevance for depression: A systematic review,2025,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3671,10.1016/j.pneurobio.2011.01.002,The effect of pain on cognitive function: A review of clinical and preclinical research,2011,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
mechanistic,3672,10.1016/j.pneurobio.2024.102632,"A molecularly defined orbitofrontal cortical neuron population controls compulsive-like behavior, but not inflexible choice or habit",2024,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3674,10.1016/j.pnpbp.2011.05.010,The mTOR signaling pathway in the prefrontal cortex is compromised in major depressive disorder,2011,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3675,10.1016/j.pnpbp.2012.08.001,Reduced phosphorylation of the mTOR signaling pathway components in the amygdala of rats exposed to chronic stress,2012,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3683,10.1016/j.pnpbp.2020.109878,Ketamine effects on anxiety and fear-related behaviors: Current literature evidence and new findings,2020,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3684,10.1016/j.pnpbp.2020.109898,Ketamine induces rapid and sustained antidepressant-like effects in chronic pain induced depression: Role of MAPK signaling pathway,2020,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3688,10.1016/j.pnpbp.2023.110871,Changes in neurotrophic signaling pathways in brain areas of the chronic mild stress rat model of depression as a signature of ketamine fast antidepressant response/non-response,2023,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3694,10.1016/j.pnpbp.2025.111533,"Changing your mind: neuroplastic mechanisms underlying the therapeutic effect of psychedelics in depression, PTSD, and addiction",2025,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3695,10.1016/j.pnpbp.2026.111717,Serotonergic psychedelics for Autism spectrum disorder: Neurobiological mechanisms and translational prospects,2026,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3697,10.1016/j.pscychresns.2010.10.009,The antidepressant effect of ketamine is not associated with changes in occipital amino acid neurotransmitter content as measured by [1H]-MRS,2011,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3705,10.1016/j.rbp.2012.02.005,Effects of pregabalin on behavioral alterations induced by ketamine in rats,2012,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3717,10.1016/j.schres.2020.04.029,A single psychotomimetic dose of ketamine decreases thalamocortical spindles and delta oscillations in the sedated rat,2020,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3721,10.1016/j.scijus.2017.12.004,The use of a quantitative structure-activity relationship (QSAR) model to predict GABA-A receptor binding of newly emerging benzodiazepines,2017,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
mechanistic,3723,10.1016/j.scitotenv.2024.178028,"Zebra_K, a kinematic analysis automated platform for assessing sensitivity, habituation and prepulse inhibition of the acoustic startle response in adult zebrafish",2024,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3724,10.1016/j.seizure.2018.08.002,Pathophysiology of convulsive status epilepticus,2018,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3727,10.1016/j.sjbs.2020.07.003,"HPLC-PDA-MS/MS profiling of secondary metabolites from Opuntia ficus-indica cladode, peel and fruit pulp extracts and their antioxidant, neuroprotective effect in rats with aluminum chloride induced neurotoxicity.",2020,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
mechanistic,3736,10.1016/j.taap.2021.115513,Functional characterization of N-octyl 4-methylamphetamine variants and related bivalent compounds at the dopamine and serotonin transporters using Ca2+ channels as sensors,2021,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
mechanistic,3743,10.1016/j.tet.2022.133064,Synthesis of psychotropic alkaloids from Galbulimima,2022,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
mechanistic,3744,10.1016/j.tibs.2024.02.001,TrkB transmembrane domain: bridging structural understanding with therapeutic strategy,2024,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3745,10.1016/j.tibtech.2025.10.006,Upscaled open-culture production of microbial flocculants from industrial wastewaters,2025,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
mechanistic,3747,10.1016/j.tins.2014.02.002,Illicit dopamine transients: Reconciling actions of abused drugs,2014,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
mechanistic,3754,10.1016/j.tins.2024.08.011,Rethinking the role of TRKB in the action of antidepressants and psychedelics,2024,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3761,10.1016/j.tips.2023.02.002,"The structure, function, and pharmacology of MRGPRs",2023,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
mechanistic,3773,10.1016/j.wem.2021.09.002,"Nephrotoxic Mushroom Poisoning: Global Epidemiology, Clinical Manifestations, and Management",2021,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
mechanistic,3775,10.1016/j.xinn.2024.100774,Emerging paradigms for target discovery of traditional medicines: A genome-wide pan-GPCR perspective,2025,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
mechanistic,3778,10.1016/j.yebeh.2019.06.011,Early polytherapy for benzodiazepine-refractory status epilepticus,2019,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3786,10.1016/j.ynpai.2023.100121,Mouse models of surgical and neuropathic pain produce distinct functional alterations to prodynorphin expressing neurons in the prelimbic cortex,2023,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
mechanistic,3788,10.1016/j.ynstr.2019.100160,"Chronic mild stress induces anhedonic behavior and changes in glutamate release, BDNF trafficking and dendrite morphology only in stress vulnerable rats. The rapid restorative action of ketamine",2019,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3790,10.1016/j.ynstr.2021.100404,"Longitudinal CSF proteome profiling in mice to uncover the acute and sustained mechanisms of action of rapid acting antidepressant (2R,6R)-hydroxynorketamine (HNK).",2021,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3791,10.1016/j.ynstr.2022.100468,Adjunct treatment with ketamine enhances the therapeutic effects of extinction learning after chronic unpredictable stress,2022,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3792,10.1016/j.ynstr.2022.100503,"(2R,6R)-hydroxynorketamine acts through GluA1-induced synaptic plasticity to alleviate PTSD-like effects in rat models.",2022,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3795,10.1016/j.ynstr.2024.100695,"Interaction between corticotropin-releasing factor, orexin, and dynorphin in the infralimbic cortex may mediate exacerbated alcohol-seeking behavior",2024,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
mechanistic,3801,10.1016/s0006-3223(99)00097-9,Dissociation of ketamine effects on rule acquisition and rule implementation: possible relevance to NMDA receptor contributions to executive cognitive functions,2000,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3803,10.1016/s0006-3495(00)76488-5,NMDA Channel Gating Is Influenced by a Tryptophan Residue in the M2 Domain but Calcium Permeation Is Not Altered,2000,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3808,10.1016/s0006-8993(97)00754-3,Differential toxic effects of methamphetamine (METH) and methylenedioxymethamphetamine (MDMA) in multidrug-resistant (mdr1a) knockout mice,1997,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3813,10.1016/s0014-2999(03)02192-7,Antinociceptive interactions of ketamine with morphine or methadone in mononeuropathic rats,2003,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3860,10.1016/s0021-9258(17)46830-x,Molecular cloning and expression of a 5-hydroxytryptamine7 serotonin receptor subtype.,1993,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3864,10.1016/s0021-9258(18)43624-1,d-[3H]Lysergic acid diethylamide binding to serotonin receptors in the molluscan nervous system.,1980,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3873,10.1016/s0022-3565(25)10821-5,"Biochemical and pharmacological properties of SR 46349B, a new potent and selective 5-hydroxytryptamine2 receptor antagonist.",1992,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
mechanistic,3880,10.1016/s0026-895x(25)13615-8,"Mouse 5-hydroxytryptamine5A and 5-hydroxytryptamine5B receptors define a new family of serotonin receptors: cloning, functional expression, and chromosomal localization.",1993,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
