normalization_status,normalization_notes,compound,target,disorder,canonical_compound,canonical_entity,compound_original,target_original,disorder_original,graph_entity_original,raw_entity_label,entity_role,graph_entity_label,graph_entity_type,graph_include_candidate,study_doi,study_title,claim_type,clinical_context_condition,graph_exclusion_reason,mechanism_type,assay_type,assay_family,action_type,affinity_type,affinity_value,affinity_unit,result_direction,species,model_or_system,system,authors,study_year,paper_type,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,supporting_quote,access_level,evidence_location,evidence_locator,study_design,funding,conflicts_of_interest,risk_of_bias_summary,notes,study_journal,publication_type,publication_date,journal_issn,journal_eissn,publisher,mesh_terms,language,trial_registry_ids,sample_size_total,sample_size_by_arm,comparator,intervention_or_exposure,dose,route,session_count_or_duration,primary_outcome,outcome_measure,timepoint,effect_size,p_value,confidence_interval,adverse_events,evidence_level,normalization_dataset,normalization_entity_category,compound_match_type,entity_match_type,compound_match_value,entity_match_value,compound_registry_status,entity_registry_status,compound_ids,entity_ids,entity_candidate_label,entity_candidate_score,keywords,funders,grant_ids,related_dois,publication_relations
compound_unmapped,compound `R(-)-MDMA` did not match registry,R(-)-MDMA,Dopamine transporter (DAT),,,DAT (SLC6A3),,,,,dopamine transporter,molecular_target,Dopamine transporter (DAT),target,True,10.1007/s00213-006-0320-8,Reinforcing effects of methylenedioxy amphetamine congeners in rhesus monkeys: are intravenous self-administration experiments relevant to MDMA neurotoxicity?,compound_target,not_applicable,not_reported,"lower affinity, inhibition","affinity assay, uptake inhibition assay",,"lower affinity, inhibition",Other,25-fold lower,,not_applicable,not_reported,not_reported,in_vitro,William E. Fantegrossi,2006,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"Although R(-)-MDMA exhibits markedly lower activity in an assay of inhibition of dopamine uptake (Steele et al. 1987) , and a 25-fold lower affinity for the dopamine transporter than its S(+)-enantiomer (Setola et al. 2003)",full_text_seen,text,C004,not_reported,NIDA NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Psychopharmacology,journal-article,2006-03-22,0033-3158,1432-2072,Springer Science and Business Media LLC,"Animals | Behavior, Animal / drug effects | Biogenic Monoamines / metabolism | Brain / drug effects | Brain / metabolism | Dose-Response Relationship, Drug | Hallucinogens / administration & dosage | Hallucinogens / toxicity | Injections, Intravenous | Macaca mulatta | Models, Animal | Molecular Structure | N-Methyl-3,4-methylenedioxyamphetamine / administration & dosage | N-Methyl-3,4-methylenedioxyamphetamine / analogs & derivatives | N-Methyl-3,4-methylenedioxyamphetamine / chemistry | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Neurotoxicity Syndromes / etiology | Neurotoxicity Syndromes / metabolism | Reinforcement, Psychology | Self Administration | Structure-Activity Relationship",eng,not_reported,,,,,,,,,,,,,,,medium,mechanistic,targets,,alias,R(-)-MDMA,Dopamine transporter (DAT),,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A3""}",DAT (SLC6A3),1.0,,NIDA NIH HHS,DA00206 | DA05707 | DA05923 | DA09161,,
compound_unmapped,compound `S(+)-MDMA` did not match registry,S(+)-MDMA,Dopamine transporter (DAT),,,DAT (SLC6A3),,,,,dopamine transporter,molecular_target,Dopamine transporter (DAT),target,True,10.1007/s00213-006-0320-8,Reinforcing effects of methylenedioxy amphetamine congeners in rhesus monkeys: are intravenous self-administration experiments relevant to MDMA neurotoxicity?,compound_target,not_applicable,not_reported,higher affinity,affinity assay,,higher affinity,Other,25-fold higher,,not_applicable,not_reported,not_reported,in_vitro,William E. Fantegrossi,2006,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,a 25-fold lower affinity for the dopamine transporter than its S(+)-enantiomer (Setola et al. 2003),full_text_seen,text,C004,not_reported,NIDA NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Psychopharmacology,journal-article,2006-03-22,0033-3158,1432-2072,Springer Science and Business Media LLC,"Animals | Behavior, Animal / drug effects | Biogenic Monoamines / metabolism | Brain / drug effects | Brain / metabolism | Dose-Response Relationship, Drug | Hallucinogens / administration & dosage | Hallucinogens / toxicity | Injections, Intravenous | Macaca mulatta | Models, Animal | Molecular Structure | N-Methyl-3,4-methylenedioxyamphetamine / administration & dosage | N-Methyl-3,4-methylenedioxyamphetamine / analogs & derivatives | N-Methyl-3,4-methylenedioxyamphetamine / chemistry | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Neurotoxicity Syndromes / etiology | Neurotoxicity Syndromes / metabolism | Reinforcement, Psychology | Self Administration | Structure-Activity Relationship",eng,not_reported,,,,,,,,,,,,,,,medium,mechanistic,targets,,alias,S(+)-MDMA,Dopamine transporter (DAT),,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A3""}",DAT (SLC6A3),1.0,,NIDA NIH HHS,DA00206 | DA05707 | DA05923 | DA09161,,
compound_unmapped,compound `R(-)-MDMA` did not match registry,R(-)-MDMA,5-HT2A receptor,,,5-HT2A,,,,,5-HT 2A antagonist M100907,molecular_target,5-HT2A receptor,target,True,10.1007/s00213-006-0320-8,Reinforcing effects of methylenedioxy amphetamine congeners in rhesus monkeys: are intravenous self-administration experiments relevant to MDMA neurotoxicity?,compound_target,not_applicable,not_reported,mediated by,self-administration,behavioral assay,mediated by,,,,not_applicable,rhesus monkeys,in vivo,preclinical,William E. Fantegrossi,2006,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"This effect was particularly pronounced for R(-)-MDMA, as responding for this enantiomer was completely abolished by M100907 at a dose that did not alter cocainemaintained behavior.",full_text_seen,text,C006,antagonist pretreatment study,NIDA NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Psychopharmacology,journal-article,2006-03-22,0033-3158,1432-2072,Springer Science and Business Media LLC,"Animals | Behavior, Animal / drug effects | Biogenic Monoamines / metabolism | Brain / drug effects | Brain / metabolism | Dose-Response Relationship, Drug | Hallucinogens / administration & dosage | Hallucinogens / toxicity | Injections, Intravenous | Macaca mulatta | Models, Animal | Molecular Structure | N-Methyl-3,4-methylenedioxyamphetamine / administration & dosage | N-Methyl-3,4-methylenedioxyamphetamine / analogs & derivatives | N-Methyl-3,4-methylenedioxyamphetamine / chemistry | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Neurotoxicity Syndromes / etiology | Neurotoxicity Syndromes / metabolism | Reinforcement, Psychology | Self Administration | Structure-Activity Relationship",eng,not_reported,,,,,,,,,,,,,,,medium,mechanistic,targets,,target_variant,R(-)-MDMA,5-HT2A receptor,,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR2A""}",5-HT2A,1.0,,NIDA NIH HHS,DA00206 | DA05707 | DA05923 | DA09161,,
compound_unmapped,compound `S(+)-MDMA` did not match registry,S(+)-MDMA,5-HT2A receptor,,,5-HT2A,,,,,5-HT 2A antagonists,molecular_target,5-HT2A receptor,target,True,10.1007/s00213-006-0320-8,Reinforcing effects of methylenedioxy amphetamine congeners in rhesus monkeys: are intravenous self-administration experiments relevant to MDMA neurotoxicity?,compound_target,not_applicable,not_reported,mediated by,self-administration,behavioral assay,mediated by,,,,not_applicable,rhesus monkeys,in vivo,preclinical,William E. Fantegrossi,2006,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.8,False,It is interesting to note that the reinforcing effects of S(+)-MDMA were somewhat more resistant to disruption by these antagonists.,full_text_seen,text,C006,antagonist pretreatment study,NIDA NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.8; needs_human_review=False,Psychopharmacology,journal-article,2006-03-22,0033-3158,1432-2072,Springer Science and Business Media LLC,"Animals | Behavior, Animal / drug effects | Biogenic Monoamines / metabolism | Brain / drug effects | Brain / metabolism | Dose-Response Relationship, Drug | Hallucinogens / administration & dosage | Hallucinogens / toxicity | Injections, Intravenous | Macaca mulatta | Models, Animal | Molecular Structure | N-Methyl-3,4-methylenedioxyamphetamine / administration & dosage | N-Methyl-3,4-methylenedioxyamphetamine / analogs & derivatives | N-Methyl-3,4-methylenedioxyamphetamine / chemistry | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Neurotoxicity Syndromes / etiology | Neurotoxicity Syndromes / metabolism | Reinforcement, Psychology | Self Administration | Structure-Activity Relationship",eng,not_reported,,,,,,,,,,,,,,,medium,mechanistic,targets,,target_variant,S(+)-MDMA,5-HT2A receptor,,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR2A""}",5-HT2A,1.0,,NIDA NIH HHS,DA00206 | DA05707 | DA05923 | DA09161,,
normalized,compound and graph entity matched local registry,MDMA,Serotonin transporter (SERT),,MDMA,SERT (SLC6A4),,,,,SERT,molecular_target,Serotonin transporter (SERT),target,True,10.1007/s00213-006-0320-8,Reinforcing effects of methylenedioxy amphetamine congeners in rhesus monkeys: are intravenous self-administration experiments relevant to MDMA neurotoxicity?,compound_target,not_applicable,not_reported,"site of action, occupancy",,,"site of action, occupancy",,,,not_applicable,not_applicable,not_applicable,not_applicable,William E. Fantegrossi,2006,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.8,False,"It seems reasonable to assume, however, that the persistent effects of MDMA would be related to the degree of occupancy achieved at the drug's sites of action, the most obvious of which is the SERT (Rudnick and Wall 1992)",full_text_seen,text,C016,not_reported,NIDA NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.8; needs_human_review=False,Psychopharmacology,journal-article,2006-03-22,0033-3158,1432-2072,Springer Science and Business Media LLC,"Animals | Behavior, Animal / drug effects | Biogenic Monoamines / metabolism | Brain / drug effects | Brain / metabolism | Dose-Response Relationship, Drug | Hallucinogens / administration & dosage | Hallucinogens / toxicity | Injections, Intravenous | Macaca mulatta | Models, Animal | Molecular Structure | N-Methyl-3,4-methylenedioxyamphetamine / administration & dosage | N-Methyl-3,4-methylenedioxyamphetamine / analogs & derivatives | N-Methyl-3,4-methylenedioxyamphetamine / chemistry | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Neurotoxicity Syndromes / etiology | Neurotoxicity Syndromes / metabolism | Reinforcement, Psychology | Self Administration | Structure-Activity Relationship",eng,not_reported,,,,,,,,,,,,,,,medium,mechanistic,targets,label,alias,MDMA,Serotonin transporter (SERT),needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",SERT (SLC6A4),1.0,,NIDA NIH HHS,DA00206 | DA05707 | DA05923 | DA09161,,
compound_unmapped,compound `MBDB` did not match registry,MBDB,Serotonin transporter (SERT),,,SERT (SLC6A4),,,,,5-HT uptake,molecular_target,Serotonin transporter (SERT),target,True,10.1007/s00213-006-0320-8,Reinforcing effects of methylenedioxy amphetamine congeners in rhesus monkeys: are intravenous self-administration experiments relevant to MDMA neurotoxicity?,compound_target,not_applicable,not_reported,inhibition,uptake inhibition assay,,inhibition,,,,not_applicable,not_reported,not_reported,in_vitro,William E. Fantegrossi,2006,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,This compound is similar to MDMA in terms of inhibition of 5-HT uptake and stimulation of 5-HT release but has greatly reduced dopaminergic effects (Nichols 1986; Johnson et al. 1986),full_text_seen,text,C013,not_reported,NIDA NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Psychopharmacology,journal-article,2006-03-22,0033-3158,1432-2072,Springer Science and Business Media LLC,"Animals | Behavior, Animal / drug effects | Biogenic Monoamines / metabolism | Brain / drug effects | Brain / metabolism | Dose-Response Relationship, Drug | Hallucinogens / administration & dosage | Hallucinogens / toxicity | Injections, Intravenous | Macaca mulatta | Models, Animal | Molecular Structure | N-Methyl-3,4-methylenedioxyamphetamine / administration & dosage | N-Methyl-3,4-methylenedioxyamphetamine / analogs & derivatives | N-Methyl-3,4-methylenedioxyamphetamine / chemistry | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Neurotoxicity Syndromes / etiology | Neurotoxicity Syndromes / metabolism | Reinforcement, Psychology | Self Administration | Structure-Activity Relationship",eng,not_reported,,,,,,,,,,,,,,,medium,mechanistic,targets,,alias,MBDB,Serotonin transporter (SERT),,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",SERT (SLC6A4),1.0,,NIDA NIH HHS,DA00206 | DA05707 | DA05923 | DA09161,,
compound_unmapped,compound `MBDB` did not match registry,MBDB,Serotonin transporter (SERT),,,SERT (SLC6A4),,,,,5-HT release,molecular_target,Serotonin transporter (SERT),target,True,10.1007/s00213-006-0320-8,Reinforcing effects of methylenedioxy amphetamine congeners in rhesus monkeys: are intravenous self-administration experiments relevant to MDMA neurotoxicity?,compound_target,not_applicable,not_reported,stimulation of release,release assay,,stimulation of release,,,,not_applicable,not_reported,not_reported,in_vitro,William E. Fantegrossi,2006,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,This compound is similar to MDMA in terms of inhibition of 5-HT uptake and stimulation of 5-HT release but has greatly reduced dopaminergic effects (Nichols 1986; Johnson et al. 1986),full_text_seen,text,C013,not_reported,NIDA NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Psychopharmacology,journal-article,2006-03-22,0033-3158,1432-2072,Springer Science and Business Media LLC,"Animals | Behavior, Animal / drug effects | Biogenic Monoamines / metabolism | Brain / drug effects | Brain / metabolism | Dose-Response Relationship, Drug | Hallucinogens / administration & dosage | Hallucinogens / toxicity | Injections, Intravenous | Macaca mulatta | Models, Animal | Molecular Structure | N-Methyl-3,4-methylenedioxyamphetamine / administration & dosage | N-Methyl-3,4-methylenedioxyamphetamine / analogs & derivatives | N-Methyl-3,4-methylenedioxyamphetamine / chemistry | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Neurotoxicity Syndromes / etiology | Neurotoxicity Syndromes / metabolism | Reinforcement, Psychology | Self Administration | Structure-Activity Relationship",eng,not_reported,,,,,,,,,,,,,,,medium,mechanistic,targets,,alias,MBDB,Serotonin transporter (SERT),,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",SERT (SLC6A4),1.0,,NIDA NIH HHS,DA00206 | DA05707 | DA05923 | DA09161,,
compound_unmapped,compound `MBDB` did not match registry,MBDB,Dopamine transporter (DAT),,,DAT (SLC6A3),,,,,dopaminergic effects,molecular_target,Dopamine transporter (DAT),target,True,10.1007/s00213-006-0320-8,Reinforcing effects of methylenedioxy amphetamine congeners in rhesus monkeys: are intravenous self-administration experiments relevant to MDMA neurotoxicity?,compound_target,not_applicable,not_reported,reduced interaction,,,reduced interaction,,,,not_applicable,not_reported,not_reported,in_vitro,William E. Fantegrossi,2006,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"This compound is similar to MDMA in terms of inhibition of 5-HT uptake and stimulation of 5-HT release but has greatly reduced dopaminergic effects (Nichols 1986; Johnson et al. 1986); moderate MBDB self-administration and conditioned place preference are nevertheless remarkable considering the almost complete lack of dopaminergic effects induced by this compound (Nichols 1986; Johnson et al. 1986 Johnson et al. , 1991;; Nash and Nichols 1991; Marona-Lewicka et al. 1996)",full_text_seen,text,"C013, C014",not_reported,NIDA NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Psychopharmacology,journal-article,2006-03-22,0033-3158,1432-2072,Springer Science and Business Media LLC,"Animals | Behavior, Animal / drug effects | Biogenic Monoamines / metabolism | Brain / drug effects | Brain / metabolism | Dose-Response Relationship, Drug | Hallucinogens / administration & dosage | Hallucinogens / toxicity | Injections, Intravenous | Macaca mulatta | Models, Animal | Molecular Structure | N-Methyl-3,4-methylenedioxyamphetamine / administration & dosage | N-Methyl-3,4-methylenedioxyamphetamine / analogs & derivatives | N-Methyl-3,4-methylenedioxyamphetamine / chemistry | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Neurotoxicity Syndromes / etiology | Neurotoxicity Syndromes / metabolism | Reinforcement, Psychology | Self Administration | Structure-Activity Relationship",eng,not_reported,,,,,,,,,,,,,,,medium,mechanistic,targets,,alias,MBDB,Dopamine transporter (DAT),,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A3""}",DAT (SLC6A3),1.0,,NIDA NIH HHS,DA00206 | DA05707 | DA05923 | DA09161,,
entity_unmapped,graph entity `DOB binding site` did not match registry,MDA,DOB binding site,,MDA,,,,,,DOB binding site,molecular_target,DOB binding site,target,True,10.1016/0304-3940(88)90658-1,Ring-substituted amphetamine interactions with neurotransmitter receptor binding sites in human cortex,compound_target,not_applicable,not_reported,binding,binding affinity determination,receptor binding,binding,Other,approximately 1,microM,not_applicable,human,cortex,in_vitro,Pamela A. Pierce; Stephen J. Peroutka,1988,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"(+/-)-3,4-Methylenedioxyamphetamine (MDA), (+/-)-3,4-methylenedioxyethamphetamine (MDE), and (+/-)-3,4-methylenedioxymethamphetamine (MDMA or 'Ecstasy') all display highest affinity (approximately 1 microM) for the recently identified 'DOB binding site' labeled by [77Br]R(-)4-bromo-2,5-dimethoxyphenylisopropylamine [( 77Br]R(-)DOB).",abstract_only,abstract,abstract,not_reported,NINDS NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Neuroscience Letters,journal-article,1988-12-01,0304-3940,1872-7972,Elsevier BV,"3,4-Methylenedioxyamphetamine / analogs & derivatives | 3,4-Methylenedioxyamphetamine / pharmacology | Amphetamines / pharmacology | Cerebral Cortex / drug effects | Cerebral Cortex / metabolism | Humans | N-Methyl-3,4-methylenedioxyamphetamine | Receptors, Neurotransmitter / drug effects | Receptors, Neurotransmitter / metabolism",eng,not_reported,,,,,,,,,,,,,,,medium,mechanistic,targets,label,,MDA,DOB binding site,needs_external_id_lookup,,{},{},,0.0,,NINDS NIH HHS,NS 12151-13 | NS 23560-02,,
compound_unmapped,compound `MDE` did not match registry,MDE,DOB binding site,,,,,,,,DOB binding site,molecular_target,DOB binding site,target,True,10.1016/0304-3940(88)90658-1,Ring-substituted amphetamine interactions with neurotransmitter receptor binding sites in human cortex,compound_target,not_applicable,not_reported,binding,binding affinity determination,receptor binding,binding,Other,approximately 1,microM,not_applicable,human,cortex,in_vitro,Pamela A. Pierce; Stephen J. Peroutka,1988,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"(+/-)-3,4-Methylenedioxyamphetamine (MDA), (+/-)-3,4-methylenedioxyethamphetamine (MDE), and (+/-)-3,4-methylenedioxymethamphetamine (MDMA or 'Ecstasy') all display highest affinity (approximately 1 microM) for the recently identified 'DOB binding site' labeled by [77Br]R(-)4-bromo-2,5-dimethoxyphenylisopropylamine [( 77Br]R(-)DOB).",abstract_only,abstract,abstract,not_reported,NINDS NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Neuroscience Letters,journal-article,1988-12-01,0304-3940,1872-7972,Elsevier BV,"3,4-Methylenedioxyamphetamine / analogs & derivatives | 3,4-Methylenedioxyamphetamine / pharmacology | Amphetamines / pharmacology | Cerebral Cortex / drug effects | Cerebral Cortex / metabolism | Humans | N-Methyl-3,4-methylenedioxyamphetamine | Receptors, Neurotransmitter / drug effects | Receptors, Neurotransmitter / metabolism",eng,not_reported,,,,,,,,,,,,,,,medium,mechanistic,targets,,,MDE,DOB binding site,,,{},{},,0.0,,NINDS NIH HHS,NS 12151-13 | NS 23560-02,,
entity_unmapped,graph entity `DOB binding site` did not match registry,MDMA,DOB binding site,,MDMA,,,,,,DOB binding site,molecular_target,DOB binding site,target,True,10.1016/0304-3940(88)90658-1,Ring-substituted amphetamine interactions with neurotransmitter receptor binding sites in human cortex,compound_target,not_applicable,not_reported,binding,binding affinity determination,receptor binding,binding,Other,approximately 1,microM,not_applicable,human,cortex,in_vitro,Pamela A. Pierce; Stephen J. Peroutka,1988,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"(+/-)-3,4-Methylenedioxyamphetamine (MDA), (+/-)-3,4-methylenedioxyethamphetamine (MDE), and (+/-)-3,4-methylenedioxymethamphetamine (MDMA or 'Ecstasy') all display highest affinity (approximately 1 microM) for the recently identified 'DOB binding site' labeled by [77Br]R(-)4-bromo-2,5-dimethoxyphenylisopropylamine [( 77Br]R(-)DOB).",abstract_only,abstract,abstract,not_reported,NINDS NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Neuroscience Letters,journal-article,1988-12-01,0304-3940,1872-7972,Elsevier BV,"3,4-Methylenedioxyamphetamine / analogs & derivatives | 3,4-Methylenedioxyamphetamine / pharmacology | Amphetamines / pharmacology | Cerebral Cortex / drug effects | Cerebral Cortex / metabolism | Humans | N-Methyl-3,4-methylenedioxyamphetamine | Receptors, Neurotransmitter / drug effects | Receptors, Neurotransmitter / metabolism",eng,not_reported,,,,,,,,,,,,,,,medium,mechanistic,targets,label,,MDMA,DOB binding site,needs_external_id_lookup,,{},{},,0.0,,NINDS NIH HHS,NS 12151-13 | NS 23560-02,,
normalized,compound and graph entity matched local registry,MDA,5-hydroxytryptamine1A (5-HT1A),,MDA,5-HT1A,,,,,5-hydroxytryptamine1A (5-HT1A),molecular_target,5-HT1A receptor,target,True,10.1016/0304-3940(88)90658-1,Ring-substituted amphetamine interactions with neurotransmitter receptor binding sites in human cortex,compound_target,not_applicable,not_reported,binding,binding affinity determination,receptor binding,binding,Other,4-5,microM,not_applicable,human,cortex,in_vitro,Pamela A. Pierce; Stephen J. Peroutka,1988,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"MDA displays moderate affinity (4-5 microM) for the 5-hydroxytryptamine1A (5-HT1A), 5-HT1D, and alpha 2-adrenergic sites in human cortex.",abstract_only,abstract,abstract,not_reported,NINDS NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Neuroscience Letters,journal-article,1988-12-01,0304-3940,1872-7972,Elsevier BV,"3,4-Methylenedioxyamphetamine / analogs & derivatives | 3,4-Methylenedioxyamphetamine / pharmacology | Amphetamines / pharmacology | Cerebral Cortex / drug effects | Cerebral Cortex / metabolism | Humans | N-Methyl-3,4-methylenedioxyamphetamine | Receptors, Neurotransmitter / drug effects | Receptors, Neurotransmitter / metabolism",eng,not_reported,,,,,,,,,,,,,,,medium,mechanistic,targets,label,target_variant,MDA,5-HT1A receptor,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR1A""}",5-HT1A,1.0,,NINDS NIH HHS,NS 12151-13 | NS 23560-02,,
entity_unmapped,graph entity `5-HT1D receptor` did not match registry,MDA,5-HT1D,,MDA,,,,,,5-HT1D,molecular_target,5-HT1D receptor,target,True,10.1016/0304-3940(88)90658-1,Ring-substituted amphetamine interactions with neurotransmitter receptor binding sites in human cortex,compound_target,not_applicable,not_reported,binding,binding affinity determination,receptor binding,binding,Other,4-5,microM,not_applicable,human,cortex,in_vitro,Pamela A. Pierce; Stephen J. Peroutka,1988,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"MDA displays moderate affinity (4-5 microM) for the 5-hydroxytryptamine1A (5-HT1A), 5-HT1D, and alpha 2-adrenergic sites in human cortex.",abstract_only,abstract,abstract,not_reported,NINDS NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Neuroscience Letters,journal-article,1988-12-01,0304-3940,1872-7972,Elsevier BV,"3,4-Methylenedioxyamphetamine / analogs & derivatives | 3,4-Methylenedioxyamphetamine / pharmacology | Amphetamines / pharmacology | Cerebral Cortex / drug effects | Cerebral Cortex / metabolism | Humans | N-Methyl-3,4-methylenedioxyamphetamine | Receptors, Neurotransmitter / drug effects | Receptors, Neurotransmitter / metabolism",eng,not_reported,,,,,,,,,,,,,,,medium,mechanistic,targets,label,,MDA,5-HT1D receptor,needs_external_id_lookup,,{},{},,0.0,,NINDS NIH HHS,NS 12151-13 | NS 23560-02,,
entity_unmapped,graph entity `alpha-2 adrenergic receptor` did not match registry,MDA,alpha 2-adrenergic sites,,MDA,,,,,,alpha 2-adrenergic sites,molecular_target,alpha-2 adrenergic receptor,target,True,10.1016/0304-3940(88)90658-1,Ring-substituted amphetamine interactions with neurotransmitter receptor binding sites in human cortex,compound_target,not_applicable,not_reported,binding,binding affinity determination,receptor binding,binding,Other,4-5,microM,not_applicable,human,cortex,in_vitro,Pamela A. Pierce; Stephen J. Peroutka,1988,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"MDA displays moderate affinity (4-5 microM) for the 5-hydroxytryptamine1A (5-HT1A), 5-HT1D, and alpha 2-adrenergic sites in human cortex.",abstract_only,abstract,abstract,not_reported,NINDS NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Neuroscience Letters,journal-article,1988-12-01,0304-3940,1872-7972,Elsevier BV,"3,4-Methylenedioxyamphetamine / analogs & derivatives | 3,4-Methylenedioxyamphetamine / pharmacology | Amphetamines / pharmacology | Cerebral Cortex / drug effects | Cerebral Cortex / metabolism | Humans | N-Methyl-3,4-methylenedioxyamphetamine | Receptors, Neurotransmitter / drug effects | Receptors, Neurotransmitter / metabolism",eng,not_reported,,,,,,,,,,,,,,,medium,mechanistic,targets,label,,MDA,alpha-2 adrenergic receptor,needs_external_id_lookup,,{},{},,0.0,,NINDS NIH HHS,NS 12151-13 | NS 23560-02,,
compound_unmapped,compound `herkinorin` did not match registry,herkinorin,μ-opioid receptor,,,,,,,,μ-opioid receptors,molecular_target,μ-opioid receptor,target,True,10.1016/j.ejphar.2017.03.043,Stimulation of μ-opioid receptors dilates retinal arterioles by neuronal nitric oxide synthase-derived nitric oxide in rats,compound_target,not_applicable,not_reported,agonist,retinal arteriolar diameter measurement,functional assay,agonist,,,,not_applicable,rat,rat retina,in_vivo,Eriko Someya; Asami Mori; Kenji Sakamoto; Kunio Ishii; Tsutomu Nakahara,2017,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,These results suggest that herkinorin dilates rat retinal arterioles through stimulation of retinal μ-opioid receptors.,abstract_only,abstract,abstract,in vivo study,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,European Journal of Pharmacology,journal-article,2017-03-22,0014-2999,1879-0712,Elsevier BV,"Animals | Arterioles / drug effects | Arterioles / physiology | Male | N-Methylaspartate / pharmacology | Nitric Oxide / metabolism | Nitric Oxide Synthase Type I / metabolism | Rats | Rats, Wistar | Receptors, Opioid, mu / metabolism | Retinal Vessels / drug effects | Retinal Vessels / physiology | Vasodilation / drug effects",eng,not_reported,,,,,,,,,,,,,,,medium,mechanistic,targets,,,herkinorin,μ-opioid receptor,,,{},{},,0.0,Blood vessel | Neuronal cell | Nitric oxide | Retina | μ-opioid receptor,,,,
