study_doi,dataset,extraction_scope,best_llm_relevance,included_from_runs,screening_record_count,readiness_status,extraction_input_tier,fulltext_ready,fulltext_artifact_path,fulltext_char_count,has_abstract,pdf_local_path,pdf_download_status,study_title,study_year,authors,study_journal,publication_type,publication_date,pmid,pmcid
10.1007/s12035-025-04789-6,mechanistic,psychedelic_compound_x_target,relevant,direct_pair_search_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,not_open_access,Ketamine Alters Specific Gene Expression Profiles by Transcriptome-Wide Responses in a Ketamine-Induced Schizophrenia-Like Mouse Model,2025,Zhe Du; Xiu-mei Zhu; Peng Lv; Ying Pan; Xi-kai Hou; Ang Li; Dong Zhao; Jia-xin Xing; Jun Yao,Molecular Neurobiology,journal-article,2025-02-24,39992587,PMC6333924
10.1007/s12035-025-05114-x,mechanistic,psychedelic_compound_x_target,relevant,grouped_search_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,not_open_access,Neuroprotective Role of Ketamine in Reducing Neuroinflammation and Enhancing Neuroplasticity Against a Cortisol-Induced In Vitro Stress Model,2025,Lucas Santos; Fernanda dos Santos Petry; Carolina Saibro-Girardi; Júlia Hansen; Danielle Martins; Nicole Fröhlich; Luana Possa; Luiz Filipe Bastos Mendes; Hémelin Resende Farias; Alberto Martins Silva,Molecular Neurobiology,journal-article,2025-06-05,40474026,PMC4461039
10.1007/s12035-025-05608-8,mechanistic,psychedelic_compound_x_target,uncertain,direct_pair_search_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1007_s12035_025_05608_8.json,160024,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s12035-025-05608-8__230dd07761.pdf,downloaded,Unraveling Cannabidiol's Dual Modulatory Role in Schizophrenia: Network Pharmacology and In Vivo Validation of Neuroinflammatory and Behavioral Modulation.,2025,Wei Y; Liu X; Lin S; Jia Z; Liu L; Wang B; Liao L; Mei X,Molecular neurobiology,Journal Article,2025-12-10,41369966,PMC12696127
10.1007/s12264-014-1504-6,mechanistic,psychedelic_compound_x_target,relevant,grouped_search_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1007_s12264_014_1504_6.json,82941,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s12264-014-1504-6__46621685ed.pdf,downloaded,Contribution of NMDA receptors to dorsolateral prefrontal cortical networks in primates,2015,Min Wang; Amy F. T. Arnsten,Neuroscience Bulletin,journal-article,2015-03-09,25754145,PMC4734117
10.1007/s12264-016-0081-2,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1007_s12264_016_0081_2.json,120253,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s12264-016-0081-2__67fd92f780.pdf,already_present,Risks Associated with Misuse of Ketamine as a Rapid-Acting Antidepressant,2016,Weili Zhu; Zengbo Ding; Yinan Zhang; Jie Shi; Kenji Hashimoto; Lin Lu,Neuroscience Bulletin,journal-article,2016-11-22,27878517,PMC5567488
10.1007/s12264-019-00422-4,mechanistic,psychedelic_compound_x_target,relevant,grouped_search_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1007_s12264_019_00422_4.json,94283,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s12264-019-00422-4__606025bc29.pdf,downloaded,Ketamine Alleviates Fear Generalization Through GluN2B-BDNF Signaling in Mice,2019,Muhammad Asim; Bo Hao; Yu-Han Yang; Bu-Fang Fan; Li Xue; Yan-Wei Shi; Xiao-Guang Wang; Hu Zhao,Neuroscience Bulletin,journal-article,2019-08-23,31444653,PMC6977810
10.1007/s12640-013-9416-1,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,not_open_access,"3,4-Methylenedioxymethamphetamine Induces Gene Expression Changes in Rats Related to Serotonergic and Dopaminergic Systems, But Not to Neurotoxicity",2013,Elisabet Cuyas; Patricia Robledo; Nieves Pizarro; Magí Farré; Elena Puerta; Norberto Aguirre; Rafael de la Torre,Neurotoxicity Research,journal-article,2013-08-14,23949956,
10.1007/s12640-014-9501-0,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1007_s12640_014_9501_0.json,124890,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s12640-014-9501-0__0550cf1407.pdf,already_present,The Role of Adenosine A1 and A2A Receptors in the Caffeine Effect on MDMA-Induced DA and 5-HT Release in the Mouse Striatum,2014,A. M. Górska; K. Gołembiowska,Neurotoxicity Research,journal-article,2014-11-13,25391902,PMC4353865
10.1007/s12640-015-9569-1,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1007_s12640_015_9569_1.json,115345,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s12640-015-9569-1__ce65ac94dd.pdf,already_present,Effect of Some Psychoactive Drugs Used as ‘Legal Highs’ on Brain Neurotransmitters,2015,Krystyna Gołembiowska; Alexandra Jurczak; Katarzyna Kamińska; Karolina Noworyta-Sokołowska; Anna Górska,Neurotoxicity Research,journal-article,2015-10-26,26501352,PMC4786600
10.1007/s12640-016-9611-y,mechanistic,psychedelic_compound_x_target,relevant,grouped_search_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,not_open_access,Baicalin Attenuates Ketamine-Induced Neurotoxicity in the Developing Rats: Involvement of PI3K/Akt and CREB/BDNF/Bcl-2 Pathways,2016,Daiying Zuo; Li Lin; Yumiao Liu; Chengna Wang; Jingwen Xu; Feng Sun; Lin Li; Zengqiang Li; Yingliang Wu,Neurotoxicity Research,journal-article,2016-03-01,26932180,
10.1007/s12640-016-9633-5,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,not_open_access,"Metformin Prevented Dopaminergic Neurotoxicity Induced by 3,4-Methylenedioxymethamphetamine Administration",2016,Pier Francesca Porceddu; Ismail Ogunbayode Ishola; Liliana Contu; Micaela Morelli,Neurotoxicity Research,journal-article,2016-06-01,27251371,
10.1007/s12640-016-9654-0,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1007_s12640_016_9654_0.json,122102,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s12640-016-9654-0__e90b628f51.pdf,already_present,Neurotoxic Effects of 5-MeO-DIPT: A Psychoactive Tryptamine Derivative in Rats,2016,Karolina Noworyta-Sokołowska; Katarzyna Kamińska; Grzegorz Kreiner; Zofia Rogóż; Krystyna Gołembiowska,Neurotoxicity Research,journal-article,2016-07-26,27461536,PMC5047954
10.1007/s12640-017-9759-0,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1007_s12640_017_9759_0.json,97868,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s12640-017-9759-0__0be40b10a2.pdf,already_present,Comparison of the Psychopharmacological Effects of Tiletamine and Ketamine in Rodents,2017,Piotr Popik; Małgorzata Hołuj; Tomasz Kos; Gabriel Nowak; Tadeusz Librowski; Kinga Sałat,Neurotoxicity Research,journal-article,2017-06-02,28577066,PMC5602060
10.1007/s12640-017-9761-6,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,not_open_access,"Progression and Persistence of Neurotoxicity Induced by MDMA in Dopaminergic Regions of the Mouse Brain and Association with Noradrenergic, GABAergic, and Serotonergic Damage",2017,Giulia Costa; Micaela Morelli; Nicola Simola,Neurotoxicity Research,journal-article,2017-06-09,28597409,
10.1007/s12640-017-9831-9,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1007_s12640_017_9831_9.json,158454,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s12640-017-9831-9__8c69f5e1e4.pdf,already_present,Neurochemical and Neurotoxic Effects of MDMA (Ecstasy) and Caffeine After Chronic Combined Administration in Mice,2017,Anna Maria Górska; Katarzyna Kamińska; Agnieszka Wawrzczak-Bargieła; Giulia Costa; Micaela Morelli; Ryszard Przewłocki; Grzegorz Kreiner; Krystyna Gołembiowska,Neurotoxicity Research,journal-article,2017-11-13,29134560,PMC5871650
10.1007/s12640-018-9927-x,mechanistic,psychedelic_compound_x_target,relevant,grouped_search_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,not_open_access,Long-Term Neurobehavioral Consequences of a Single Ketamine Neonatal Exposure in Rats: Effects on Cellular Viability and Glutamate Transport in Frontal Cortex and Hippocampus,2018,Tuane Bazanella Sampaio; Laíse Figueiredo de Oliveira; Leandra Celso Constantino; Ana Paula Costa; Gabriela Godoy Poluceno; Wagner Carbolin Martins; Tharine Dal-Cim; Karen Andrinéia de Oliveira; Fabiana Kalyne Ludka; Rui Daniel Prediger,Neurotoxicity Research,journal-article,2018-07-02,29968149,
10.1007/s12640-019-00033-x,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1007_s12640_019_00033_x.json,117960,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s12640-019-00033-x__fa9ebd683b.pdf,already_present,Hallucinogen-Like Action of the Novel Designer Drug 25I-NBOMe and Its Effect on Cortical Neurotransmitters in Rats,2019,Monika Herian; Adam Wojtas; Katarzyna Kamińska; Paweł Świt; Anna Wach; Krystyna Gołembiowska,Neurotoxicity Research,journal-article,2019-04-15,30989482,PMC6570696
10.1007/s12640-020-00297-8,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1007_s12640_020_00297_8.json,188275,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s12640-020-00297-8__ef0ae4d142.pdf,already_present,Neurochemical and Behavioral Effects of a New Hallucinogenic Compound 25B-NBOMe in Rats,2020,Adam Wojtas; Monika Herian; Mateusz Skawski; Małgorzata Sobocińska; Alejandro González-Marín; Karolina Noworyta-Sokołowska; Krystyna Gołembiowska,Neurotoxicity Research,journal-article,2020-12-18,33337517,PMC7936972
10.1007/s13181-014-0445-9,mechanistic,psychedelic_compound_x_target,relevant,grouped_search_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1007_s13181_014_0445_9.json,30985,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s13181-014-0445-9__51460775f6.pdf,downloaded,Evolution of the NBOMes: 25C- and 25B- Sold as 25I-NBOMe,2014,Larissa K. Laskowski; Faesal Elbakoush; Jessica Calvo; Gina Exantus-Bernard; Jane Fong; Justin L. Poklis; Alphonse Poklis; Lewis S. Nelson,Journal of Medical Toxicology,journal-article,2014-11-12,25387562,PMC4469725
10.1007/s13205-025-04673-z,mechanistic,psychedelic_compound_x_target,uncertain,grouped_search_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,download_failed,Neuropharmacology of synaptic plasticity: pathways to cognitive resilience in healthy aging,2026,Falguni Goel; Payal Singh; Sachchida Nand Rai; Dharmendra Kumar Yadav,3 Biotech,journal-article,2026-01-01,41502480,PMC12770210
10.1007/s13311-017-0540-0,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1007_s13311_017_0540_0.json,66686,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s13311-017-0540-0__3f905e0fe7.pdf,already_present,"Antidepressant Actions of Ketamine Mediated by the Mechanistic Target of Rapamycin, Nitric Oxide, and Rheb",2017,Maged M. Harraz; Solomon H. Snyder,Neurotherapeutics,journal-article,2017-06-13,28612328,PMC5509634
10.1007/s13311-018-0616-5,mechanistic,psychedelic_compound_x_target,relevant,grouped_search_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1007_s13311_018_0616_5.json,168703,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s13311-018-0616-5__821a99a0d6.pdf,downloaded,Glutamate and Its Receptors as Therapeutic Targets for Migraine,2018,Jan Hoffmann; Andrew Charles,Neurotherapeutics,journal-article,2018-03-05,29508147,PMC5935645
10.1007/s40261-022-01169-z,mechanistic,psychedelic_compound_x_target,relevant,grouped_search_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,not_open_access,"A Systematic Review of Neurocognitive Effects of Subanesthetic Doses of Intravenous Ketamine in Major Depressive Disorder, Post-Traumatic Stress Disorder, and Healthy Population",2022,Paulo R. Shiroma; Mario Renato Velit-Salazar; Yelena Vorobyov,Clinical Drug Investigation,journal-article,2022-06-07,35672558,PMC3992936
10.1007/s40263-013-0059-9,mechanistic,psychedelic_compound_x_target,uncertain,screened_corpus_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,download_failed,"Plant-Based Medicines for Anxiety Disorders, Part 2: A Review of Clinical Studies with Supporting Preclinical Evidence",2013,Jerome Sarris; Erica McIntyre; David Camfield,CNS Drugs,review,2013-04-01,23653088,
10.1007/s40263-019-00618-2,mechanistic,psychedelic_compound_x_target,relevant,grouped_search_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,no_pdf_url,Expanding Role of NMDA Receptor Antagonists in the Management of Pain,2019,Denise Kreutzwiser; Qutaiba A. Tawfic,CNS Drugs,journal-article,2019-03-02,30826987,
10.1007/s40263-021-00816-x,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,download_failed,Novel Glutamatergic Modulators for the Treatment of Mood Disorders: Current Status,2021,Ioline D. Henter; Lawrence T. Park; Carlos A. Zarate,CNS Drugs,journal-article,2021-04-26,33904154,PMC8201267
10.1007/s40263-023-01008-5,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1007_s40263_023_01008_5.json,106769,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s40263-023-01008-5__68e9ea2721.pdf,already_present,Lysergic Acid Diethylamide (LSD) for the Treatment of Anxiety Disorders: Preclinical and Clinical Evidence.,2023,Inserra A; Piot A; De Gregorio D; Gobbi G,CNS drugs,"Review | Journal Article | Research Support, Non-U.S. Gov't",2023-08-21,37603260,PMC5573557
10.1007/s40263-023-01044-1,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1007_s40263_023_01044_1.json,296152,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s40263-023-01044-1__5683b89fa7.pdf,already_present,The effects of Lysergic Acid Diethylamide (LSD) on the Positive Valence Systems: A Research Domain Criteria (RDoC)-Informed Systematic Review.,2023,Pouyan N; Younesi Sisi F; Kargar A; Scheidegger M; McIntyre RS; Morrow JD,CNS drugs,Systematic Review | Journal Article,2023-11-24,37999867,PMC10703966
10.1007/s40263-024-01114-y,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1007_s40263_024_01114_y.json,221478,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s40263-024-01114-y__bd36af75ed.pdf,already_present,Glutamatergic Modulators for Major Depression from Theory to Clinical Use,2024,Roger S. McIntyre; Rakesh Jain,CNS drugs,Journal Article | Review,2024-08-16,39150594,PMC11486832
10.1007/s40263-024-01123-x,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,not_open_access,Research Progress on NMDA Receptor Enhancement Drugs for the Treatment of Depressive Disorder,2024,Ruyun Liu; Ning Liu; Lin Ma; Yue Liu; Zhuo Huang; Xiaodong Peng; Chunlin Zhuang; Jianguo Niu; Jianqiang Yu; Juan Du,CNS Drugs,journal-article,2024-10-08,39379772,PMC9673602
10.1007/s40263-025-01234-z,mechanistic,psychedelic_compound_x_target,uncertain,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1007_s40263_025_01234_z.json,226644,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s40263-025-01234-z__c2c4e00766.pdf,already_present,Managing Chronic Pain: The Ketamine Option.,2026,Pickering G; Morel V; Voute M,CNS drugs,Journal Article | Review,2025-10-16,41099780,PMC12770001
10.1007/s40473-015-0050-5,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1007_s40473_015_0050_5.json,147855,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s40473-015-0050-5__4522e1c4e1.pdf,already_present,Novel Glutamatergic Treatments for Severe Mood Disorders,2015,Minkyung Park; Mark J. Niciu; Carlos A. Zarate,Current Behavioral Neuroscience Reports,journal-article,2015-10-09,26824031,PMC4725605
10.1007/s43440-020-00181-4,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1007_s43440_020_00181_4.json,87474,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s43440-020-00181-4__d6c7c33386.pdf,already_present,Contribution of serotonin receptor subtypes to hallucinogenic activity of 25I-NBOMe and to its effect on neurotransmission,2020,Monika Herian; Adam Wojtas; Małgorzata Katarzyna Sobocińska; Mateusz Skawski; Alejandro González-Marín; Krystyna Gołembiowska,Pharmacological Reports,journal-article,2020-11-10,33174181,PMC7704505
10.1007/s43440-021-00232-4,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1007_s43440_021_00232_4.json,378225,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s43440-021-00232-4__fba688ca27.pdf,already_present,Ketamine—50 years in use: from anesthesia to rapid antidepressant effects and neurobiological mechanisms,2021,Samuel Kohtala,Pharmacological Reports,journal-article,2021-02-20,33609274,PMC7994242
10.1007/s43440-021-00342-z,mechanistic,psychedelic_compound_x_target,relevant,grouped_search_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,not_open_access,Decreased efficacy of the ketamine and scopolamine-induced sustained antidepressant-like effects in rats receiving metformin,2021,Han-Wen Chuang; I.-Hua Wei; Chun-Te Li; Chih-Chia Huang,Pharmacological Reports,journal-article,2021-11-30,34850372,PMC2993060
10.1007/s43440-023-00522-z,mechanistic,psychedelic_compound_x_target,relevant,grouped_search_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,not_open_access,Pharmacologic hyperreactivity of kappa opioid receptors in periaqueductal gray matter during alcohol withdrawal syndrome in rats,2023,Priscila Vázquez-León; Abraham Miranda-Páez; Hugo Sánchez-Castillo; Bruno A. Marichal-Cancino,Pharmacological Reports,journal-article,2023-09-02,37658980,8490541
10.1007/s43440-023-00539-4,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1007_s43440_023_00539_4.json,258558,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s43440-023-00539-4__c81a23966e.pdf,already_present,Cardiovascular safety of psychedelic medicine: current status and future directions,2023,Agnieszka Wsół,Pharmacological Reports,journal-article,2023-10-24,37874530,PMC10661823
10.1007/s43440-023-00542-9,mechanistic,psychedelic_compound_x_target,uncertain,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1007_s43440_023_00542_9.json,192442,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s43440-023-00542-9__c8aa8801be.pdf,already_present,Preclinical models of treatment-resistant depression: challenges and perspectives,2023,Magdalena Kolasa; Agata Faron-Górecka,Pharmacological Reports,journal-article,2023-10-26,37882914,PMC10661811
10.1007/s43440-023-00546-5,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1007_s43440_023_00546_5.json,187143,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s43440-023-00546-5__6fe8538340.pdf,already_present,Psychedelics action and schizophrenia,2023,Marzena Maćkowiak,Pharmacological Reports,journal-article,2023-10-30,37899392,PMC10661800
10.1007/s43440-023-00547-4,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1007_s43440_023_00547_4.json,114586,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s43440-023-00547-4__1402f48dd3.pdf,already_present,Interaction of hallucinogenic rapid-acting antidepressants with mGlu2/3 receptor ligands as a window for more effective therapies,2023,Barbara Chruścicka-Smaga; Agata Machaczka; Bernadeta Szewczyk; Andrzej Pilc,Pharmacological Reports,journal-article,2023-11-07,37932583,PMC10660980
10.1007/s43440-023-00550-9,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1007_s43440_023_00550_9.json,235139,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s43440-023-00550-9__5eecf2ec53.pdf,already_present,The possible place for psychedelics in pharmacotherapy of mental disorders,2023,Adam Wojtas,Pharmacological Reports,journal-article,2023-11-07,37934320,PMC10661751
10.1007/s43440-024-00656-8,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1007_s43440_024_00656_8.json,227881,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s43440-024-00656-8__b110e2ff7a.pdf,already_present,Drugs with glutamate-based mechanisms of action in psychiatry,2024,Adrian Andrzej Chrobak; Marcin Siwek,Pharmacological Reports,journal-article,2024-09-27,39333460,PMC11582293
10.1007/s43440-024-00660-y,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1007_s43440_024_00660_y.json,91958,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s43440-024-00660-y__e6cfacd3e5.pdf,already_present,Psilocybin and the glutamatergic pathway: implications for the treatment of neuropsychiatric diseases,2024,Izabela Szpręgiel; Agnieszka Bysiek,Pharmacological Reports,journal-article,2024-10-16,39412581,PMC11582295
10.1007/s43440-024-00679-1,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1007_s43440_024_00679_1.json,91167,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s43440-024-00679-1__f5098cc981.pdf,already_present,Assessing the effects of 5-HT2A and 5-HT5A receptor antagonists on DOI-induced head-twitch response in male rats using marker-less deep learning algorithms,2024,Ewelina Cyrano; Piotr Popik,Pharmacological Reports,journal-article,2024-11-27,39602080,PMC11743402
