normalization_status,normalization_notes,compound,target,disorder,canonical_compound,canonical_entity,compound_original,target_original,disorder_original,graph_entity_original,raw_entity_label,entity_role,graph_entity_label,graph_entity_type,graph_include_candidate,study_doi,study_title,claim_type,clinical_context_condition,graph_exclusion_reason,outcome_type,outcome_domain,result_direction,outcome_measure,population,system,authors,study_year,paper_type,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,supporting_quote,access_level,evidence_location,evidence_locator,study_design,funding,conflicts_of_interest,risk_of_bias_summary,notes,study_journal,publication_type,trial_registry_ids,publication_date,journal_issn,journal_eissn,publisher,mesh_terms,language,sample_size_total,comparator,intervention_or_exposure,dose,route,session_count_or_duration,timepoint,effect_size,p_value,confidence_interval,adverse_events,evidence_level,normalization_dataset,normalization_entity_category,compound_match_type,entity_match_type,compound_match_value,entity_match_value,compound_registry_status,entity_registry_status,compound_ids,entity_ids,entity_candidate_label,entity_candidate_score,funders,grant_ids,keywords,related_dois,publication_relations,is_retracted
entity_unmapped,graph entity `agitation` did not match registry,ketamine,,agitation in delirium,Ketamine,,,,,,Time required to the maximum effect,outcome_measure,agitation,indication,True,10.22037/aaem.v11i1.2095,Haloperidol-Midazolam vs. Haloperidol-Ketamine in Controlling the Agitation of Delirious Patients; a Randomized Clinical Trial,compound_disorder,delirious patients with agitation,not_applicable,therapeutic_effect,psychiatric/behavioral,positive,time to maximum effect,delirious patients with agitation (AMSS≥+2),clinical,Mehrad Aghili; HamidReza AkhavanHejazi; Zeinab Naderpour; Elnaz Vahidi; Morteza Saeedi,2023,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,Time required to the maximum effect was significantly lower in group B versus group A (p=0.014).,full_text_seen,abstract,Abstract; C012,randomized clinical trial,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Archives of academic emergency medicine,Journal Article,IRCT20120130008872N13,2023-08-26,2645-4904,2645-4904,,,eng,140,haloperidol 2.5 mg IV and midazolam 0.05 mg/kg IV,haloperidol 2.5 mg IV and ketamine 0.5 mg/kg IV,ketamine 0.5 mg/kg IV,intravenous,"single dose, repeated if needed",not_reported,,,,not_reported,high,disorder,disorders,label,,ketamine,agitation,needs_external_id_lookup,,{},{},Demoralization,0.6087,,,Delirium | Haloperidol | Ketamine | Midazolam,,,
not_graph_candidate,graph_include_candidate is false,ketamine,,agitation in delirium,Ketamine,,,,,,major side effects,safety_or_adverse_event,none,none,False,10.22037/aaem.v11i1.2095,Haloperidol-Midazolam vs. Haloperidol-Ketamine in Controlling the Agitation of Delirious Patients; a Randomized Clinical Trial,compound_disorder,delirious patients with agitation,safety_or_adverse_event,safety_outcome,safety,positive,incidence of major side effects,delirious patients with agitation (AMSS≥+2),clinical,Mehrad Aghili; HamidReza AkhavanHejazi; Zeinab Naderpour; Elnaz Vahidi; Morteza Saeedi,2023,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,Less patients in group B had major side effects (p=0.018),full_text_seen,abstract,Abstract; C013,randomized clinical trial,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Archives of academic emergency medicine,Journal Article,IRCT20120130008872N13,2023-08-26,2645-4904,2645-4904,,,eng,140,haloperidol 2.5 mg IV and midazolam 0.05 mg/kg IV,haloperidol 2.5 mg IV and ketamine 0.5 mg/kg IV,ketamine 0.5 mg/kg IV,intravenous,"single dose, repeated if needed",up to 6 hours,,,,"hemodynamic changes, extrapyramidal reactions, apnea, emergence phenomenon",high,disorder,disorders,label,,ketamine,agitation in delirium,needs_external_id_lookup,,{},{},life-threatening disease distress,0.4444,,,Delirium | Haloperidol | Ketamine | Midazolam,,,
not_graph_candidate,graph_include_candidate is false,ketamine,,agitation in delirium,Ketamine,,,,,,physical restraint,functional_outcome,agitation,indication,False,10.22037/aaem.v11i1.2095,Haloperidol-Midazolam vs. Haloperidol-Ketamine in Controlling the Agitation of Delirious Patients; a Randomized Clinical Trial,compound_disorder,delirious patients with agitation,functional_outcome is not a graph endpoint,therapeutic_effect,psychiatric/behavioral,positive,need for physical restraint,delirious patients with agitation (AMSS≥+2),clinical,Mehrad Aghili; HamidReza AkhavanHejazi; Zeinab Naderpour; Elnaz Vahidi; Morteza Saeedi,2023,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,and needed physical restraint (p=0.001).,full_text_seen,abstract,Abstract; C012,randomized clinical trial,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Archives of academic emergency medicine,Journal Article,IRCT20120130008872N13,2023-08-26,2645-4904,2645-4904,,,eng,140,haloperidol 2.5 mg IV and midazolam 0.05 mg/kg IV,haloperidol 2.5 mg IV and ketamine 0.5 mg/kg IV,ketamine 0.5 mg/kg IV,intravenous,"single dose, repeated if needed",up to 6 hours,,,,not_reported,high,disorder,disorders,label,,ketamine,agitation,needs_external_id_lookup,,{},{},Demoralization,0.6087,,,Delirium | Haloperidol | Ketamine | Midazolam,,,
not_graph_candidate,graph_include_candidate is false,ketamine,,agitation in delirium,Ketamine,,,,,,oxygen saturation (SPO2),physiological_measure,none,none,False,10.22037/aaem.v11i1.2095,Haloperidol-Midazolam vs. Haloperidol-Ketamine in Controlling the Agitation of Delirious Patients; a Randomized Clinical Trial,compound_disorder,delirious patients with agitation,physiological_measure,safety_outcome,respiratory,positive,oxygen saturation (SPO2),delirious patients with agitation (AMSS≥+2),clinical,Mehrad Aghili; HamidReza AkhavanHejazi; Zeinab Naderpour; Elnaz Vahidi; Morteza Saeedi,2023,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"After intervention, oxygen saturation was significantly decreased in group A 5 (p = 0.031) and 10 (p = 0.019) minutes after baseline.",full_text_seen,abstract,Abstract; C011,randomized clinical trial,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Archives of academic emergency medicine,Journal Article,IRCT20120130008872N13,2023-08-26,2645-4904,2645-4904,,,eng,140,haloperidol 2.5 mg IV and midazolam 0.05 mg/kg IV,haloperidol 2.5 mg IV and ketamine 0.5 mg/kg IV,ketamine 0.5 mg/kg IV,intravenous,"single dose, repeated if needed",5 and 10 minutes after baseline,,,,not_reported,high,disorder,disorders,label,,ketamine,agitation in delirium,needs_external_id_lookup,,{},{},life-threatening disease distress,0.4444,,,Delirium | Haloperidol | Ketamine | Midazolam,,,
entity_unmapped,graph entity `anhedonia` did not match registry,psilocybin,,anhedonia,Psilocybin,,,,,,resistance to stress induced anhedonia,therapeutic_indication,anhedonia,indication,True,10.31219/osf.io/gy6m9,"Repeated low doses of psilocybin increase resilience to stress, lower compulsive actions, and strengthen cortical connections to the paraventricular thalamic nucleus in rats",compound_disorder,not_applicable,not_applicable,behavioral,mood and affect,positive,sucrose preference,rats,preclinical,Kat F. Kiilerich; Joe Lorenz; Malthe B. Scharff; Nikolaj Speth; T Brandt; Julia Czurylo; Mengfei Xiong; Naja Støckel Jessen; Agata Casado-Sainz; Vladimir Shalgunov,2023,preprint,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"However, psilocybin-treated animals did not show declining sucrose preference, but rather an increase to 92.7 ± 5.2 % on their first within-treatment test. The preference for sucrose by psilocybin-treated animals also returned to baseline following the end of treatment (Fig. 4F ). This points towards an increased resistance to stress-induced anhedonia during the psilocybin treatment period, but not following cessation of the treatment.",full_text_seen,text,S020,preclinical study,Lundbeckfonden | Gentofte Hospital | H. Lundbeck A/S,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Bern Open Repository and Information System (University of Bern),preprint,not_reported,2023-01-05,,,University of Bern,,en,not_reported,saline,repeated low doses of psilocybin,0.05 mg/kg,s.c.,every second day for 21 days,during treatment period,,,,not_reported,low,disorder,disorders,label,,psilocybin,anhedonia,needs_external_id_lookup,,{},{},Chronic pain,0.4762,Lundbeckfonden | Gentofte Hospital | H. Lundbeck A/S,2015-1591 | R192-2015-1591 | R194-2015-1589 | 2015-1589,Psilocybin | Hallucinogen | Anhedonia | Psychology | Serotonergic | Pharmacology | Medicine | Psychotomimetic | Neuroscience | Serotonin | Internal medicine | Receptor | NMDA receptor | Dopamine,,,
entity_unmapped,graph entity `compulsive disorder` did not match registry,psilocybin,,compulsive disorder,Psilocybin,,,,,,"reduced the frequency of self-grooming, a proxy for human compulsive actions",therapeutic_indication,compulsive disorder,indication,True,10.31219/osf.io/gy6m9,"Repeated low doses of psilocybin increase resilience to stress, lower compulsive actions, and strengthen cortical connections to the paraventricular thalamic nucleus in rats",compound_disorder,not_applicable,not_applicable,behavioral,behavioral symptoms,positive,self-grooming frequency,rats,preclinical,Kat F. Kiilerich; Joe Lorenz; Malthe B. Scharff; Nikolaj Speth; T Brandt; Julia Czurylo; Mengfei Xiong; Naja Støckel Jessen; Agata Casado-Sainz; Vladimir Shalgunov,2023,preprint,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"Psilocybin microdosing reduced the overall self-grooming frequency by 14% in the microdosing compared to control animals (unpaired, two-tailed t-test, P=0.016) (Fig. 2U ), without changing other measurements in the open-field test. Here, grooming frequency refers to an uninterrupted session of grooming and can include one or more grooming bouts. These results point towards an effect of psilocybin microdosing in reducing self-grooming in rats.",full_text_seen,text,C017,preclinical study,Lundbeckfonden | Gentofte Hospital | H. Lundbeck A/S,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Bern Open Repository and Information System (University of Bern),preprint,not_reported,2023-01-05,,,University of Bern,,en,not_reported,saline,repeated low doses of psilocybin,0.05 mg/kg,s.c.,every second day for 21 days,not_reported,,,,not_reported,low,disorder,disorders,label,,psilocybin,compulsive disorder,needs_external_id_lookup,,{},{},Obsessive-compulsive disorder,0.7917,Lundbeckfonden | Gentofte Hospital | H. Lundbeck A/S,2015-1591 | R192-2015-1591 | R194-2015-1589 | 2015-1589,Psilocybin | Hallucinogen | Anhedonia | Psychology | Serotonergic | Pharmacology | Medicine | Psychotomimetic | Neuroscience | Serotonin | Internal medicine | Receptor | NMDA receptor | Dopamine,,,
not_graph_candidate,graph_include_candidate is false,psilocybin,,anxiety,Psilocybin,,,,,,did not induce anxiety behavior,symptom_or_problem,anxiety,indication,False,10.31219/osf.io/gy6m9,"Repeated low doses of psilocybin increase resilience to stress, lower compulsive actions, and strengthen cortical connections to the paraventricular thalamic nucleus in rats",compound_disorder,not_applicable,"null effect, not a therapeutic indication",behavioral,mood and affect,null,"anxiety behavior (open-field, elevated plus maze)",rats,preclinical,Kat F. Kiilerich; Joe Lorenz; Malthe B. Scharff; Nikolaj Speth; T Brandt; Julia Czurylo; Mengfei Xiong; Naja Støckel Jessen; Agata Casado-Sainz; Vladimir Shalgunov,2023,preprint,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"Repeated low doses of psilocybin did not change locomotion (Fig. 2C-F ), center frequency, or time spent in the center, confirming that psilocybin at these doses does not induce anxiety behavior in a familiar open-field arena, as often seen in animal models of repeated high doses of psilocybin.",full_text_seen,text,C016,preclinical study,Lundbeckfonden | Gentofte Hospital | H. Lundbeck A/S,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Bern Open Repository and Information System (University of Bern),preprint,not_reported,2023-01-05,,,University of Bern,,en,not_reported,saline,repeated low doses of psilocybin,0.05 mg/kg,s.c.,every second day for 21 days,not_reported,,,,not_reported,low,disorder,disorders,label,,psilocybin,anxiety,needs_external_id_lookup,,{},{},,0.0,Lundbeckfonden | Gentofte Hospital | H. Lundbeck A/S,2015-1591 | R192-2015-1591 | R194-2015-1589 | 2015-1589,Psilocybin | Hallucinogen | Anhedonia | Psychology | Serotonergic | Pharmacology | Medicine | Psychotomimetic | Neuroscience | Serotonin | Internal medicine | Receptor | NMDA receptor | Dopamine,,,
not_graph_candidate,graph_include_candidate is false,psilocybin,,schizophrenia,Psilocybin,,,,,,no group difference in %PPI,outcome_measure,schizophrenia,indication,False,10.31219/osf.io/gy6m9,"Repeated low doses of psilocybin increase resilience to stress, lower compulsive actions, and strengthen cortical connections to the paraventricular thalamic nucleus in rats",compound_disorder,schizophrenic endophenotypes,"null effect, not a therapeutic indication",behavioral,cognitive function,null,pre-pulse inhibition (PPI) of the startle reflex,rats,preclinical,Kat F. Kiilerich; Joe Lorenz; Malthe B. Scharff; Nikolaj Speth; T Brandt; Julia Czurylo; Mengfei Xiong; Naja Støckel Jessen; Agata Casado-Sainz; Vladimir Shalgunov,2023,preprint,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,There was no group difference in latency from the startle pulse to maximum peak of startle (Fig. 3C ) or in %PPI (Fig. 3D+G ).,full_text_seen,text,C018,preclinical study,Lundbeckfonden | Gentofte Hospital | H. Lundbeck A/S,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Bern Open Repository and Information System (University of Bern),preprint,not_reported,2023-01-05,,,University of Bern,,en,not_reported,saline,repeated low doses of psilocybin,0.05 mg/kg,s.c.,every second day for 21 days,not_reported,,,,not_reported,low,disorder,disorders,label,,psilocybin,schizophrenia,needs_external_id_lookup,,{},{},social phobia,0.5385,Lundbeckfonden | Gentofte Hospital | H. Lundbeck A/S,2015-1591 | R192-2015-1591 | R194-2015-1589 | 2015-1589,Psilocybin | Hallucinogen | Anhedonia | Psychology | Serotonergic | Pharmacology | Medicine | Psychotomimetic | Neuroscience | Serotonin | Internal medicine | Receptor | NMDA receptor | Dopamine,,,
not_graph_candidate,graph_include_candidate is false,psilocybin,,not_applicable,Psilocybin,,,,,,altered locomotor activity,physiological_measure,none,none,False,10.31219/osf.io/gy6m9,"Repeated low doses of psilocybin increase resilience to stress, lower compulsive actions, and strengthen cortical connections to the paraventricular thalamic nucleus in rats",compound_disorder,not_applicable,"physiological measure, not a therapeutic indication",behavioral,motor function,null,locomotor activity,rats,preclinical,Kat F. Kiilerich; Joe Lorenz; Malthe B. Scharff; Nikolaj Speth; T Brandt; Julia Czurylo; Mengfei Xiong; Naja Støckel Jessen; Agata Casado-Sainz; Vladimir Shalgunov,2023,preprint,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"Repeated low doses of psilocybin did not change locomotion (Fig. 2C-F ), center frequency, or time spent in the center, confirming that psilocybin at these doses does not induce anxiety behavior in a familiar open-field arena, as often seen in animal models of repeated high doses of psilocybin.",full_text_seen,text,C016,preclinical study,Lundbeckfonden | Gentofte Hospital | H. Lundbeck A/S,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Bern Open Repository and Information System (University of Bern),preprint,not_reported,2023-01-05,,,University of Bern,,en,not_reported,saline,repeated low doses of psilocybin,0.05 mg/kg,s.c.,every second day for 21 days,not_reported,,,,not_reported,low,disorder,disorders,label,,psilocybin,not_applicable,needs_external_id_lookup,,{},{},,0.0,Lundbeckfonden | Gentofte Hospital | H. Lundbeck A/S,2015-1591 | R192-2015-1591 | R194-2015-1589 | 2015-1589,Psilocybin | Hallucinogen | Anhedonia | Psychology | Serotonergic | Pharmacology | Medicine | Psychotomimetic | Neuroscience | Serotonin | Internal medicine | Receptor | NMDA receptor | Dopamine,,,
not_graph_candidate,graph_include_candidate is false,Psychedelics,,Psychological well-being,,,,,,,Psychological well-being,functional_outcome,Well-being,indication,False,10.3389/fphar.2018.00897,Predicting Responses to Psychedelics: A Prospective Study,compound_disorder,general population of individuals taking psychedelics,not_reported,Therapeutic outcome,Mental Health,positive,Psychological well-being (WEMWBS scores),Individuals who planned to take a psychedelic through their own initiative,clinical,Eline C. H. M. Haijen; Mendel Kaelen; Leor Roseman; Christopher Timmermann; Hannes Kettner; Suzanne Russ; David Nutt; Richard E. Daws; Adam D. G. Hampshire; Romy Lorenz,2018,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,Psychological well-being was increased 2 weeks after a psychedelic experience and remained at this level after 4 weeks.,full_text_seen,abstract,Abstract,Prospective observational study,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Frontiers in Pharmacology,journal-article,not_reported,2018-11-02,1663-9812,,Frontiers Media SA,,eng,"N = 654 (baseline), N = 315 (2 weeks), N = 212 (4 weeks)",baseline,self-administered psychedelic experience,not_reported,not_reported,single psychedelic experience,2 weeks and 4 weeks after the experience,,,,not_reported,low,disorder,disorders,,,Psychedelics,Well-being,,,{},{},Suicidal ideation,0.3704,,,acute effects | challenging experience | mystical experience | peak experience | predicting response | psychedelics | set and setting | well-being,,,
entity_unmapped,graph entity `Acute traumatic pain` did not match registry,Ketamine,,Acute traumatic pain,Ketamine,,,,,,pain reduction,outcome_measure,Acute traumatic pain,indication,True,10.1016/j.annemergmed.2025.09.019,Intranasal Versus Subcutaneous Ketamine for the Treatment of Acute Traumatic Pain in the Emergency Department: A Randomized Clinical Trial,compound_disorder,acute musculoskeletal trauma,not_reported,efficacy,Pain,null,reduction in the numerical rating scale (NRS),"adult participants aged 18 to 65 years, presenting to the emergency department (ED) for acute musculoskeletal trauma with moderate to severe pain",clinical,Randa Dhaoui; Cyrine Kouraichi; Marwa Toumia; Khaoula Bel Haj Ali; Adel Sekma; Rahma Jaballah; Hajer Yaakoubi; Lotfi Boukadida; Kaouthar Beltaief; Zied Mezgar,2025,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"For patients presenting to the ED with acute musculoskeletal trauma, we found no clinically important differences in pain reduction between ketamine 20 mg, subcutaneous and ketamine 20 mg, intranasal.",abstract_only,abstract,abstract,"randomized, double-blinded, double-dummy prospective study",not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Annals of Emergency Medicine,journal-article,not_reported,2025-10-01,0196-0644,1085-8717,Elsevier BV,,eng,1194,subcutaneous versus intranasal ketamine,"ketamine 20 mg, subcutaneous; ketamine 20 mg, intranasal",20 mg,subcutaneous; intranasal,not_reported,"30 minutes (primary), also 5, 10, 15, 60, 90, and 120 minutes",,,,not_reported,high,disorder,disorders,label,,Ketamine,Acute traumatic pain,needs_external_id_lookup,,{},{},Chronic pain,0.5625,,,Intranasal | Ketamine | Musculoskeletal trauma | Pain | Subcutaneous,,,
not_graph_candidate,graph_include_candidate is false,Ketamine,,not_applicable,Ketamine,,,,,,minor adverse events,safety_or_adverse_event,none,none,False,10.1016/j.annemergmed.2025.09.019,Intranasal Versus Subcutaneous Ketamine for the Treatment of Acute Traumatic Pain in the Emergency Department: A Randomized Clinical Trial,compound_disorder,acute musculoskeletal trauma,Adverse events are not a primary indication for graph edge.,safety,Adverse Events,negative,adverse events,"adult participants aged 18 to 65 years, presenting to the emergency department (ED) for acute musculoskeletal trauma with moderate to severe pain",clinical,Randa Dhaoui; Cyrine Kouraichi; Marwa Toumia; Khaoula Bel Haj Ali; Adel Sekma; Rahma Jaballah; Hajer Yaakoubi; Lotfi Boukadida; Kaouthar Beltaief; Zied Mezgar,2025,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,There was no difference in secondary outcomes except more minor adverse events in the subcutaneous group.,abstract_only,abstract,abstract,"randomized, double-blinded, double-dummy prospective study",not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Annals of Emergency Medicine,journal-article,not_reported,2025-10-01,0196-0644,1085-8717,Elsevier BV,,eng,1194,subcutaneous versus intranasal ketamine,"ketamine 20 mg, subcutaneous; ketamine 20 mg, intranasal",20 mg,subcutaneous; intranasal,not_reported,not_reported,,,,more minor adverse events in the subcutaneous group,high,disorder,disorders,label,,Ketamine,not_applicable,needs_external_id_lookup,,{},{},,0.0,,,Intranasal | Ketamine | Musculoskeletal trauma | Pain | Subcutaneous,,,
entity_unmapped,graph entity `cocaine dependence` did not match registry,ketamine,,cocaine dependence,Ketamine,,,,,,motivation to quit cocaine scores with the University of Rhode Island Change Assessment,outcome_measure,cocaine dependence,indication,True,10.1016/j.biopsych.2013.08.009,The Effects of Subanesthetic Ketamine Infusions on Motivation to Quit and Cue-Induced Craving in Cocaine-Dependent Research Volunteers,compound_disorder,cocaine dependence,not_reported,therapeutic_effect,addiction/substance use,positive,motivation to quit cocaine (University of Rhode Island Change Assessment),volunteers with active DSM-IV cocaine dependence not seeking treatment or abstinence,clinical,Elias Dakwar; Frances Levin; Richard W. Foltin; Edward V. Nunes; Carl L. Hart,2013,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Compared with the active control lorazepam, a single ketamine infusion (.41 mg/kg) led to a mean 3.9-point gain in University of Rhode Island Change Assessment (p = .012), which corresponds to an approximately 60% increase over preceding values.",abstract_only,abstract,abstract,"crossover, double-blind trial",NIDA NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Biological Psychiatry,journal-article,NCT01790490,2013-09-12,0006-3223,1873-2402,Elsevier BV,"Adult | Behavior, Addictive / drug therapy | Cocaine-Related Disorders / drug therapy | Craving / drug effects | Cross-Over Studies | Cues | Dose-Response Relationship, Drug | Double-Blind Method | Excitatory Amino Acid Antagonists / administration & dosage | Excitatory Amino Acid Antagonists / therapeutic use | Female | Humans | Hypnotics and Sedatives / administration & dosage | Hypnotics and Sedatives / therapeutic use | Infusions, Intravenous | Ketamine / administration & dosage | Ketamine / adverse effects | Ketamine / therapeutic use | Lorazepam / administration & dosage | Lorazepam / therapeutic use | Male | Middle Aged | Motivation / drug effects | Young Adult",eng,8,lorazepam 2 mg,ketamine infusion,.41 mg/kg,intravenous,"single infusion, 52-min",24 hours postinfusion,,,,Infusions were well-tolerated.,low,disorder,disorders,label,,ketamine,cocaine dependence,needs_external_id_lookup,,{},{},Nicotine dependence,0.8649,NIDA NIH HHS,DA007294-19 | K23 DA031771 | DA031771-01 | DA03476-23 | T32 DA007294 | P50 DA009236 | DA009236-18 | K05 DA031749 | DA029647-02 | DA031749-01 | R01 DA003476 | K24 DA029647 | DA031749-02,Addiction | cocaine | craving | glutamate | ketamine | motivation,,,
entity_unmapped,graph entity `cocaine dependence` did not match registry,ketamine,,cocaine dependence,Ketamine,,,,,,reduction of comparable magnitude in cue-induced craving,outcome_measure,cocaine dependence,indication,True,10.1016/j.biopsych.2013.08.009,The Effects of Subanesthetic Ketamine Infusions on Motivation to Quit and Cue-Induced Craving in Cocaine-Dependent Research Volunteers,compound_disorder,cocaine dependence,not_reported,therapeutic_effect,addiction/substance use,positive,cue-induced craving (visual analogue scale),volunteers with active DSM-IV cocaine dependence not seeking treatment or abstinence,clinical,Elias Dakwar; Frances Levin; Richard W. Foltin; Edward V. Nunes; Carl L. Hart,2013,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,There was a reduction of comparable magnitude in cue-induced craving (p = .012).,abstract_only,abstract,abstract,"crossover, double-blind trial",NIDA NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Biological Psychiatry,journal-article,NCT01790490,2013-09-12,0006-3223,1873-2402,Elsevier BV,"Adult | Behavior, Addictive / drug therapy | Cocaine-Related Disorders / drug therapy | Craving / drug effects | Cross-Over Studies | Cues | Dose-Response Relationship, Drug | Double-Blind Method | Excitatory Amino Acid Antagonists / administration & dosage | Excitatory Amino Acid Antagonists / therapeutic use | Female | Humans | Hypnotics and Sedatives / administration & dosage | Hypnotics and Sedatives / therapeutic use | Infusions, Intravenous | Ketamine / administration & dosage | Ketamine / adverse effects | Ketamine / therapeutic use | Lorazepam / administration & dosage | Lorazepam / therapeutic use | Male | Middle Aged | Motivation / drug effects | Young Adult",eng,8,lorazepam 2 mg,ketamine infusion,.41 mg/kg,intravenous,"single infusion, 52-min",24 hours postinfusion,,,,Infusions were well-tolerated.,low,disorder,disorders,label,,ketamine,cocaine dependence,needs_external_id_lookup,,{},{},Nicotine dependence,0.8649,NIDA NIH HHS,DA007294-19 | K23 DA031771 | DA031771-01 | DA03476-23 | T32 DA007294 | P50 DA009236 | DA009236-18 | K05 DA031749 | DA029647-02 | DA031749-01 | R01 DA003476 | K24 DA029647 | DA031749-02,Addiction | cocaine | craving | glutamate | ketamine | motivation,,,
entity_unmapped,graph entity `cocaine dependence` did not match registry,ketamine,,cocaine dependence,Ketamine,,,,,,further reductions in cue-induced craving,outcome_measure,cocaine dependence,indication,True,10.1016/j.biopsych.2013.08.009,The Effects of Subanesthetic Ketamine Infusions on Motivation to Quit and Cue-Induced Craving in Cocaine-Dependent Research Volunteers,compound_disorder,cocaine dependence,not_reported,therapeutic_effect,addiction/substance use,positive,cue-induced craving,volunteers with active DSM-IV cocaine dependence not seeking treatment or abstinence,clinical,Elias Dakwar; Frances Levin; Richard W. Foltin; Edward V. Nunes; Carl L. Hart,2013,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,A subsequent ketamine infusion (.71 mg/kg) led to further reductions in cue-induced craving compared with the control.,abstract_only,abstract,abstract,"crossover, double-blind trial",NIDA NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Biological Psychiatry,journal-article,NCT01790490,2013-09-12,0006-3223,1873-2402,Elsevier BV,"Adult | Behavior, Addictive / drug therapy | Cocaine-Related Disorders / drug therapy | Craving / drug effects | Cross-Over Studies | Cues | Dose-Response Relationship, Drug | Double-Blind Method | Excitatory Amino Acid Antagonists / administration & dosage | Excitatory Amino Acid Antagonists / therapeutic use | Female | Humans | Hypnotics and Sedatives / administration & dosage | Hypnotics and Sedatives / therapeutic use | Infusions, Intravenous | Ketamine / administration & dosage | Ketamine / adverse effects | Ketamine / therapeutic use | Lorazepam / administration & dosage | Lorazepam / therapeutic use | Male | Middle Aged | Motivation / drug effects | Young Adult",eng,8,control (lorazepam),ketamine infusion,.71 mg/kg,intravenous,"subsequent infusion, 52-min",24 hours postinfusion,,,,Infusions were well-tolerated.,low,disorder,disorders,label,,ketamine,cocaine dependence,needs_external_id_lookup,,{},{},Nicotine dependence,0.8649,NIDA NIH HHS,DA007294-19 | K23 DA031771 | DA031771-01 | DA03476-23 | T32 DA007294 | P50 DA009236 | DA009236-18 | K05 DA031749 | DA029647-02 | DA031749-01 | R01 DA003476 | K24 DA029647 | DA031749-02,Addiction | cocaine | craving | glutamate | ketamine | motivation,,,
