normalization_status,normalization_notes,compound,target,disorder,canonical_compound,canonical_entity,compound_original,target_original,disorder_original,graph_entity_original,raw_entity_label,entity_role,graph_entity_label,graph_entity_type,graph_include_candidate,study_doi,study_title,claim_type,clinical_context_condition,graph_exclusion_reason,mechanism_type,assay_type,assay_family,action_type,affinity_type,affinity_value,affinity_unit,result_direction,species,model_or_system,system,authors,study_year,paper_type,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,supporting_quote,access_level,source_access_level,evidence_location,evidence_locator,study_design,funding,conflicts_of_interest,risk_of_bias_summary,notes,study_journal,publication_type,publication_date,journal_issn,journal_eissn,publisher,mesh_terms,language,sample_size_total,sample_size_by_arm,comparator,intervention_or_exposure,dose,route,session_count_or_duration,primary_outcome,outcome_measure,timepoint,effect_size,p_value,confidence_interval,adverse_events,evidence_level,compound_match_type,entity_match_type,compound_registry_status,entity_registry_status,compound_ids,entity_ids,keywords,funders,grant_ids,related_dois,publication_relations,semantic_scholar_id,trial_registry_ids
normalized,compound and graph entity matched local registry,R-ketamine,NMDA receptor,,R-ketamine,NMDA receptor,R-ketamine,NMDA receptor,,NMDA receptor,lateral sites,molecular_target,NMDA receptor,target,True,10.1038/s41380-024-02729-9,Allosteric inhibition of NMDA receptors by low dose ketamine,compound_target,not_applicable,not_applicable,inhibition,"extended dose-response relationships, structural modeling, MD simulations","binding, functional",inhibition,EC50,0.06,μM,not_applicable,rat,HEK293 cells expressing rat GluN1/GluN2A receptors; molecular simulations,in_vitro,Jamie A. Abbott; Han Wen; Beiying Liu; Sheila S. Gupta; Gary J. Iacobucci; Wenjun Zheng; Gabriela K. Popescu,2024,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Results from our structural modeling showed largely similar contacts for R-KET + and S-KET + in the lateral sites, except that the aromatic ring of R-KET + afforded additional stabilizing interactions with GluN1 W563 and Y647 (Fig. 4A ). These additional contacts allowed R-KET + to remain more stable along the MD simulation relative to S-KET + , as reflected in both smaller RMSD values and larger binding energies (Fig. 4B , Tables S2 , 3 ). However, a biphasic dose-response function described our extended data more closely and predicted a 2-fold higher potency for R-KET relative to S-KET in the nanomolar range (EC 50 , 0.06 μM vs 0.13 μM), and similar potencies in the micromolar range. (Fig. 4C , S2 and Table S1 ).",full_text_seen,full_text_seen,text,C013,experimental,NINDS NIH HHS | U.S. Department of Health & Human Services | NIH | National Institute of Mental Health (NIMH) | NIGMS NIH HHS | U.S. Department of Health & Human Services | NIH | National Institute of Neurological Disorders and Stroke (NINDS) | NIMH NIH HHS,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Molecular Psychiatry,journal-article,2024-09-05,1359-4184,1476-5578,Springer Science and Business Media LLC,"Ketamine / pharmacology | Ketamine / metabolism | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Receptors, N-Methyl-D-Aspartate / metabolism | Receptors, N-Methyl-D-Aspartate / genetics | Humans | Animals | Allosteric Regulation / drug effects | HEK293 Cells | Dose-Response Relationship, Drug",eng,,,,,,,,,,,,,,,high,label,label,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},,NINDS NIH HHS | U.S. Department of Health & Human Services | NIH | National Institute of Mental Health (NIMH) | NIGMS NIH HHS | U.S. Department of Health & Human Services | NIH | National Institute of Neurological Disorders and Stroke (NINDS) | NIMH NIH HHS,R01 NS108750 | R01MH118298 | R01 NS097016 | T32 GM099607 | R35 NS132248 | R35NS132248 | R01NS108750 | R01 MH118298,10.21203/rs.3.rs-3304783/v1,UpdateOf PMID:37790558 Res Sq. 2023 Sep 21:rs.3.rs-3304783. doi: 10.21203/rs.3.rs-3304783/v1.,,
normalized,compound and graph entity matched local registry,S-ketamine,NMDA receptor,,S-ketamine,NMDA receptor,S-ketamine,NMDA receptor,,NMDA receptor,lateral sites,molecular_target,NMDA receptor,target,True,10.1038/s41380-024-02729-9,Allosteric inhibition of NMDA receptors by low dose ketamine,compound_target,not_applicable,not_applicable,inhibition,"extended dose-response relationships, structural modeling, MD simulations","binding, functional",inhibition,EC50,0.13,μM,not_applicable,rat,HEK293 cells expressing rat GluN1/GluN2A receptors; molecular simulations,in_vitro,Jamie A. Abbott; Han Wen; Beiying Liu; Sheila S. Gupta; Gary J. Iacobucci; Wenjun Zheng; Gabriela K. Popescu,2024,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Results from our structural modeling showed largely similar contacts for R-KET + and S-KET + in the lateral sites... However, a biphasic dose-response function described our extended data more closely and predicted a 2-fold higher potency for R-KET relative to S-KET in the nanomolar range (EC 50 , 0.06 μM vs 0.13 μM), and similar potencies in the micromolar range. (Fig. 4C , S2 and Table S1 ).",full_text_seen,full_text_seen,text,C013,experimental,NINDS NIH HHS | U.S. Department of Health & Human Services | NIH | National Institute of Mental Health (NIMH) | NIGMS NIH HHS | U.S. Department of Health & Human Services | NIH | National Institute of Neurological Disorders and Stroke (NINDS) | NIMH NIH HHS,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Molecular Psychiatry,journal-article,2024-09-05,1359-4184,1476-5578,Springer Science and Business Media LLC,"Ketamine / pharmacology | Ketamine / metabolism | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Receptors, N-Methyl-D-Aspartate / metabolism | Receptors, N-Methyl-D-Aspartate / genetics | Humans | Animals | Allosteric Regulation / drug effects | HEK293 Cells | Dose-Response Relationship, Drug",eng,,,,,,,,,,,,,,,high,label,label,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},,NINDS NIH HHS | U.S. Department of Health & Human Services | NIH | National Institute of Mental Health (NIMH) | NIGMS NIH HHS | U.S. Department of Health & Human Services | NIH | National Institute of Neurological Disorders and Stroke (NINDS) | NIMH NIH HHS,R01 NS108750 | R01MH118298 | R01 NS097016 | T32 GM099607 | R35 NS132248 | R35NS132248 | R01NS108750 | R01 MH118298,10.21203/rs.3.rs-3304783/v1,UpdateOf PMID:37790558 Res Sq. 2023 Sep 21:rs.3.rs-3304783. doi: 10.21203/rs.3.rs-3304783/v1.,,
normalized,compound and graph entity matched local registry,Ketamine,NMDA receptor,,Ketamine,NMDA receptor,Ketamine,N-methyl-D-aspartate receptor,,NMDA receptor,N-Me-D-Asp-sensitive L-[3H]glutamate binding site,molecular_target,NMDA receptor,target,True,10.1073/pnas.83.19.7532,Identification and properties of N-methyl-D-aspartate receptors in rat brain synaptic plasma membranes.,compound_target,not_applicable,not_applicable,poor inhibitor,L-[3H]glutamate binding assay,binding assay,poor inhibitor,Other,4.0,% inhibition,not_applicable,Rat,rat brain synaptic plasma membranes (SPMs),in_vitro,D T Monaghan; C W Cotman,1986,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Binding is insensitive to ketamine and cyclazocine, indicating that sigma opiates inhibit N-Me-D-Asp excitation at a site different from that of the N-Me-D-Asp binding site. ... Ketamine and cyclazocine are also poor binding inhibitors. ... Ketamine (1 mM) 4 ± 3",full_text_seen,full_text_seen,text,"Abstract, C005, Table 1",in vitro binding assay,,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Proceedings of the National Academy of Sciences,journal-article,1986-10-01,0027-8424,1091-6490,Proceedings of the National Academy of Sciences,"Animals | Aspartic Acid / analogs & derivatives | Aspartic Acid / metabolism | Autoradiography | Binding, Competitive | Glutamates / metabolism | Guanine Nucleotides / metabolism | Hydrogen-Ion Concentration | Kinetics | N-Methylaspartate | Rats | Receptors, N-Methyl-D-Aspartate | Receptors, Neurotransmitter / drug effects | Receptors, Neurotransmitter / isolation & purification | Receptors, Neurotransmitter / physiology | Subcellular Fractions / metabolism | Synaptic Membranes / analysis | Synaptic Membranes / physiology | Temperature",eng,,,,,,,,,,,,,,,high,label,label,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},,,,,,,
normalized,compound and graph entity matched local registry,Noribogaine,SERT (SLC6A4),,Noribogaine,SERT (SLC6A4),Noribogaine,Serotonin Transporter (SERT-F604Q mutant),,Serotonin Transporter,SERT-F604Q,molecular_target,SERT (SLC6A4),target,True,10.1074/jbc.m114.595090,A Cytosolic Relay of Heat Shock Proteins HSP70-1A and HSP90β Monitors the Folding Trajectory of the Serotonin Transporter,compound_target,not_applicable,not_reported,"pharmacochaperone, enhances surface expression/uptake",[3H]5-HT uptake assay,functional assay,"pharmacochaperone, enhances surface expression/uptake",EC50,0.12,µM,not_applicable,Human,HEK293 cells,in_vitro,Ali El-Kasaby; Florian Koban; Harald H. Sitte; Michael Freissmuth; Sonja Sucic,2014,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,SERT-F604Q 0.12 (0.05-0.31) 0.04 b (0.01-0.20) 0.13 (0.06-0.29),full_text_seen,full_text_seen,table,"Table 1, row 'SERT-F604Q', column 'Noribogaine alone (control)'",in vitro experiment,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Journal of Biological Chemistry,journal-article,2014-09-09,0021-9258,1067-8816,Elsevier BV,"Adenosine Triphosphatases / metabolism | Cytosol / metabolism | Endoplasmic Reticulum / metabolism | Fluorescence Resonance Energy Transfer | Glutathione Transferase / metabolism | HEK293 Cells | HSP70 Heat-Shock Proteins / metabolism | HSP90 Heat-Shock Proteins / metabolism | Humans | Ibogaine / analogs & derivatives | Ibogaine / chemistry | Mutation | Protein Folding | Protein Structure, Tertiary | Protein Transport | RNA, Small Interfering / metabolism | Serotonin Plasma Membrane Transport Proteins / metabolism",eng,,,,,,,,,,,,,,,high,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",Glycosylation | Heat Shock Protein (HSP) | Heat Shock Protein 90 (Hsp90) | Serotonin | Serotonin Transporter | Trafficking | Transporter,,,,,,
normalized,compound and graph entity matched local registry,Noribogaine,SERT (SLC6A4),,Noribogaine,SERT (SLC6A4),Noribogaine,Serotonin Transporter (SERT-R607A/I608A mutant),,Serotonin Transporter,SERT-R607A/I608A,molecular_target,SERT (SLC6A4),target,True,10.1074/jbc.m114.595090,A Cytosolic Relay of Heat Shock Proteins HSP70-1A and HSP90β Monitors the Folding Trajectory of the Serotonin Transporter,compound_target,not_applicable,not_reported,"pharmacochaperone, enhances surface expression/uptake",[3H]5-HT uptake assay,functional assay,"pharmacochaperone, enhances surface expression/uptake",EC50,0.78,µM,not_applicable,Human,HEK293 cells,in_vitro,Ali El-Kasaby; Florian Koban; Harald H. Sitte; Michael Freissmuth; Sonja Sucic,2014,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,SERT-R607A/I608A 0.78 (0.12-5.22) 0.22 b (0.08-0.63) 0.08 c (0.02-0.28),full_text_seen,full_text_seen,table,"Table 1, row 'SERT-R607A/I608A', column 'Noribogaine alone (control)'",in vitro experiment,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Journal of Biological Chemistry,journal-article,2014-09-09,0021-9258,1067-8816,Elsevier BV,"Adenosine Triphosphatases / metabolism | Cytosol / metabolism | Endoplasmic Reticulum / metabolism | Fluorescence Resonance Energy Transfer | Glutathione Transferase / metabolism | HEK293 Cells | HSP70 Heat-Shock Proteins / metabolism | HSP90 Heat-Shock Proteins / metabolism | Humans | Ibogaine / analogs & derivatives | Ibogaine / chemistry | Mutation | Protein Folding | Protein Structure, Tertiary | Protein Transport | RNA, Small Interfering / metabolism | Serotonin Plasma Membrane Transport Proteins / metabolism",eng,,,,,,,,,,,,,,,high,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",Glycosylation | Heat Shock Protein (HSP) | Heat Shock Protein 90 (Hsp90) | Serotonin | Serotonin Transporter | Trafficking | Transporter,,,,,,
normalized,compound and graph entity matched local registry,Noribogaine,SERT (SLC6A4),,Noribogaine,SERT (SLC6A4),Noribogaine,Serotonin Transporter (SERT-P601A/G602A mutant),,Serotonin Transporter,SERT-P601A/G602A,molecular_target,SERT (SLC6A4),target,True,10.1074/jbc.m114.595090,A Cytosolic Relay of Heat Shock Proteins HSP70-1A and HSP90β Monitors the Folding Trajectory of the Serotonin Transporter,compound_target,not_applicable,not_reported,"pharmacochaperone, enhances surface expression/uptake",[3H]5-HT uptake assay,functional assay,"pharmacochaperone, enhances surface expression/uptake",EC50,2.06,µM,not_applicable,Human,HEK293 cells,in_vitro,Ali El-Kasaby; Florian Koban; Harald H. Sitte; Michael Freissmuth; Sonja Sucic,2014,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,SERT-P601A/G602A 2.06 (1.08-3.93) 2.63 (1.22-5.70) 12.1 a (4.7-31.5),full_text_seen,full_text_seen,table,"Table 1, row 'SERT-P601A/G602A', column 'Noribogaine alone (control)'",in vitro experiment,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Journal of Biological Chemistry,journal-article,2014-09-09,0021-9258,1067-8816,Elsevier BV,"Adenosine Triphosphatases / metabolism | Cytosol / metabolism | Endoplasmic Reticulum / metabolism | Fluorescence Resonance Energy Transfer | Glutathione Transferase / metabolism | HEK293 Cells | HSP70 Heat-Shock Proteins / metabolism | HSP90 Heat-Shock Proteins / metabolism | Humans | Ibogaine / analogs & derivatives | Ibogaine / chemistry | Mutation | Protein Folding | Protein Structure, Tertiary | Protein Transport | RNA, Small Interfering / metabolism | Serotonin Plasma Membrane Transport Proteins / metabolism",eng,,,,,,,,,,,,,,,high,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",Glycosylation | Heat Shock Protein (HSP) | Heat Shock Protein 90 (Hsp90) | Serotonin | Serotonin Transporter | Trafficking | Transporter,,,,,,
normalized,compound and graph entity matched local registry,Noribogaine,SERT (SLC6A4),,Noribogaine,SERT (SLC6A4),Noribogaine,Serotonin Transporter (SERT-P601A/G602A mutant),,Serotonin Transporter,mature glycosylated form (M) of SERT-P601A/G602A,molecular_target,SERT (SLC6A4),target,True,10.1074/jbc.m114.595090,A Cytosolic Relay of Heat Shock Proteins HSP70-1A and HSP90β Monitors the Folding Trajectory of the Serotonin Transporter,compound_target,not_applicable,not_reported,increases mature form,Immunoblotting,protein detection,increases mature form,,,,not_applicable,Human,HEK293 cells,in_vitro,Ali El-Kasaby; Florian Koban; Harald H. Sitte; Michael Freissmuth; Sonja Sucic,2014,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Noribogaine increased the mature glycosylated form (M) (Fig. 6D , second lane)",full_text_seen,full_text_seen,figure,Figure 6D,in vitro experiment,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Journal of Biological Chemistry,journal-article,2014-09-09,0021-9258,1067-8816,Elsevier BV,"Adenosine Triphosphatases / metabolism | Cytosol / metabolism | Endoplasmic Reticulum / metabolism | Fluorescence Resonance Energy Transfer | Glutathione Transferase / metabolism | HEK293 Cells | HSP70 Heat-Shock Proteins / metabolism | HSP90 Heat-Shock Proteins / metabolism | Humans | Ibogaine / analogs & derivatives | Ibogaine / chemistry | Mutation | Protein Folding | Protein Structure, Tertiary | Protein Transport | RNA, Small Interfering / metabolism | Serotonin Plasma Membrane Transport Proteins / metabolism",eng,,,,,,,,,,,,,,,medium,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",Glycosylation | Heat Shock Protein (HSP) | Heat Shock Protein 90 (Hsp90) | Serotonin | Serotonin Transporter | Trafficking | Transporter,,,,,,
normalized,compound and graph entity matched local registry,Noribogaine,SERT (SLC6A4),,Noribogaine,SERT (SLC6A4),Noribogaine,Serotonin Transporter,,Serotonin Transporter,SERT,molecular_target,SERT (SLC6A4),target,True,10.1074/jbc.m114.595090,A Cytosolic Relay of Heat Shock Proteins HSP70-1A and HSP90β Monitors the Folding Trajectory of the Serotonin Transporter,compound_target,not_applicable,not_reported,higher affinity,,,higher affinity,Other,ϳ10-fold higher,,not_applicable,not_reported,not_reported,not_applicable,Ali El-Kasaby; Florian Koban; Harald H. Sitte; Michael Freissmuth; Sonja Sucic,2014,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"we opted for the ibogaine metabolite noribogaine (12-hydroxyibogamine), which has an ϳ10-fold higher affinity for SERT and is more effective as pharmacochaperone than ibogaine (data not shown).",full_text_seen,full_text_seen,text,C006,in vitro experiment,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Journal of Biological Chemistry,journal-article,2014-09-09,0021-9258,1067-8816,Elsevier BV,"Adenosine Triphosphatases / metabolism | Cytosol / metabolism | Endoplasmic Reticulum / metabolism | Fluorescence Resonance Energy Transfer | Glutathione Transferase / metabolism | HEK293 Cells | HSP70 Heat-Shock Proteins / metabolism | HSP90 Heat-Shock Proteins / metabolism | Humans | Ibogaine / analogs & derivatives | Ibogaine / chemistry | Mutation | Protein Folding | Protein Structure, Tertiary | Protein Transport | RNA, Small Interfering / metabolism | Serotonin Plasma Membrane Transport Proteins / metabolism",eng,,,,,,,,,,,,,,,medium,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",Glycosylation | Heat Shock Protein (HSP) | Heat Shock Protein 90 (Hsp90) | Serotonin | Serotonin Transporter | Trafficking | Transporter,,,,,,
normalized,compound and graph entity matched local registry,Ibogaine,SERT (SLC6A4),,Ibogaine,SERT (SLC6A4),Ibogaine,Serotonin Transporter (SERT-R607A/I608A mutant),,Serotonin Transporter,SERT-R607A/I608A,molecular_target,SERT (SLC6A4),target,True,10.1074/jbc.m114.595090,A Cytosolic Relay of Heat Shock Proteins HSP70-1A and HSP90β Monitors the Folding Trajectory of the Serotonin Transporter,compound_target,not_applicable,not_reported,remedies folding defect (pharmacochaperone),,,remedies folding defect (pharmacochaperone),,,,not_applicable,not_reported,not_reported,not_applicable,Ali El-Kasaby; Florian Koban; Harald H. Sitte; Michael Freissmuth; Sonja Sucic,2014,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Mutations within this motif of SERT do not only impair binding of SEC24; the resulting mutant SERT-R607A/I608A also has a folding defect, which can be remedied by ibogaine (20) .",full_text_seen,full_text_seen,text,C002,in vitro experiment,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Journal of Biological Chemistry,journal-article,2014-09-09,0021-9258,1067-8816,Elsevier BV,"Adenosine Triphosphatases / metabolism | Cytosol / metabolism | Endoplasmic Reticulum / metabolism | Fluorescence Resonance Energy Transfer | Glutathione Transferase / metabolism | HEK293 Cells | HSP70 Heat-Shock Proteins / metabolism | HSP90 Heat-Shock Proteins / metabolism | Humans | Ibogaine / analogs & derivatives | Ibogaine / chemistry | Mutation | Protein Folding | Protein Structure, Tertiary | Protein Transport | RNA, Small Interfering / metabolism | Serotonin Plasma Membrane Transport Proteins / metabolism",eng,,,,,,,,,,,,,,,medium,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",Glycosylation | Heat Shock Protein (HSP) | Heat Shock Protein 90 (Hsp90) | Serotonin | Serotonin Transporter | Trafficking | Transporter,,,,,,
normalized,compound and graph entity matched local registry,Noribogaine,DAT (SLC6A3),,Noribogaine,DAT (SLC6A3),Noribogaine,Dopamine transporter,,Dopamine transporter,dDAT-G108Q and hDAT-G140Q mutants,molecular_target,DAT (SLC6A3),target,True,10.1074/jbc.m116.737551,Functional Rescue of a Misfolded Drosophila melanogaster Dopamine Transporter Mutant Associated with a Sleepless Phenotype by Pharmacological Chaperones,compound_target,not_applicable,not_reported,Pharmacological chaperone; restores folding and dopamine transport,Dopamine uptake assay,Functional assay,Pharmacological chaperone; restores folding and dopamine transport,,,,not_applicable,"Human, Drosophila melanogaster","HEK293 cells, S2 cells",in_vitro,Ameya Kasture; Ali El-Kasaby; Daniel Szöllősi; H. M. Mazhar Asjad; Alexandra Grimm; Thomas Stockner; Thomas Hummel; Michael Freissmuth; Sonja Sucic,2016,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Incubation of the cells with noribogaine (a DAT ligand selective for the inward-facing state) and/or pifithrin-μ (an HSP70 inhibitor) restored folding of, and hence dopamine transport by, dDAT-G108Q and hDAT-G140Q. ... Accordingly, we tested whether noribogaine also rescued dDAT-G108Q and hDAT-G140Q; stably transfected HEK293 cells were preincubated with noribogaine for 24 h and removed by extensive washing, and dopamine uptake was measured subsequently (Fig. 4 ). In contrast, uptake of [ 3 H]dopamine was detectable in cells that had been incubated with noribogaine (closed circles in Fig. 4 , b and d).",full_text_seen,full_text_seen,abstract,"Abstract, C004, Fig. 4",Experimental,,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Journal of Biological Chemistry,journal-article,2016-08-02,0021-9258,1067-8816,Elsevier BV,Animals | Dopamine Plasma Membrane Transport Proteins / chemistry | Dopamine Plasma Membrane Transport Proteins / genetics | Dopamine Plasma Membrane Transport Proteins / metabolism | Drosophila Proteins / chemistry | Drosophila Proteins / genetics | Drosophila Proteins / metabolism | Drosophila melanogaster / cytology | Drosophila melanogaster / drug effects | Drosophila melanogaster / genetics | Drosophila melanogaster / physiology | Humans | Ibogaine / administration & dosage | Ibogaine / analogs & derivatives | Ibogaine / pharmacology | Molecular Dynamics Simulation | Mutation | Phenotype | Protein Folding / drug effects | Sleep / genetics | Sulfonamides / administration & dosage | Sulfonamides / pharmacology,eng,,,,,,,,,,,,,,,medium,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A3""}",Drosophila | chaperone | dopamine | dopamine transporter | drug action | endoplasmic reticulum (ER),Austrian Science Fund FWF,F 3510 | F 3524 | P 27518,,,,
normalized,compound and graph entity matched local registry,Noribogaine,DAT (SLC6A3),,Noribogaine,DAT (SLC6A3),Noribogaine,Dopamine transporter,,Dopamine transporter,HSP70-1A and calnexin,molecular_target,DAT (SLC6A3),target,True,10.1074/jbc.m116.737551,Functional Rescue of a Misfolded Drosophila melanogaster Dopamine Transporter Mutant Associated with a Sleepless Phenotype by Pharmacological Chaperones,compound_target,not_applicable,not_reported,Reduces association with chaperones,Co-immunoprecipitation,Binding/Interaction assay,Reduces association with chaperones,,,,not_applicable,Drosophila melanogaster,HEK293 cells,in_vitro,Ameya Kasture; Ali El-Kasaby; Daniel Szöllősi; H. M. Mazhar Asjad; Alexandra Grimm; Thomas Stockner; Thomas Hummel; Michael Freissmuth; Sonja Sucic,2016,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Pretreatment of cells with noribogaine and pifithrinis predicted to reduce the association of dDAT-G108Q with calnexin and HSP70-1A, because stalled folding intermediates are chaperoned along the folding trajectory to a stable minimum energy conformation, which can be subsequently exported from the ER. We verified this prediction by immunoprecipitating dDAT-G108Q from cells that had been treated with noribo-gaine or pifithrin-. In fact, either manipulation increased the total amount of dDAT-G108Q, which was recovered by immunoprecipitation (cf. top immunoblot in Fig. 5c ), but it reduced the relative amount of HSP70-1A and calnexin, which were found in complex with dDAT-G108Q (lower two immunoblots in Fig. 5c ).",full_text_seen,full_text_seen,text,"C004, Fig. 5c",Experimental,,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Journal of Biological Chemistry,journal-article,2016-08-02,0021-9258,1067-8816,Elsevier BV,Animals | Dopamine Plasma Membrane Transport Proteins / chemistry | Dopamine Plasma Membrane Transport Proteins / genetics | Dopamine Plasma Membrane Transport Proteins / metabolism | Drosophila Proteins / chemistry | Drosophila Proteins / genetics | Drosophila Proteins / metabolism | Drosophila melanogaster / cytology | Drosophila melanogaster / drug effects | Drosophila melanogaster / genetics | Drosophila melanogaster / physiology | Humans | Ibogaine / administration & dosage | Ibogaine / analogs & derivatives | Ibogaine / pharmacology | Molecular Dynamics Simulation | Mutation | Phenotype | Protein Folding / drug effects | Sleep / genetics | Sulfonamides / administration & dosage | Sulfonamides / pharmacology,eng,,,,,,,,,,,,,,,medium,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A3""}",Drosophila | chaperone | dopamine | dopamine transporter | drug action | endoplasmic reticulum (ER),Austrian Science Fund FWF,F 3510 | F 3524 | P 27518,,,,
normalized,compound and graph entity matched local registry,Noribogaine,DAT (SLC6A3),,Noribogaine,DAT (SLC6A3),Noribogaine,Dopamine transporter,,Dopamine transporter,inward-facing state,molecular_target,DAT (SLC6A3),target,True,10.1074/jbc.m116.737551,Functional Rescue of a Misfolded Drosophila melanogaster Dopamine Transporter Mutant Associated with a Sleepless Phenotype by Pharmacological Chaperones,compound_target,not_applicable,not_reported,Binds selectively to inward-facing conformation,Binding,Binding assay,Binds selectively to inward-facing conformation,,,,not_applicable,"Human, Drosophila melanogaster",not_reported,in_vitro,Ameya Kasture; Ali El-Kasaby; Daniel Szöllősi; H. M. Mazhar Asjad; Alexandra Grimm; Thomas Stockner; Thomas Hummel; Michael Freissmuth; Sonja Sucic,2016,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Incubation of the cells with noribogaine (a DAT ligand selective for the inward-facing state) and/or pifithrin-μ (an HSP70 inhibitor) restored folding of, and hence dopamine transport by, dDAT-G108Q and hDAT-G140Q. ... The plant-derived alkaloid ibogaine binds to the inward-facing conformation of SERT and DAT (11, 12) . Noribogaine is a more potent analog.",full_text_seen,full_text_seen,abstract,"Abstract, C004",Experimental,,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Journal of Biological Chemistry,journal-article,2016-08-02,0021-9258,1067-8816,Elsevier BV,Animals | Dopamine Plasma Membrane Transport Proteins / chemistry | Dopamine Plasma Membrane Transport Proteins / genetics | Dopamine Plasma Membrane Transport Proteins / metabolism | Drosophila Proteins / chemistry | Drosophila Proteins / genetics | Drosophila Proteins / metabolism | Drosophila melanogaster / cytology | Drosophila melanogaster / drug effects | Drosophila melanogaster / genetics | Drosophila melanogaster / physiology | Humans | Ibogaine / administration & dosage | Ibogaine / analogs & derivatives | Ibogaine / pharmacology | Molecular Dynamics Simulation | Mutation | Phenotype | Protein Folding / drug effects | Sleep / genetics | Sulfonamides / administration & dosage | Sulfonamides / pharmacology,eng,,,,,,,,,,,,,,,medium,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A3""}",Drosophila | chaperone | dopamine | dopamine transporter | drug action | endoplasmic reticulum (ER),Austrian Science Fund FWF,F 3510 | F 3524 | P 27518,,,,
